"PEILDATUM_LEERLINGEN";"PRIKDATUM";"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM_VESTIGING";"POSTCODE_VESTIGING";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM";"PROVINCIE";"SOORT_PO";"DENOMINATIE_VESTIGING";"BEVOEGD_GEZAG_NUMMER";"VSO";"PRO";"VMBO_B";"VMBO_B_K";"VMBO_K";"VMBO_K_GT";"VMBO_GT";"VMBO_GT_HAVO";"HAVO";"HAVO_VWO";"VWO";"ADVIES_NIET_MOGELIJK"
"20241001";"20250904";"00AP";"00";"WereldWijs";"2716PH";"ZOETERMEER";"0637";"Zoetermeer";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"00AR";"00";"BS ""De Maasparel""";"6107AW";"STEVENSWEERT";"1641";"Maasgouw";"Limburg";"Bo";"Rooms-Katholiek";"41797";"0";"0";"0";"0";"<5";"0";"10";"0";"<5";"0";"<5";"0"
"20241001";"20250904";"00AV";"00";"De Morgenster";"3201CN";"SPIJKENISSE";"1930";"Nissewaard";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"0";"<5";"<5";"0";"0";"<5";"<5";"<5";"0";"<5";"0"
"20241001";"20250904";"00AZ";"00";"De Stapsteen";"2971AR";"BLESKENSGRAAF CA";"1978";"Molenlanden";"Zuid-Holland";"Bo";"Openbaar";"41638";"0";"0";"<5";"<5";"0";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"00BB";"00";"Obs Letterwies";"9944AR";"NIEUWOLDA";"1895";"Oldambt";"Groningen";"Bo";"Openbaar";"41613";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"0";"0";"<5";"0"
"20241001";"20250904";"00BS";"00";"Geref Basisschool";"7711KP";"NIEUWLEUSEN";"0148";"Dalfsen";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41632";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0";"<5";"0"
"20241001";"20250904";"00BW";"00";"Jenaplanschool De Vlieger";"6131KJ";"SITTARD";"1883";"Sittard-Geleen";"Limburg";"Bo";"Algemeen bijzonder";"41516";"0";"0";"0";"<5";"0";"<5";"0";"6";"0";"<5";"0";"0"
"20241001";"20250904";"00BZ";"00";"Geref SBO Het Speelwerk";"8031HL";"ZWOLLE";"0193";"Zwolle";"Overijssel";"Sbo";"Gereformeerd vrijgemaakt";"41632";"0";"<5";"6";"0";"<5";"<5";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"00CD";"00";"Basisschool De Lockaert";"5345JG";"OSS";"0828";"Oss";"Noord-Brabant";"Bo";"Algemeen bijzonder";"41228";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"5";"<5";"10";"0"
"20241001";"20250904";"00CG";"00";"De Harlekijn";"6372AC";"LANDGRAAF";"0882";"Landgraaf";"Limburg";"Bo";"Openbaar";"41516";"0";"0";"<5";"<5";"9";"<5";"6";"5";"8";"5";"10";"0"
"20241001";"20250904";"00CS";"00";"Basisschool De Leilinde";"9671JA";"WINSCHOTEN";"1895";"Oldambt";"Groningen";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"0";"<5";"<5";"0";"0";"<5";"<5";"0";"0";"<5";"0"
"20241001";"20250904";"00CU";"00";"Basisschool Zilverlinde";"4707EW";"ROOSENDAAL";"1674";"Roosendaal";"Noord-Brabant";"Bo";"Antroposofisch";"41246";"0";"0";"0";"0";"0";"0";"<5";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"00CV";"00";"School Matthijsje";"8388NA";"OOSTERSTREEK";"0098";"Weststellingwerf";"Friesland";"Bo";"Algemeen bijzonder";"20210";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"<5";"0";"0"
"20241001";"20250904";"00DD";"00";"Basissch Het Startnest";"1422LE";"UITHOORN";"0451";"Uithoorn";"Noord-Holland";"Bo";"Rooms-Katholiek";"40581";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"00DM";"00";"De Bolderik";"5473PG";"HEESWIJK-DINTHER";"1721";"Bernheze";"Noord-Brabant";"Bo";"Openbaar";"75388";"0";"0";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"00DN";"00";"De Bundeling";"6241BB";"BUNDE";"0938";"Meerssen";"Limburg";"Bo";"Openbaar";"42669";"0";"0";"<5";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"00DO";"00";"INOVA";"3151CJ";"HOEK VAN HOLLAND";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"0";"0";"5";"<5";"5";"<5";"<5";"<5";"<5";"0";"0"
"20241001";"20250904";"00DW";"00";"De Trompetter";"6986AT";"ANGERLO";"0299";"Zevenaar";"Gelderland";"Bo";"Rooms-Katholiek";"77235";"0";"<5";"<5";"0";"0";"<5";"<5";"<5";"6";"8";"5";"0"
"20241001";"20250904";"00DX";"00";"Vrije School Assen";"9404KK";"ASSEN";"0106";"Assen";"Drenthe";"Bo";"Antroposofisch";"77456";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"5";"5";"0"
"20241001";"20250904";"00DY";"00";"Basisschool het Sterrenlicht";"8084GK";"'T HARDE";"0230";"Elburg";"Gelderland";"Bo";"Gereformeerd vrijgemaakt";"41632";"0";"0";"<5";"<5";"0";"<5";"5";"<5";"<5";"0";"<5";"0"
"20241001";"20250904";"00DZ";"00";"Agnietenschool";"8081NB";"ELBURG";"0230";"Elburg";"Gelderland";"Bo";"Rooms-Katholiek";"40950";"0";"0";"<5";"0";"0";"<5";"<5";"5";"<5";"6";"9";"0"
"20241001";"20250904";"00EB";"00";"Bs Het Telraam";"5441AK";"OEFFELT";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Rooms-Katholiek";"48348";"0";"<5";"0";"<5";"<5";"6";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"00EH";"00";"Speciaal Basisond. De Cirkel";"2907TK";"CAPELLE AAN DEN IJSSEL";"0502";"Capelle aan den IJssel";"Zuid-Holland";"Sbo";"Gereformeerd vrijgemaakt";"41646";"<5";"<5";"<5";"<5";"0";"<5";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"00EI";"00";"Reform Basisschool";"3286BC";"KLAASWAAL";"1963";"Hoeksche Waard";"Zuid-Holland";"Bo";"Reformatorisch";"30133";"0";"0";"0";"0";"<5";"0";"9";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"00EM";"00";"SSBO De Wijngaard";"2992KK";"BARENDRECHT";"0489";"Barendrecht";"Zuid-Holland";"Sbo";"Reformatorisch";"42790";"0";"8";"7";"0";"5";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"00FE";"00";"De Halm";"4286BV";"ALMKERK";"1959";"Altena";"Noord-Brabant";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"0";"<5";"<5";"0";"0";"<5";"0";"6";"<5";"<5";"0"
"20241001";"20250904";"00FG";"00";"BS De Reflector";"7557KJ";"HENGELO OV";"0164";"Hengelo";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41624";"0";"0";"0";"5";"0";"<5";"<5";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"00FI";"00";"Samenw Basisschool Pork";"9561CB";"TER APEL";"1950";"Westerwolde";"Groningen";"Bo";"Algemeen bijzonder";"45000";"0";"0";"<5";"<5";"<5";"<5";"5";"<5";"<5";"0";"<5";"0"
"20241001";"20250904";"00FQ";"00";"Montessori BS De Kraal";"4691HT";"THOLEN";"0716";"Tholen";"Zeeland";"Bo";"Algemeen bijzonder";"77533";"0";"0";"0";"<5";"0";"<5";"<5";"0";"0";"0";"<5";"0"
"20241001";"20250904";"00GQ";"00";"Rehoboth Basisschool";"2404GM";"ALPHEN AAN DEN RIJN";"0484";"Alphen aan den Rijn";"Zuid-Holland";"Bo";"Reformatorisch";"20183";"0";"<5";"<5";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"0"
"20241001";"20250904";"00GR";"00";"Kristal";"8181VZ";"HEERDE";"0246";"Heerde";"Gelderland";"Bo";"Gereformeerd vrijgemaakt";"41632";"0";"0";"0";"<5";"0";"<5";"0";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"00GV";"00";"Basisschool Maria-School";"7661RA";"VASSE";"0183";"Tubbergen";"Overijssel";"Bo";"Rooms-Katholiek";"50949";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"00GX";"00";"RK BS St Jacobus";"6675BB";"VALBURG";"1734";"Overbetuwe";"Gelderland";"Bo";"Rooms-Katholiek";"41530";"0";"0";"<5";"0";"0";"0";"5";"0";"<5";"<5";"<5";"0"
"20241001";"20250904";"00HA";"00";"Ref Basissch Augustinus";"3851BH";"ERMELO";"0233";"Ermelo";"Gelderland";"Bo";"Reformatorisch";"30128";"0";"0";"<5";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"00HH";"00";"OBS De Vliete";"4491GB";"WISSENKERKE";"1695";"Noord-Beveland";"Zeeland";"Bo";"Openbaar";"41582";"0";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"00HZ";"00";"Klavertje 4";"3421XL";"OUDEWATER";"0589";"Oudewater";"Utrecht";"Bo";"Algemeen bijzonder";"20252";"0";"0";"0";"<5";"<5";"5";"<5";"7";"0";"<5";"5";"0"
"20241001";"20250904";"00IF";"00";"RK BS Heilig Hart";"7666LH";"FLERINGEN";"0183";"Tubbergen";"Overijssel";"Bo";"Rooms-Katholiek";"50949";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"00IH";"00";"De Horizon";"6835HZ";"ARNHEM";"0202";"Arnhem";"Gelderland";"Sbo";"Rooms-Katholiek";"40812";"<5";"14";"9";"0";"<5";"0";"0";"0";"<5";"0";"0";"0"
"20241001";"20250904";"00IJ";"00";"PC BS De Schaapskooi";"7443HC";"NIJVERDAL";"0163";"Hellendoorn";"Overijssel";"Bo";"Protestants-Christelijk";"85600";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"00IM";"00";"Joos v Larensch";"4341ER";"ARNEMUIDEN";"0687";"Middelburg";"Zeeland";"Bo";"Reformatorisch";"30145";"0";"0";"0";"0";"<5";"0";"5";"0";"<5";"0";"<5";"0"
"20241001";"20250904";"00JH";"00";"SSBO De Kameleon";"7901GK";"HOOGEVEEN";"0118";"Hoogeveen";"Drenthe";"Sbo";"Algemeen bijzonder";"41414";"<5";"8";"<5";"<5";"<5";"0";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"00JY";"00";"SSBO Kompas";"1784MC";"DEN HELDER";"0400";"Den Helder";"Noord-Holland";"Sbo";"Algemeen bijzonder";"30742";"0";"8";"7";"<5";"<5";"0";"6";"0";"0";"0";"0";"<5"
"20241001";"20250904";"00KU";"00";"SBO de Windroos";"6545LX";"NIJMEGEN";"0268";"Nijmegen";"Gelderland";"Sbo";"Protestants-Christelijk";"29810";"0";"6";"8";"<5";"<5";"0";"<5";"0";"<5";"0";"0";"0"
"20241001";"20250904";"00KZ";"00";"SBO Het Zilverlicht";"5143GH";"WAALWIJK";"0867";"Waalwijk";"Noord-Brabant";"Sbo";"Rooms-Katholiek";"71008";"<5";"17";"<5";"<5";"<5";"0";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"00LS";"00";"SBO Het Palet";"6006AH";"WEERT";"0988";"Weert";"Limburg";"Sbo";"Rooms-Katholiek";"50819";"0";"21";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"00MI";"00";"SSBO De Piramide";"5531BX";"BLADEL";"1728";"Bladel";"Noord-Brabant";"Sbo";"Rooms-Katholiek";"44201";"<5";"9";"<5";"<5";"<5";"<5";"0";"<5";"<5";"0";"0";"0"
"20241001";"20250904";"00MN";"00";"Chr SSBO De Burcht";"2983AK";"RIDDERKERK";"0597";"Ridderkerk";"Zuid-Holland";"Sbo";"Protestants-Christelijk";"80433";"<5";"8";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"00MS";"00";"Expertise Kindcentrum De Oase";"7772CX";"HARDENBERG";"0160";"Hardenberg";"Overijssel";"Sbo";"Protestants-Christelijk";"40946";"0";"13";"6";"<5";"5";"0";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"00MY";"00";"De Springplank";"4532BX";"TERNEUZEN";"0715";"Terneuzen";"Zeeland";"Sbo";"Algemeen bijzonder";"40876";"<5";"8";"0";"0";"<5";"<5";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"00NY";"00";"De Geluksvogel SBO";"4691JZ";"THOLEN";"0716";"Tholen";"Zeeland";"Sbo";"Algemeen bijzonder";"40876";"<5";"<5";"<5";"<5";"<5";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"00RX";"00";"SBO Arcadia";"6466HX";"KERKRADE";"0928";"Kerkrade";"Limburg";"Sbo";"Rooms-Katholiek";"41516";"0";"13";"<5";"<5";"<5";"0";"0";"<5";"0";"0";"0";"0"
"20241001";"20250904";"00SQ";"00";"SSBO Focus";"5801AP";"VENRAY";"0984";"Venray";"Limburg";"Sbo";"Rooms-Katholiek";"44397";"10";"<5";"0";"0";"<5";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"00TN";"00";"SSBO Op de Tump";"6097AH";"HEEL";"1641";"Maasgouw";"Limburg";"Sbo";"Algemeen bijzonder";"23961";"0";"6";"11";"0";"6";"0";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"00UE";"00";"SBO De Steenen Kamer";"3332KP";"ZWIJNDRECHT";"0642";"Zwijndrecht";"Zuid-Holland";"Sbo";"Algemeen bijzonder";"41417";"0";"12";"8";"0";"5";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"00UI";"00";"SSBO St Michael";"3814RV";"AMERSFOORT";"0307";"Amersfoort";"Utrecht";"Sbo";"Rooms-Katholiek";"71488";"<5";"11";"5";"<5";"<5";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"00UN";"00";"Tijstroom";"1503TS";"ZAANDAM";"0479";"Zaanstad";"Noord-Holland";"Sbo";"Interconfessioneel";"41251";"<5";"20";"<5";"<5";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"00UY";"00";"SBO Beatrix de Burcht";"4205KM";"GORINCHEM";"0512";"Gorinchem";"Zuid-Holland";"Sbo";"Protestants-Christelijk";"41396";"<5";"8";"<5";"<5";"<5";"0";"<5";"<5";"0";"0";"0";"0"
"20241001";"20250904";"00VD";"00";"KSSBO";"4876XB";"ETTEN-LEUR";"0777";"Etten-Leur";"Noord-Brabant";"Sbo";"Rooms-Katholiek";"55303";"<5";"14";"22";"5";"<5";"<5";"0";"0";"0";"0";"0";"<5"
"20241001";"20250904";"00VW";"00";"De Kameleon";"3351ED";"PAPENDRECHT";"0590";"Papendrecht";"Zuid-Holland";"Sbo";"Algemeen bijzonder";"41417";"6";"23";"7";"<5";"<5";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"00WK";"00";"SSBO De Wingerd";"5431LZ";"CUIJK";"1982";"Land van Cuijk";"Noord-Brabant";"Sbo";"Openbaar";"41443";"<5";"7";"6";"<5";"0";"<5";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"00WO";"00";"SBO";"2566EA";"'S-GRAVENHAGE";"0518";"'s-Gravenhage";"Zuid-Holland";"Sbo";"Algemeen bijzonder";"95694";"0";"<5";"<5";"<5";"<5";"0";"<5";"<5";"0";"0";"<5";"0"
"20241001";"20250904";"00YG";"00";"SBO De Twister";"5961BA";"HORST";"1507";"Horst aan de Maas";"Limburg";"Sbo";"Rooms-Katholiek";"47920";"<5";"10";"0";"5";"<5";"0";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"00ZR";"00";"SSBO De Schilderspoort";"6903PZ";"ZEVENAAR";"0299";"Zevenaar";"Gelderland";"Sbo";"Algemeen bijzonder";"40901";"10";"21";"13";"0";"<5";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"00ZS";"00";"SSBO Elim";"7462TK";"RIJSSEN";"1742";"Rijssen-Holten";"Overijssel";"Sbo";"Protestants-Christelijk";"77196";"<5";"<5";"5";"5";"0";"0";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"01AC";"00";"SSBO De Driemaster";"8251GP";"DRONTEN";"0303";"Dronten";"Flevoland";"Sbo";"Algemeen bijzonder";"61778";"10";"6";"<5";"<5";"0";"0";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"01AK";"00";"SSBO Johan Seckel";"7731BL";"OMMEN";"0175";"Ommen";"Overijssel";"Sbo";"Protestants-Christelijk";"62181";"<5";"5";"7";"<5";"0";"<5";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"01BO";"00";"SSBO Toermalijn";"7822EM";"EMMEN";"0114";"Emmen";"Drenthe";"Sbo";"Rooms-Katholiek";"45000";"5";"9";"5";"0";"<5";"0";"0";"0";"0";"0";"0";"<5"
"20241001";"20250904";"01CE";"00";"SSBO De Twine";"9101AB";"DOKKUM";"1970";"Noardeast-Fryslân";"Friesland";"Sbo";"Protestants-Christelijk";"40788";"<5";"12";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"01CX";"00";"SSBO De Vonder";"7776BE";"SLAGHAREN";"0160";"Hardenberg";"Overijssel";"Sbo";"Rooms-Katholiek";"40888";"0";"<5";"<5";"<5";"0";"<5";"0";"<5";"0";"0";"0";"0"
"20241001";"20250904";"01DM";"00";"SSBO De Diamant";"6166XM";"GELEEN";"1883";"Sittard-Geleen";"Limburg";"Sbo";"Algemeen bijzonder";"83280";"0";"22";"13";"<5";"<5";"<5";"0";"<5";"0";"0";"0";"0"
"20241001";"20250904";"01FJ";"00";"SSBO De Prinsenhof";"7316DK";"APELDOORN";"0200";"Apeldoorn";"Gelderland";"Sbo";"Protestants-Christelijk";"72464";"7";"6";"<5";"0";"<5";"0";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"01FN";"00";"SSBO SAM, loc Boddens Hosang";"7002JA";"DOETINCHEM";"0222";"Doetinchem";"Gelderland";"Sbo";"Algemeen bijzonder";"40631";"<5";"19";"6";"0";"<5";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"01GE";"00";"SSBO De Horst";"6101NM";"ECHT";"1711";"Echt-Susteren";"Limburg";"Sbo";"Algemeen bijzonder";"83280";"0";"6";"7";"0";"<5";"0";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"01GQ";"00";"RK SSBO Carolus";"6561AR";"GROESBEEK";"1945";"Berg en Dal";"Gelderland";"Sbo";"Rooms-Katholiek";"42486";"0";"<5";"5";"0";"<5";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"01JQ";"00";"De Windvang";"2221SC";"KATWIJK ZH";"0537";"Katwijk";"Zuid-Holland";"Sbo";"Protestants-Christelijk";"41008";"<5";"7";"16";"0";"<5";"0";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"01JW";"00";"SBO De Kristal";"3607TC";"MAARSSEN";"1904";"Stichtse Vecht";"Utrecht";"Sbo";"Algemeen bijzonder";"41879";"<5";"6";"5";"<5";"0";"5";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"01KJ";"00";"De Keerkring";"3443EJ";"WOERDEN";"0632";"Woerden";"Utrecht";"Sbo";"Algemeen bijzonder";"70002";"7";"29";"<5";"5";"<5";"<5";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"01KY";"00";"SBO De Baldakijn";"9501TJ";"STADSKANAAL";"0037";"Stadskanaal";"Groningen";"Sbo";"Algemeen bijzonder";"41358";"<5";"18";"10";"0";"<5";"0";"0";"0";"0";"0";"0";"<5"
"20241001";"20250904";"01KZ";"00";"SBO";"7681ZN";"VROOMSHOOP";"1700";"Twenterand";"Overijssel";"Sbo";"Protestants-Christelijk";"61751";"<5";"12";"<5";"<5";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"01LP";"00";"Expertisecluster Nexus";"1704EK";"HEERHUGOWAARD";"1980";"Dijk en Waard";"Noord-Holland";"Sbo";"Algemeen bijzonder";"41008";"<5";"9";"<5";"<5";"0";"<5";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"01ST";"00";"Rehoboth SBO, Ochten";"4051KA";"OCHTEN";"1740";"Neder-Betuwe";"Gelderland";"Sbo";"Reformatorisch";"84515";"0";"12";"<5";"0";"<5";"0";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"01UR";"00";"IKEC-Hoorn";"1624EH";"HOORN NH";"0405";"Hoorn";"Noord-Holland";"Sbo";"Algemeen bijzonder";"42635";"<5";"20";"18";"8";"<5";"0";"<5";"<5";"<5";"0";"0";"<5"
"20241001";"20250904";"01VE";"00";"GBS De Bron";"3771CS";"BARNEVELD";"0203";"Barneveld";"Gelderland";"Bo";"Gereformeerd vrijgemaakt";"40945";"0";"0";"0";"<5";"<5";"<5";"7";"0";"<5";"<5";"<5";"0"
"20241001";"20250904";"01VF";"00";"SBO Professor Dumont";"1107NG";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Sbo";"Algemeen bijzonder";"77690";"<5";"7";"7";"<5";"<5";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"01VG";"00";"Jenaplansch T Vlot";"9602KZ";"HOOGEZAND";"1952";"Midden-Groningen";"Groningen";"Bo";"Algemeen bijzonder";"40865";"0";"0";"0";"<5";"<5";"0";"<5";"<5";"6";"<5";"5";"0"
"20241001";"20250904";"01VG";"01";"Peter Petersenschool";"9751SL";"HAREN GN";"0014";"Groningen";"Groningen";"Bo";"Algemeen bijzonder";"40865";"0";"0";"0";"<5";"0";"<5";"<5";"0";"<5";"9";"7";"<5"
"20241001";"20250904";"01VI";"00";"De Parkschool";"3813LW";"AMERSFOORT";"0307";"Amersfoort";"Utrecht";"Bo";"Protestants-Christelijk";"30010";"0";"0";"0";"<5";"0";"<5";"<5";"0";"6";"<5";"<5";"0"
"20241001";"20250904";"01VQ";"00";"Rk Bs Beekvliet";"1991ET";"VELSERBROEK";"0453";"Velsen";"Noord-Holland";"Bo";"Algemeen bijzonder";"40257";"0";"0";"0";"<5";"0";"7";"6";"8";"8";"14";"12";"0"
"20241001";"20250904";"01VR";"00";"Montessorischool";"2912CR";"NIEUWERKERK AD IJSSEL";"1892";"Zuidplas";"Zuid-Holland";"Bo";"Algemeen bijzonder";"41226";"0";"0";"0";"0";"0";"0";"7";"<5";"5";"5";"8";"0"
"20241001";"20250904";"01VY";"00";"Basissch De Lingewaard";"4241CA";"ARKEL";"1978";"Molenlanden";"Zuid-Holland";"Bo";"Openbaar";"41638";"0";"0";"0";"<5";"0";"8";"0";"8";"<5";"<5";"5";"0"
"20241001";"20250904";"01WQ";"00";"De Rank - school met de Bijbel";"9301KE";"RODEN";"1699";"Noordenveld";"Drenthe";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"0";"0";"0";"0";"0";"<5";"0";"5";"<5";"7";"0"
"20241001";"20250904";"01WU";"00";"Vrije Sch De Regenboog";"5643CJ";"EINDHOVEN";"0772";"Eindhoven";"Noord-Brabant";"Bo";"Antroposofisch";"30027";"<5";"0";"0";"<5";"<5";"<5";"6";"5";"12";"7";"22";"0"
"20241001";"20250904";"01XH";"00";"Basisschool De Ammers";"2964CC";"GROOT-AMMERS";"1978";"Molenlanden";"Zuid-Holland";"Bo";"Openbaar";"41638";"<5";"0";"0";"<5";"0";"0";"0";"<5";"0";"<5";"0";"0"
"20241001";"20250904";"01XT";"00";"De Balans Chr. Sch. v. SBO";"2901CL";"CAPELLE AAN DEN IJSSEL";"0502";"Capelle aan den IJssel";"Zuid-Holland";"Sbo";"Protestants-Christelijk";"43227";"<5";"5";"8";"0";"0";"<5";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"01XU";"00";"Hildegaertschool";"3055TE";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40774";"0";"0";"0";"<5";"<5";"0";"5";"5";"<5";"11";"14";"0"
"20241001";"20250904";"01ZA";"00";"SSBO De Wissel";"4002AZ";"TIEL";"0281";"Tiel";"Gelderland";"Sbo";"Algemeen bijzonder";"41876";"<5";"14";"<5";"0";"<5";"0";"0";"0";"0";"0";"0";"<5"
"20241001";"20250904";"02AJ";"00";"Chr SSBO De Vogelhorst";"3772TX";"BARNEVELD";"0203";"Barneveld";"Gelderland";"Sbo";"Protestants-Christelijk";"25897";"<5";"12";"<5";"0";"<5";"0";"0";"0";"0";"0";"0";"<5"
"20241001";"20250904";"02BJ";"00";"Aquamarijn";"8918CT";"LEEUWARDEN";"0080";"Leeuwarden";"Friesland";"Sbo";"Protestants-Christelijk";"40636";"<5";"19";"9";"<5";"6";"<5";"<5";"0";"0";"0";"0";"<5"
"20241001";"20250904";"02CO";"00";"Chr SSBO De Wegwijzer";"3241AD";"MIDDELHARNIS";"1924";"Goeree-Overflakkee";"Zuid-Holland";"Sbo";"Protestants-Christelijk";"42632";"0";"<5";"5";"0";"<5";"0";"5";"0";"0";"0";"0";"0"
"20241001";"20250904";"02CQ";"00";"SSBO De Vlinderboom";"6681BN";"BEMMEL";"1705";"Lingewaard";"Gelderland";"Sbo";"Rooms-Katholiek";"71956";"13";"6";"15";"<5";"<5";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"02CX";"00";"SSBO Koningin Emma";"3861LT";"NIJKERK";"0267";"Nijkerk";"Gelderland";"Sbo";"Protestants-Christelijk";"41671";"<5";"5";"8";"<5";"<5";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"02EG";"00";"SBO De Fontein";"5981DS";"PANNINGEN";"1894";"Peel en Maas";"Limburg";"Sbo";"Rooms-Katholiek";"47959";"<5";"6";"<5";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"02EH";"00";"De Zeearend";"1945NC";"BEVERWIJK";"0375";"Beverwijk";"Noord-Holland";"Sbo";"Algemeen bijzonder";"41008";"0";"<5";"<5";"<5";"0";"0";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"02FI";"00";"SBO De Diamant";"2671GM";"NAALDWIJK";"1783";"Westland";"Zuid-Holland";"Sbo";"Protestants-Christelijk";"41454";"0";"24";"12";"18";"<5";"8";"<5";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"02NY";"00";"De Klaproos";"6815EC";"ARNHEM";"0202";"Arnhem";"Gelderland";"Sbo";"Samenwerking PC, RK";"41645";"0";"10";"6";"0";"<5";"0";"<5";"0";"<5";"0";"0";"0"
"20241001";"20250904";"02RC";"00";"SSBO De Driemaster";"4615BP";"BERGEN OP ZOOM";"0748";"Bergen op Zoom";"Noord-Brabant";"Sbo";"Rooms-Katholiek";"40517";"<5";"11";"15";"0";"7";"0";"0";"0";"0";"0";"0";"0"
"20241001";"20250904";"02RQ";"00";"RK SSBO De Aventurijn";"1132XS";"VOLENDAM";"0385";"Edam-Volendam";"Noord-Holland";"Sbo";"Rooms-Katholiek";"72853";"<5";"5";"<5";"<5";"7";"<5";"0";"0";"<5";"0";"0";"<5"
