"PEILDATUM_LEERLINGEN";"PRIKDATUM";"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM_VESTIGING";"POSTCODE_VESTIGING";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM";"PROVINCIE";"SOORT_PO";"DENOMINATIE_VESTIGING";"BEVOEGD_GEZAG_NUMMER";"VSO";"PRO";"VMBO_B";"VMBO_B_K";"VMBO_K";"VMBO_K_GT";"VMBO_GT";"VMBO_GT_HAVO";"HAVO";"HAVO_VWO";"VWO";"ADVIES_NIET_MOGELIJK"
"20241001";"20250904";"05WV";"00";"Zeister Vrije School";"3707GL";"ZEIST";"0355";"Zeist";"Utrecht";"Bo";"Antroposofisch";"82981";"0";"0";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"7";"0"
"20241001";"20250904";"05WZ";"00";"CBS Immanuel";"3412KM";"LOPIKERKAPEL";"0331";"Lopik";"Utrecht";"Bo";"Protestants-Christelijk";"41439";"0";"<5";"0";"0";"0";"0";"<5";"<5";"0";"0";"<5";"0"
"20241001";"20250904";"05XB";"00";"CBS De Parel";"9649HP";"MUNTENDAM";"1952";"Midden-Groningen";"Groningen";"Bo";"Protestants-Christelijk";"41845";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"05XC";"00";"CBS De Lindenborgh";"9581TV";"MUSSELKANAAL";"0037";"Stadskanaal";"Groningen";"Bo";"Protestants-Christelijk";"41358";"0";"<5";"<5";"0";"<5";"<5";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"05XD";"00";"Basisschool De Wegwijzer";"9621TD";"SLOCHTEREN";"1952";"Midden-Groningen";"Groningen";"Bo";"Protestants-Christelijk";"41845";"0";"<5";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"05XE";"00";"De Noordkaap";"9982LK";"UITHUIZERMEEDEN";"1966";"Het Hogeland";"Groningen";"Bo";"Protestants-Christelijk";"41261";"0";"<5";"0";"0";"<5";"<5";"<5";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"05XF";"00";"CBS De Zaaier";"9541AX";"VLAGTWEDDE";"1950";"Westerwolde";"Groningen";"Bo";"Protestants-Christelijk";"41358";"0";"0";"<5";"0";"<5";"0";"6";"0";"6";"<5";"<5";"0"
"20241001";"20250904";"05XI";"00";"Basisschool Paadwizer";"8763MS";"PARREGA";"1900";"Súdwest-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"42545";"0";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"<5";"<5";"0"
"20241001";"20250904";"05XQ";"00";"School Met De Bijbel";"6668AN";"RANDWIJK";"1734";"Overbetuwe";"Gelderland";"Bo";"Reformatorisch";"41827";"0";"0";"0";"<5";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"05XR";"00";"Basisschool De Terebint";"6659BX";"WAMEL";"0668";"West Maas en Waal";"Gelderland";"Bo";"Protestants-Christelijk";"41460";"0";"0";"0";"<5";"0";"<5";"<5";"0";"0";"<5";"0";"0"
"20241001";"20250904";"05XW";"00";"Obs Bredeschool De Springplank";"8141ET";"HEINO";"0177";"Raalte";"Overijssel";"Bo";"Openbaar";"41491";"0";"0";"<5";"<5";"<5";"0";"<5";"<5";"<5";"<5";"7";"0"
"20241001";"20250904";"05XX";"00";"obs Rozengaardsweide";"7255XT";"HENGELO GLD";"1876";"Bronckhorst";"Gelderland";"Bo";"Openbaar";"41371";"0";"0";"0";"<5";"<5";"0";"<5";"0";"0";"<5";"0";"0"
"20241001";"20250904";"05XZ";"00";"Basisschool De Vlieten";"2678PB";"DE LIER";"1783";"Westland";"Zuid-Holland";"Bo";"Openbaar";"41455";"0";"0";"0";"0";"<5";"<5";"<5";"0";"8";"<5";"6";"0"
"20241001";"20250904";"05YA";"00";"WereldKidz Kievit";"3738EB";"MAARTENSDIJK";"0310";"De Bilt";"Utrecht";"Bo";"Openbaar";"41496";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0";"<5";"0"
"20241001";"20250904";"05YC";"00";"Basisschool De Brink";"6043SG";"ROERMOND";"0957";"Roermond";"Limburg";"Bo";"Openbaar";"41692";"0";"0";"<5";"<5";"<5";"16";"<5";"16";"<5";"7";"<5";"<5"
"20241001";"20250904";"05YD";"00";"OBS K Zwartschool";"7261GH";"RUURLO";"1859";"Berkelland";"Gelderland";"Bo";"Openbaar";"41413";"0";"0";"0";"5";"0";"5";"5";"7";"5";"<5";"<5";"0"
"20241001";"20250904";"05YE";"00";"OBS Het Bolwerk";"2172HD";"SASSENHEIM";"1525";"Teylingen";"Zuid-Holland";"Bo";"Openbaar";"41362";"0";"0";"0";"0";"0";"<5";"6";"7";"<5";"<5";"<5";"0"
"20241001";"20250904";"05YK";"00";"PCB De Bron";"5314AT";"BRUCHEM";"0297";"Zaltbommel";"Gelderland";"Bo";"Protestants-Christelijk";"42658";"0";"<5";"0";"<5";"<5";"<5";"0";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"05YL";"00";"Basisschool De Paadwizer";"8434NN";"WASKEMEER";"0085";"Ooststellingwerf";"Friesland";"Bo";"Protestants-Christelijk";"41282";"0";"0";"<5";"0";"<5";"0";"<5";"<5";"<5";"<5";"0";"0"
"20241001";"20250904";"05YM";"00";"SSBO De Koppeling";"3086BJ";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Sbo";"Protestants-Christelijk";"47595";"6";"12";"6";"0";"0";"0";"0";"0";"0";"0";"0";"<5"
"20241001";"20250904";"05YQ";"00";"Basisschool De Regenboog";"4671ES";"DINTELOORD";"0851";"Steenbergen";"Noord-Brabant";"Bo";"Openbaar";"41778";"0";"0";"0";"<5";"0";"0";"0";"<5";"0";"<5";"0";"0"
"20241001";"20250904";"05YS";"00";"Basisschool 'T Smelleken";"5554JM";"VALKENSWAARD";"0858";"Valkenswaard";"Noord-Brabant";"Bo";"Openbaar";"41662";"0";"0";"<5";"<5";"<5";"<5";"5";"9";"<5";"<5";"14";"0"
"20241001";"20250904";"05YT";"00";"Basisschool Berg";"6325CN";"BERG EN TERBLIJT";"0994";"Valkenburg aan de Geul";"Limburg";"Bo";"Openbaar";"42669";"0";"0";"<5";"<5";"0";"<5";"5";"5";"<5";"<5";"5";"0"
"20241001";"20250904";"05YW";"00";"RK Basisschool Den Dijk";"5409AD";"ODILIAPEEL";"1991";"Maashorst";"Noord-Brabant";"Bo";"Rooms-Katholiek";"32177";"0";"0";"<5";"<5";"<5";"0";"<5";"<5";"<5";"5";"<5";"0"
"20241001";"20250904";"05ZE";"00";"SLS de Ravelijn";"7786BH";"DEN VELDE";"0160";"Hardenberg";"Overijssel";"Bo";"Samenwerking Opb., PC";"41630";"0";"0";"0";"0";"<5";"<5";"<5";"0";"0";"<5";"0";"0"
"20241001";"20250904";"05ZF";"00";"De Tweemaster";"2161KL";"LISSE";"0553";"Lisse";"Zuid-Holland";"Bo";"Openbaar";"41362";"0";"0";"<5";"<5";"<5";"5";"7";"6";"<5";"<5";"9";"0"
"20241001";"20250904";"05ZG";"00";"Basisschool 'T Ravelijn";"5371BB";"RAVENSTEIN";"0828";"Oss";"Noord-Brabant";"Bo";"Openbaar";"75388";"0";"0";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"05ZH";"00";"Basissch De Berkenhorst";"7951JS";"STAPHORST";"0180";"Staphorst";"Overijssel";"Bo";"Openbaar";"41629";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"0";"0";"0";"0"
"20241001";"20250904";"05ZI";"00";"BS de Speelwagen";"1687RA";"WOGNUM";"0420";"Medemblik";"Noord-Holland";"Bo";"Openbaar";"41421";"<5";"0";"0";"<5";"<5";"0";"0";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"05ZN";"00";"Het Kompas";"2135HA";"HOOFDDORP";"0394";"Haarlemmermeer";"Noord-Holland";"Sbo";"Algemeen bijzonder";"41008";"<5";"9";"<5";"<5";"<5";"<5";"<5";"0";"0";"0";"0";"0"
"20241001";"20250904";"05ZQ";"00";"De Lispeltuut";"4356BG";"OOSTKAPELLE";"0717";"Veere";"Zeeland";"Bo";"Openbaar";"42610";"0";"0";"0";"0";"0";"<5";"0";"<5";"0";"<5";"6";"0"
"20241001";"20250904";"05ZR";"00";"De Appelhof";"6652BE";"DRUTEN";"0225";"Druten";"Gelderland";"Bo";"Openbaar";"41340";"0";"0";"<5";"<5";"<5";"8";"5";"6";"<5";"9";"5";"<5"
"20241001";"20250904";"05ZS";"00";"Basisschool De Zuidwend";"3755BG";"EEMNES";"0317";"Eemnes";"Utrecht";"Bo";"Openbaar";"41376";"0";"0";"<5";"0";"0";"0";"8";"0";"5";"<5";"<5";"0"
"20241001";"20250904";"05ZT";"00";"IKC De Tichelaar";"6691CJ";"GENDT";"1705";"Lingewaard";"Gelderland";"Bo";"Openbaar";"41013";"0";"0";"5";"0";"6";"<5";"<5";"<5";"5";"<5";"<5";"<5"
"20241001";"20250904";"05ZU";"00";"Basissch De Samensprong";"5971AN";"GRUBBENVORST";"1507";"Horst aan de Maas";"Limburg";"Bo";"Openbaar";"41398";"<5";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"5";"6";"<5"
"20241001";"20250904";"05ZW";"00";"WereldKidz Meander";"3956EW";"LEERSUM";"1581";"Utrechtse Heuvelrug";"Utrecht";"Bo";"Openbaar";"41496";"0";"0";"0";"<5";"0";"<5";"<5";"5";"0";"<5";"8";"<5"
"20241001";"20250904";"05ZX";"00";"BuitensteBinnen";"5694EA";"SON EN BREUGEL";"0848";"Son en Breugel";"Noord-Brabant";"Bo";"Openbaar";"41860";"0";"0";"0";"<5";"<5";"6";"<5";"5";"5";"5";"6";"<5"
"20241001";"20250904";"05ZY";"00";"Basissch De Zandheuvel";"4147BL";"ASPEREN";"1960";"West Betuwe";"Gelderland";"Bo";"Openbaar";"41638";"0";"0";"<5";"<5";"0";"0";"0";"6";"<5";"<5";"0";"0"
"20241001";"20250904";"05ZZ";"00";"IKC het Ravelijn";"6932CA";"WESTERVOORT";"0293";"Westervoort";"Gelderland";"Bo";"Openbaar";"77235";"0";"0";"0";"<5";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"06AF";"00";"Vrije School Valentijn";"3844EL";"HARDERWIJK";"0243";"Harderwijk";"Gelderland";"Bo";"Antroposofisch";"77456";"0";"<5";"0";"5";"<5";"0";"<5";"<5";"0";"<5";"0";"0"
"20241001";"20250904";"06AG";"00";"Maria-School";"7667PS";"REUTUM";"0183";"Tubbergen";"Overijssel";"Bo";"Rooms-Katholiek";"50949";"0";"0";"0";"0";"5";"<5";"6";"0";"<5";"0";"<5";"0"
"20241001";"20250904";"06AI";"00";"Openbare Bs De Noordster";"4613GP";"BERGEN OP ZOOM";"0748";"Bergen op Zoom";"Noord-Brabant";"Bo";"Openbaar";"41778";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"06AL";"00";"SWS Op Wier";"9891BE";"EZINGE";"1969";"Westerkwartier";"Groningen";"Bo";"Openbaar";"41261";"0";"0";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"06AM";"00";"Basissch De Springplank";"2391AX";"HAZERSWOUDE-DORP";"0484";"Alphen aan den Rijn";"Zuid-Holland";"Bo";"Openbaar";"28601";"0";"<5";"0";"<5";"0";"6";"0";"0";"<5";"5";"6";"0"
"20241001";"20250904";"06AN";"00";"Basisschool FavoRIET";"5981DS";"PANNINGEN";"1894";"Peel en Maas";"Limburg";"Bo";"Openbaar";"47959";"0";"<5";"<5";"0";"<5";"<5";"<5";"11";"<5";"<5";"<5";"<5"
"20241001";"20250904";"06AO";"00";"O D B S  Nijenstein";"9997NG";"ZANDEWEER";"1966";"Het Hogeland";"Groningen";"Bo";"Openbaar";"41261";"0";"0";"0";"<5";"<5";"0";"<5";"<5";"<5";"0";"0";"0"
"20241001";"20250904";"06AP";"00";"Basisschool De Meridiaan";"1671JZ";"MEDEMBLIK";"0420";"Medemblik";"Noord-Holland";"Bo";"Openbaar";"41421";"0";"<5";"0";"<5";"<5";"<5";"0";"<5";"<5";"<5";"<5";"<5"
"20241001";"20250904";"06AQ";"00";"SWS De Schans";"9342PH";"EEN";"1699";"Noordenveld";"Drenthe";"Bo";"Openbaar";"42854";"0";"0";"<5";"0";"<5";"0";"<5";"<5";"<5";"<5";"0";"0"
"20241001";"20250904";"06AY";"00";"Obs Jan Hekman";"1191JP";"OUDERKERK AAN DE AMSTEL";"0437";"Ouder-Amstel";"Noord-Holland";"Bo";"Openbaar";"41580";"0";"0";"0";"0";"0";"<5";"<5";"6";"<5";"10";"32";"0"
"20241001";"20250904";"06AZ";"00";"Basisschool Flora";"2931RP";"KRIMPEN AAN DE LEK";"1931";"Krimpenerwaard";"Zuid-Holland";"Bo";"Openbaar";"41401";"0";"0";"0";"0";"<5";"0";"0";"<5";"<5";"<5";"5";"0"
"20241001";"20250904";"06BA";"00";"BS de Duizendpoot";"6165TV";"GELEEN";"1883";"Sittard-Geleen";"Limburg";"Bo";"Openbaar";"83280";"0";"0";"<5";"<5";"<5";"<5";"0";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"06BB";"00";"OBS De Klokkebei";"4851BG";"ULVENHOUT";"0758";"Breda";"Noord-Brabant";"Bo";"Openbaar";"41869";"0";"<5";"0";"<5";"0";"0";"<5";"9";"<5";"10";"19";"<5"
"20241001";"20250904";"06BC";"00";"Basisschool De Sieppe";"6562XK";"GROESBEEK";"1945";"Berg en Dal";"Gelderland";"Bo";"Openbaar";"42486";"0";"0";"<5";"<5";"<5";"7";"8";"<5";"<5";"0";"<5";"0"
"20241001";"20250904";"06BE";"00";"Willemsschool";"2681TT";"MONSTER";"1783";"Westland";"Zuid-Holland";"Bo";"Openbaar";"41455";"0";"0";"0";"<5";"<5";"<5";"<5";"8";"<5";"<5";"<5";"0"
"20241001";"20250904";"06BG";"00";"Basisschool Het Landje";"3012BA";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"0";"0";"<5";"<5";"11";"8";"8";"11";"21";"21";"0"
"20241001";"20250904";"06BH";"00";"obs De Dijkwerkers";"1693KT";"WERVERSHOOF";"0420";"Medemblik";"Noord-Holland";"Bo";"Openbaar";"13662";"0";"0";"0";"<5";"0";"0";"<5";"<5";"<5";"0";"<5";"0"
"20241001";"20250904";"06BM";"00";"obs De Piramide";"1619VC";"ANDIJK";"0420";"Medemblik";"Noord-Holland";"Bo";"Openbaar";"13662";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"0";"<5";"<5";"<5"
"20241001";"20250904";"06BO";"00";"Curtevenne-Basisschool";"1241BG";"KORTENHOEF";"1696";"Wijdemeren";"Noord-Holland";"Bo";"Openbaar";"41376";"0";"0";"0";"<5";"<5";"0";"<5";"<5";"<5";"5";"7";"0"
"20241001";"20250904";"06BP";"00";"Basisschool De Molenberg";"9861GJ";"GROOTEGAST";"1969";"Westerkwartier";"Groningen";"Bo";"Openbaar";"41571";"0";"0";"<5";"<5";"0";"0";"<5";"0";"<5";"0";"<5";"0"
"20241001";"20250904";"06BQ";"00";"OBS De Piramide";"5262XE";"VUGHT";"0865";"Vught";"Noord-Brabant";"Bo";"Openbaar";"41633";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"9";"5";"9";"<5"
"20241001";"20250904";"06BR";"00";"OBS De Anwende";"7854PR";"AALDEN";"0109";"Coevorden";"Drenthe";"Bo";"Openbaar";"41630";"0";"0";"0";"<5";"0";"5";"0";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"06BV";"00";"Sint Lambertusschool";"5512AJ";"VESSEM";"0770";"Eersel";"Noord-Brabant";"Bo";"Rooms-Katholiek";"77338";"0";"0";"0";"<5";"0";"0";"0";"6";"<5";"0";"7";"0"
"20241001";"20250904";"06BX";"00";"D W v Dam v Brakelschool";"5306GE";"BRAKEL";"0297";"Zaltbommel";"Gelderland";"Bo";"Openbaar";"41633";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"06BY";"00";"Basisschool De Schakel";"7681RG";"VROOMSHOOP";"1700";"Twenterand";"Overijssel";"Bo";"Openbaar";"23128";"0";"<5";"<5";"<5";"0";"<5";"<5";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"06CA";"00";"Basissch De Dubbelburg";"2235BW";"VALKENBURG ZH";"0537";"Katwijk";"Zuid-Holland";"Bo";"Openbaar";"41362";"0";"0";"0";"<5";"<5";"<5";"5";"6";"6";"9";"7";"<5"
"20241001";"20250904";"06CI";"00";"Kath Daltonsch. St. Walfridus";"9781HM";"BEDUM";"1966";"Het Hogeland";"Groningen";"Bo";"Rooms-Katholiek";"45000";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"6";"<5";"0"
"20241001";"20250904";"06CK";"00";"Basisschool Meander";"6442AJ";"BRUNSSUM";"0899";"Brunssum";"Limburg";"Bo";"Algemeen bijzonder";"41516";"0";"0";"<5";"<5";"<5";"<5";"6";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"06CN";"00";"Oosterschool";"9695AH";"BELLINGWOLDE";"1950";"Westerwolde";"Groningen";"Bo";"Openbaar";"41613";"0";"0";"0";"<5";"0";"<5";"0";"<5";"<5";"0";"<5";"0"
"20241001";"20250904";"06CO";"00";"Basisschool De Regenboog";"3621WS";"BREUKELEN";"1904";"Stichtse Vecht";"Utrecht";"Bo";"Openbaar";"41844";"0";"0";"<5";"<5";"0";"<5";"<5";"7";"<5";"<5";"6";"0"
"20241001";"20250904";"06CQ";"00";"Basisschool De Driepas";"6101MJ";"ECHT";"1711";"Echt-Susteren";"Limburg";"Bo";"Openbaar";"83280";"0";"5";"<5";"<5";"<5";"0";"<5";"7";"<5";"5";"5";"5"
"20241001";"20250904";"06CS";"00";"De Wildschut";"5126CK";"GILZE";"0784";"Gilze en Rijen";"Noord-Brabant";"Bo";"Openbaar";"40971";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"16"
"20241001";"20250904";"06CX";"00";"OBS De Bogerd";"5328GW";"ROSSUM GLD";"0263";"Maasdriel";"Gelderland";"Bo";"Openbaar";"41633";"0";"0";"<5";"<5";"<5";"<5";"0";"6";"0";"13";"6";"0"
"20241001";"20250904";"06CY";"00";"Basisschool De Kijckert";"2291LC";"WATERINGEN";"1783";"Westland";"Zuid-Holland";"Bo";"Openbaar";"41455";"0";"0";"0";"<5";"<5";"7";"7";"10";"<5";"11";"10";"0"
"20241001";"20250904";"06CZ";"00";"Basisschool De Baayaert";"4724DS";"WOUW";"1674";"Roosendaal";"Noord-Brabant";"Bo";"Openbaar";"41471";"0";"0";"0";"<5";"<5";"<5";"<5";"5";"6";"<5";"8";"0"
"20241001";"20250904";"06DE";"00";"Basisschool 'T Wold";"3891CB";"ZEEWOLDE";"0050";"Zeewolde";"Flevoland";"Bo";"Openbaar";"41813";"<5";"<5";"0";"<5";"<5";"5";"<5";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"06DG";"00";"Obs De Noordkaap";"9682PB";"OOSTWOLD GEM OLDAMBT";"1895";"Oldambt";"Groningen";"Bo";"Openbaar";"41613";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"06DJ";"00";"Het Startblok";"3255BN";"OUDE-TONGE";"1924";"Goeree-Overflakkee";"Zuid-Holland";"Bo";"Openbaar";"41502";"0";"0";"<5";"0";"<5";"0";"<5";"6";"<5";"<5";"<5";"0"
"20241001";"20250904";"06DM";"00";"RK Bs De Berckacker";"5508DJ";"VELDHOVEN";"0861";"Veldhoven";"Noord-Brabant";"Bo";"Rooms-Katholiek";"77338";"0";"0";"<5";"0";"<5";"0";"<5";"9";"6";"<5";"6";"0"
"20241001";"20250904";"06DN";"00";"Ned Herv Basissch Bethel";"2742TP";"WADDINXVEEN";"0627";"Waddinxveen";"Zuid-Holland";"Bo";"Reformatorisch";"20243";"0";"0";"0";"0";"7";"0";"5";"<5";"13";"0";"19";"0"
"20241001";"20250904";"06DO";"00";"Pieter v d Plas School";"2291SE";"WATERINGEN";"1783";"Westland";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41454";"0";"0";"0";"<5";"<5";"6";"5";"9";"6";"13";"12";"0"
"20241001";"20250904";"06DV";"00";"Chr Basisschool De Bron";"8091TT";"WEZEP";"0269";"Oldebroek";"Gelderland";"Bo";"Protestants-Christelijk";"41473";"0";"<5";"0";"6";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"06DW";"00";"Basisschool De Kiem";"5384HL";"HEESCH";"1721";"Bernheze";"Noord-Brabant";"Bo";"Rooms-Katholiek";"41228";"0";"<5";"<5";"0";"<5";"<5";"<5";"0";"<5";"<5";"<5";"0"
"20241001";"20250904";"06DX";"00";"Basisschool Ichthus";"1396KJ";"BAAMBRUGGE";"0736";"De Ronde Venen";"Utrecht";"Bo";"Protestants-Christelijk";"41138";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"06DY";"00";"Rehobothschool";"3705PE";"ZEIST";"0355";"Zeist";"Utrecht";"Bo";"Reformatorisch";"41534";"0";"0";"0";"0";"0";"<5";"<5";"0";"5";"5";"<5";"0"
"20241001";"20250904";"06DZ";"00";"IKC de Kerneel";"6031HR";"NEDERWEERT";"0946";"Nederweert";"Limburg";"Bo";"Rooms-Katholiek";"50819";"0";"0";"<5";"<5";"<5";"<5";"9";"<5";"<5";"<5";"8";"0"
"20241001";"20250904";"06EA";"00";"DS J Bogermansch";"4307BR";"OOSTERLAND";"1676";"Schouwen-Duiveland";"Zeeland";"Bo";"Reformatorisch";"23545";"0";"0";"<5";"0";"<5";"0";"5";"0";"<5";"<5";"<5";"0"
"20241001";"20250904";"06EB";"00";"Basisschool Rehoboth";"9744CL";"GRONINGEN";"0014";"Groningen";"Groningen";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"06EC";"00";"Basisschool De Princenhof";"8931EG";"LEEUWARDEN";"0080";"Leeuwarden";"Friesland";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"0";"<5";"0";"<5";"0";"<5";"0";"7";"<5";"7";"0"
"20241001";"20250904";"06ED";"00";"Basisschool De Wegwijzer";"4451AK";"HEINKENSZAND";"0654";"Borsele";"Zeeland";"Bo";"Protestants-Christelijk";"41582";"0";"<5";"0";"0";"<5";"<5";"<5";"6";"<5";"<5";"<5";"0"
"20241001";"20250904";"06EE";"00";"H Faukelius Basisschool";"4333EK";"MIDDELBURG";"0687";"Middelburg";"Zeeland";"Bo";"Reformatorisch";"42724";"0";"0";"<5";"5";"<5";"0";"5";"0";"<5";"8";"<5";"0"
"20241001";"20250904";"06EF";"00";"CBS De Spoorzoeker";"8091TT";"WEZEP";"0269";"Oldebroek";"Gelderland";"Bo";"Protestants-Christelijk";"23948";"0";"0";"0";"<5";"<5";"5";"0";"13";"5";"7";"5";"0"
"20241001";"20250904";"06EH";"00";"Basisschool De Biekorf";"4931BD";"GEERTRUIDENBERG";"0779";"Geertruidenberg";"Noord-Brabant";"Bo";"Algemeen bijzonder";"41978";"0";"0";"<5";"<5";"0";"7";"<5";"17";"<5";"12";"<5";"0"
"20241001";"20250904";"06EI";"00";"Chr Basisschool De Brug";"5165CA";"WASPIK";"0867";"Waalwijk";"Noord-Brabant";"Bo";"Protestants-Christelijk";"24065";"0";"0";"0";"0";"<5";"<5";"<5";"0";"<5";"0";"5";"0"
"20241001";"20250904";"06EJ";"00";"Koningsschool";"5146GA";"WAALWIJK";"0867";"Waalwijk";"Noord-Brabant";"Bo";"Protestants-Christelijk";"59282";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"7";"5";"9";"0"
"20241001";"20250904";"06EK";"00";"Basisschool Het Prisma";"9982BC";"UITHUIZERMEEDEN";"1966";"Het Hogeland";"Groningen";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"0";"0";"<5";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"06EL";"00";"Chr. KC De Ark";"8375BJ";"OLDEMARKT";"1708";"Steenwijkerland";"Overijssel";"Bo";"Protestants-Christelijk";"41270";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"0";"<5"
"20241001";"20250904";"06EM";"00";"Basisschool Eben Haezer";"8326BA";"SINT JANSKLOOSTER";"1708";"Steenwijkerland";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41632";"0";"0";"<5";"0";"<5";"0";"<5";"<5";"0";"<5";"<5";"0"
"20241001";"20250904";"06EN";"00";"Basisschool Het Baken";"9934JN";"DELFZIJL";"1979";"Eemsdelta";"Groningen";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"0";"0";"0";"<5";"0";"0";"0";"<5";"<5";"<5";"0"
"20241001";"20250904";"06EO";"00";"Basisschool De Parel";"9408AM";"ASSEN";"0106";"Assen";"Drenthe";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"11";"<5";"<5";"0"
"20241001";"20250904";"06EP";"00";"IKC Kornalijn";"7941HN";"MEPPEL";"0119";"Meppel";"Drenthe";"Bo";"Gereformeerd vrijgemaakt";"41632";"0";"<5";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"06EQ";"00";"Willem van Oranjeschool";"5306BN";"BRAKEL";"0297";"Zaltbommel";"Gelderland";"Bo";"Protestants-Christelijk";"42658";"0";"0";"<5";"<5";"0";"<5";"<5";"5";"5";"<5";"<5";"0"
"20241001";"20250904";"06ES";"00";"Eben Haezerschool";"2582CH";"'S-GRAVENHAGE";"0518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Reformatorisch";"42570";"0";"0";"0";"<5";"0";"0";"<5";"<5";"<5";"<5";"8";"0"
"20241001";"20250904";"06ET";"00";"Eben Haezerschool";"2691ZC";"'S-GRAVENZANDE";"1783";"Westland";"Zuid-Holland";"Bo";"Reformatorisch";"42570";"0";"0";"0";"<5";"0";"0";"<5";"<5";"<5";"<5";"5";"0"
"20241001";"20250904";"06EY";"00";"Basisschool de Lichtkring";"9471RM";"ZUIDLAREN";"1730";"Tynaarlo";"Drenthe";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"0";"0";"0";"0";"0";"<5";"<5";"<5";"0";"7";"0"
"20241001";"20250904";"06FA";"00";"Jacobus Koelmanschool";"2925VH";"KRIMPEN AAN DEN IJSSEL";"0542";"Krimpen aan den IJssel";"Zuid-Holland";"Bo";"Reformatorisch";"25196";"0";"<5";"0";"0";"<5";"<5";"<5";"<5";"<5";"5";"<5";"0"
"20241001";"20250904";"06FB";"00";"De Wegwijzer";"4161AR";"HEUKELUM";"1960";"West Betuwe";"Gelderland";"Bo";"Protestants-Christelijk";"41396";"0";"0";"0";"<5";"0";"0";"0";"<5";"<5";"<5";"<5";"0"
"20241001";"20250904";"06FF";"00";"Basissch De Sleutelbloem";"1947ZB";"BEVERWIJK";"0375";"Beverwijk";"Noord-Holland";"Bo";"Rooms-Katholiek";"26158";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
