"PEILDATUM_LEERLINGEN";"PRIKDATUM_ADVIEZEN";"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM_VESTIGING";"POSTCODE_VESTIGING";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM";"PROVINCIE";"SOORT_PO";"DENOMINATIE_VESTIGING";"BEVOEGD_GEZAG_NUMMER";"VSO";"PRO";"VMBO_B";"VMBO_B_K";"VMBO_K";"VMBO_K_GT";"VMBO_GT";"VMBO_GT_HAVO";"HAVO";"HAVO_VWO";"VWO";"ADVIES_NIET_MOGELIJK"
"20221001";"20230501";"02RS";"00";"SBO De Blinker";"6166XM";"GELEEN";"1883";"Sittard-Geleen";"Limburg";"Sbo";"Algemeen bijzonder";"83280";"0";"30";"18";"0";"6";"<5";"<5";"0";"<5";"0";"0";"<5"
"20221001";"20230501";"02RT";"00";"KC SBO Petrus Donders";"5421HB";"GEMERT";"1652";"Gemert-Bakel";"Noord-Brabant";"Sbo";"Rooms-Katholiek";"32580";"5";"15";"8";"0";"11";"0";"0";"0";"0";"0";"0";"0"
"20221001";"20230501";"02RU";"00";"SBO";"6591DM";"GENNEP";"907";"Gennep";"Limburg";"Sbo";"Rooms-Katholiek";"37663";"7";"11";"6";"<5";"0";"<5";"<5";"0";"<5";"0";"0";"0"
"20221001";"20230501";"02SG";"00";"SBO De Toermalijn";"5702PW";"HELMOND";"794";"Helmond";"Noord-Brabant";"Sbo";"Rooms-Katholiek";"30240";"5";"9";"16";"0";"<5";"0";"<5";"<5";"0";"0";"0";"0"
"20221001";"20230501";"02SO";"00";"Don Boscoschool";"2162VW";"LISSE";"553";"Lisse";"Zuid-Holland";"Sbo";"Rooms-Katholiek";"41008";"0";"<5";"15";"<5";"<5";"0";"<5";"0";"0";"0";"0";"0"
"20221001";"20230501";"02TL";"00";"De Dolfijn";"1422WX";"UITHOORN";"451";"Uithoorn";"Noord-Holland";"Sbo";"Rooms-Katholiek";"41008";"0";"20";"11";"0";"<5";"0";"<5";"<5";"<5";"0";"<5";"<5"
"20221001";"20230501";"02WC";"00";"Nieuw Hessen";"7121MG";"AALTEN";"197";"Aalten";"Gelderland";"Sbo";"Protestants-Christelijk";"41787";"<5";"8";"<5";"<5";"<5";"0";"<5";"0";"<5";"0";"0";"0"
"20221001";"20230501";"02WR";"00";"SSBO Fiducia";"9728CR";"GRONINGEN";"14";"Groningen";"Groningen";"Sbo";"Protestants-Christelijk";"40851";"12";"22";"9";"<5";"0";"0";"<5";"0";"0";"0";"0";"0"
"20221001";"20230501";"02WU";"00";"Chr SSBO De Springplank";"3844DH";"HARDERWIJK";"243";"Harderwijk";"Gelderland";"Sbo";"Protestants-Christelijk";"41671";"<5";"27";"18";"<5";"0";"0";"0";"0";"0";"<5";"0";"0"
"20221001";"20230501";"02WW";"00";"De Klimboom";"2134SB";"HOOFDDORP";"394";"Haarlemmermeer";"Noord-Holland";"Sbo";"Algemeen bijzonder";"41008";"0";"<5";"5";"<5";"<5";"0";"0";"<5";"0";"0";"<5";"0"
"20221001";"20230501";"02WY";"00";"SBO Prisma";"8264PB";"KAMPEN";"166";"Kampen";"Overijssel";"Sbo";"Protestants-Christelijk";"86971";"<5";"7";"<5";"0";"<5";"0";"0";"0";"0";"0";"0";"0"
"20221001";"20230501";"02WZ";"00";"SBO Het Palet";"4791JL";"KLUNDERT";"1709";"Moerdijk";"Noord-Brabant";"Sbo";"Protestants-Christelijk";"41782";"<5";"6";"14";"<5";"<5";"<5";"<5";"<5";"0";"0";"0";"0"
"20221001";"20230501";"02XG";"00";"SSBO Mozaik";"5061TB";"OISTERWIJK";"824";"Oisterwijk";"Noord-Brabant";"Sbo";"Rooms-Katholiek";"40947";"<5";"<5";"6";"0";"5";"<5";"<5";"0";"0";"0";"<5";"0"
"20221001";"20230501";"02YE";"00";"SSBO De Brug";"8019BR";"ZWOLLE";"193";"Zwolle";"Overijssel";"Sbo";"Protestants-Christelijk";"40934";"0";"13";"7";"<5";"<5";"0";"<5";"0";"0";"0";"0";"0"
"20221001";"20230501";"02ZF";"00";"obs De Vlindertuin";"4233HG";"AMEIDE";"1961";"Vijfheerenlanden";"Utrecht";"Bo";"Openbaar";"41638";"0";"0";"0";"0";"<5";"0";"7";"0";"<5";"<5";"<5";"0"
"20221001";"20230501";"02ZW";"00";"GBS 't Schrijvertje";"7322CL";"APELDOORN";"200";"Apeldoorn";"Gelderland";"Bo";"Gereformeerd vrijgemaakt";"40945";"0";"<5";"0";"<5";"0";"0";"<5";"8";"<5";"5";"10";"0"
"20221001";"20230501";"02ZY";"00";"De Wingerd";"4464JA";"GOES";"664";"Goes";"Zeeland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"0";"0";"0";"0";"0";"5";"<5";"5";"7";"13";"0"
"20221001";"20230501";"03AF";"00";"CSBO Bergkristal";"3037GM";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Sbo";"Protestants-Christelijk";"74531";"0";"10";"8";"0";"<5";"0";"<5";"0";"0";"0";"0";"0"
"20221001";"20230501";"03AG";"00";"PC Basissch De Hoeksteen";"1991ET";"VELSERBROEK";"453";"Velsen";"Noord-Holland";"Bo";"Protestants-Christelijk";"26158";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"5";"15";"0"
"20221001";"20230501";"03AH";"00";"Venlose Montessorischool";"5914SH";"VENLO";"983";"Venlo";"Limburg";"Bo";"Algemeen bijzonder";"41167";"0";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"0"
"20221001";"20230501";"03AI";"00";"De Kleine Prins";"7007BK";"DOETINCHEM";"222";"Doetinchem";"Gelderland";"Bo";"Antroposofisch";"77456";"0";"0";"0";"0";"0";"0";"<5";"<5";"<5";"0";"<5";"0"
"20221001";"20230501";"03AN";"00";"Basisschool Azelo";"7495TW";"AMBT DELDEN";"1735";"Hof van Twente";"Overijssel";"Bo";"Openbaar";"41785";"0";"0";"0";"0";"0";"0";"<5";"0";"<5";"0";"<5";"0"
"20221001";"20230501";"03AP";"00";"Basisschool De Belhamel";"5551EG";"VALKENSWAARD";"858";"Valkenswaard";"Noord-Brabant";"Bo";"Openbaar";"41662";"0";"0";"0";"0";"<5";"0";"<5";"<5";"5";"<5";"<5";"<5"
"20221001";"20230501";"03AZ";"00";"De Rank";"1817HJ";"ALKMAAR";"361";"Alkmaar";"Noord-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"0";"0";"<5";"<5";"<5";"<5";"5";"0";"<5";"<5";"0"
"20221001";"20230501";"03BA";"00";"Jan V Rijckenborghschool";"1222SX";"HILVERSUM";"402";"Hilversum";"Noord-Holland";"Bo";"Algemeen bijzonder";"41493";"0";"0";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"0";"0"
"20221001";"20230501";"03BI";"00";"SSBO Eliezer";"8043PD";"ZWOLLE";"193";"Zwolle";"Overijssel";"Sbo";"Reformatorisch";"30117";"0";"12";"8";"<5";"<5";"0";"0";"0";"0";"0";"0";"0"
"20221001";"20230501";"03BR";"00";"Basisschool De Kring";"6191PD";"BEEK LB";"888";"Beek";"Limburg";"Bo";"Openbaar";"83280";"0";"<5";"0";"<5";"<5";"0";"5";"<5";"0";"<5";"<5";"0"
"20221001";"20230501";"03BS";"00";"OBS Dr M L Kingschool";"7591XJ";"DENEKAMP";"1774";"Dinkelland";"Overijssel";"Bo";"Openbaar";"41565";"0";"0";"0";"<5";"0";"<5";"9";"5";"<5";"<5";"<5";"0"
"20221001";"20230501";"03BT";"00";"OBS Prinses Irene";"7783BM";"GRAMSBERGEN";"160";"Hardenberg";"Overijssel";"Bo";"Openbaar";"41630";"0";"0";"<5";"0";"<5";"<5";"0";"<5";"0";"<5";"0";"0"
"20221001";"20230501";"03BV";"00";"De Trumakkers";"5591NG";"HEEZE";"1658";"Heeze-Leende";"Noord-Brabant";"Bo";"Openbaar";"41662";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"03BX";"00";"OBS De Hobbitstee";"3417WD";"MONTFOORT";"335";"Montfoort";"Utrecht";"Bo";"Openbaar";"41401";"0";"0";"<5";"<5";"<5";"<5";"<5";"0";"0";"<5";"6";"0"
"20221001";"20230501";"03BY";"00";"OBS De Wijzer";"6658ZZ";"BENEDEN-LEEUWEN";"668";"West Maas en Waal";"Gelderland";"Bo";"Openbaar";"41340";"0";"0";"0";"<5";"<5";"<5";"7";"5";"8";"6";"<5";"<5"
"20221001";"20230501";"03CG";"00";"De Fakkel";"2152KL";"NIEUW-VENNEP";"394";"Haarlemmermeer";"Noord-Holland";"Sbo";"Algemeen bijzonder";"41008";"<5";"8";"8";"7";"6";"<5";"<5";"<5";"0";"0";"0";"<5"
"20221001";"20230501";"03CJ";"00";"Montessorischool";"4462EK";"GOES";"664";"Goes";"Zeeland";"Bo";"Algemeen bijzonder";"77533";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"0";"5";"<5";"0"
"20221001";"20230501";"03CL";"00";"Lubertischool";"1796AH";"DE KOOG";"448";"Texel";"Noord-Holland";"Bo";"Algemeen bijzonder";"79874";"0";"0";"0";"0";"<5";"0";"<5";"0";"<5";"<5";"<5";"0"
"20221001";"20230501";"03CO";"00";"GBS De Wegwijzer";"8331MZ";"STEENWIJK";"1708";"Steenwijkerland";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41632";"0";"0";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"03CT";"00";"De Golfslag";"4357EN";"DOMBURG";"717";"Veere";"Zeeland";"Bo";"Openbaar";"42610";"0";"0";"<5";"0";"0";"<5";"<5";"0";"5";"0";"6";"0"
"20221001";"20230501";"03CV";"00";"De Zwerm";"1744KJ";"SINT MAARTEN";"441";"Schagen";"Noord-Holland";"Bo";"Openbaar";"41438";"0";"0";"0";"0";"<5";"0";"<5";"<5";"0";"<5";"0";"0"
"20221001";"20230501";"03DF";"00";"OBS Kromme Akkers";"9893PD";"GARNWERD";"1969";"Westerkwartier";"Groningen";"Bo";"Openbaar";"13683";"0";"0";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"7";"0"
"20221001";"20230501";"03DG";"00";"OBS Klinkenborg";"9995PM";"KANTENS";"1966";"Het Hogeland";"Groningen";"Bo";"Openbaar";"13683";"0";"0";"0";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"0"
"20221001";"20230501";"03DH";"00";"OJBS De Omnibus";"5991PX";"BAARLO LB";"1894";"Peel en Maas";"Limburg";"Bo";"Openbaar";"41398";"0";"0";"0";"<5";"<5";"10";"0";"<5";"<5";"5";"6";"<5"
"20221001";"20230501";"03DJ";"00";"Basisschool De Jutter";"8899BD";"VLIELAND";"96";"Vlieland";"Friesland";"Bo";"Openbaar";"13603";"0";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"03DK";"00";"obs De Dorpsschool";"7251BC";"VORDEN";"1876";"Bronckhorst";"Gelderland";"Bo";"Openbaar";"41371";"0";"<5";"<5";"0";"5";"<5";"<5";"5";"<5";"<5";"<5";"<5"
"20221001";"20230501";"03DV";"00";"OBS Prins Claus";"3461GH";"LINSCHOTEN";"335";"Montfoort";"Utrecht";"Bo";"Openbaar";"41401";"0";"0";"0";"<5";"0";"5";"0";"<5";"<5";"5";"7";"0"
"20221001";"20230501";"03DW";"00";"Obs Houwingaham";"9693BG";"BAD NIEUWESCHANS";"1895";"Oldambt";"Groningen";"Bo";"Openbaar";"41613";"0";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"0"
"20221001";"20230501";"03DX";"00";"Jan Prins";"3011GM";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"0";"<5";"<5";"5";"<5";"<5";"<5";"<5";"5";"10";"0"
"20221001";"20230501";"03EE";"00";"De Wereldboom";"4561KZ";"HULST";"677";"Hulst";"Zeeland";"Bo";"Openbaar";"40803";"0";"<5";"0";"<5";"0";"<5";"5";"<5";"5";"<5";"<5";"0"
"20221001";"20230501";"03EH";"00";"De Wereldweide";"8091VK";"WEZEP";"269";"Oldebroek";"Gelderland";"Bo";"Openbaar";"41345";"0";"0";"0";"0";"0";"0";"<5";"<5";"<5";"0";"<5";"0"
"20221001";"20230501";"03EI";"00";"OBS Usquert";"9988SC";"USQUERT";"1966";"Het Hogeland";"Groningen";"Bo";"Openbaar";"13683";"0";"0";"<5";"0";"0";"<5";"0";"0";"<5";"<5";"<5";"0"
"20221001";"20230501";"03EJ";"00";"De Smeltkroes";"7852TJ";"WEZUP";"109";"Coevorden";"Drenthe";"Bo";"Openbaar";"41630";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6"
"20221001";"20230501";"03ES";"00";"OBS De Rijnschans";"2396XD";"KOUDEKERK AAN DEN RIJN";"484";"Alphen aan den Rijn";"Zuid-Holland";"Bo";"Openbaar";"28601";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"<5";"5";"0"
"20221001";"20230501";"03EU";"00";"basisschool Omnia";"2631PT";"NOOTDORP";"1926";"Pijnacker-Nootdorp";"Zuid-Holland";"Bo";"Openbaar";"41488";"0";"0";"<5";"<5";"<5";"6";"7";"<5";"<5";"10";"10";"0"
"20221001";"20230501";"03EV";"00";"OBS De Klimop";"5541GH";"REUSEL";"1667";"Reusel-De Mierden";"Noord-Brabant";"Bo";"Openbaar";"41662";"0";"0";"<5";"0";"5";"0";"11";"0";"6";"<5";"<5";"0"
"20221001";"20230501";"03FH";"00";"De Schutse";"3155BM";"MAASLAND";"1842";"Midden-Delfland";"Zuid-Holland";"Bo";"Openbaar";"41455";"0";"0";"0";"0";"<5";"0";"<5";"<5";"0";"<5";"<5";"0"
"20221001";"20230501";"03FJ";"00";"Openbare Bs De Sterrenboom";"2821SB";"STOLWIJK";"1931";"Krimpenerwaard";"Zuid-Holland";"Bo";"Openbaar";"41401";"0";"0";"<5";"0";"<5";"<5";"11";"5";"9";"<5";"<5";"0"
"20221001";"20230501";"03FS";"00";"Basisschool Hartenaas";"5361HT";"GRAVE";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Openbaar";"41443";"0";"0";"<5";"<5";"<5";"<5";"<5";"7";"<5";"<5";"<5";"0"
"20221001";"20230501";"03FT";"00";"Openbare Basisschool De Borgh";"9801AM";"ZUIDHORN";"1969";"Westerkwartier";"Groningen";"Bo";"Openbaar";"41571";"0";"0";"<5";"5";"<5";"<5";"5";"<5";"7";"6";"15";"0"
"20221001";"20230501";"03FU";"00";"Arembergschool";"8064CD";"ZWARTSLUIS";"1896";"Zwartewaterland";"Overijssel";"Bo";"Openbaar";"41816";"0";"0";"<5";"<5";"<5";"6";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"03GD";"00";"De Lelie";"3465KE";"DRIEBRUGGEN";"1901";"Bodegraven-Reeuwijk";"Zuid-Holland";"Bo";"Reformatorisch";"41534";"0";"0";"0";"0";"<5";"0";"<5";"0";"9";"0";"8";"0"
"20221001";"20230501";"03GE";"00";"Prinses Margriet School";"3028HW";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Bo";"Protestants-Christelijk";"74531";"0";"<5";"5";"<5";"<5";"<5";"17";"<5";"8";"<5";"7";"0"
"20221001";"20230501";"03GJ";"00";"De Poeljeugd";"4472AT";"'S-HEER HENDRIKSKINDEREN";"664";"Goes";"Zeeland";"Bo";"Protestants-Christelijk";"41582";"0";"0";"0";"<5";"0";"0";"<5";"<5";"<5";"5";"<5";"0"
"20221001";"20230501";"03GL";"00";"De Wegwijzer";"5361AX";"GRAVE";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Protestants-Christelijk";"48348";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"<5";"0"
"20221001";"20230501";"03GP";"00";"Christelijke Basisschool Delph";"4631NM";"HOOGERHEIDE";"873";"Woensdrecht";"Noord-Brabant";"Bo";"Protestants-Christelijk";"40517";"0";"0";"0";"0";"<5";"0";"0";"0";"0";"0";"<5";"0"
"20221001";"20230501";"03GR";"00";"Het Mozaiek";"7913RE";"HOLLANDSCHEVELD";"118";"Hoogeveen";"Drenthe";"Bo";"Protestants-Christelijk";"40655";"0";"0";"<5";"<5";"<5";"5";"0";"<5";"<5";"6";"<5";"0"
"20221001";"20230501";"03GR";"01";"Het Mozaiek";"7913TR";"HOLLANDSCHEVELD";"118";"Hoogeveen";"Drenthe";"Bo";"Protestants-Christelijk";"40655";"<5";"<5";"<5";"0";"<5";"<5";"0";"<5";"<5";"0";"0";"<5"
"20221001";"20230501";"03GT";"00";"Chr Basissch De Foareker";"8734GL";"EASTEREIN";"1900";"SÂ·dwest-FryslÃn";"Friesland";"Bo";"Protestants-Christelijk";"42604";"0";"<5";"0";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"0"
"20221001";"20230501";"03GW";"00";"KC de Loft";"6133WZ";"SITTARD";"1883";"Sittard-Geleen";"Limburg";"Bo";"Protestants-Christelijk";"83280";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"0";"<5";"0"
"20221001";"20230501";"03HA";"00";"RK Basisschool Emmaus";"5384BV";"HEESCH";"1721";"Bernheze";"Noord-Brabant";"Bo";"Rooms-Katholiek";"41228";"0";"<5";"0";"5";"5";"12";"10";"10";"12";"8";"16";"0"
"20221001";"20230501";"03HB";"00";"Koelmanschool";"4461RH";"GOES";"664";"Goes";"Zeeland";"Bo";"Reformatorisch";"42724";"0";"0";"0";"0";"<5";"<5";"10";"<5";"<5";"9";"<5";"0"
"20221001";"20230501";"03HC";"00";"Christelijke Basisschool";"5313AP";"NIEUWAAL";"297";"Zaltbommel";"Gelderland";"Bo";"Protestants-Christelijk";"76715";"0";"0";"<5";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"03HD";"00";"Basisschool De Lisbloem";"2163AJ";"LISSE";"553";"Lisse";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40967";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"7";"<5";"0";"0"
"20221001";"20230501";"03HE";"00";"Basisschool De Akker";"2161HB";"LISSE";"553";"Lisse";"Zuid-Holland";"Bo";"Reformatorisch";"22765";"0";"0";"0";"<5";"<5";"0";"14";"<5";"10";"<5";"<5";"0"
"20221001";"20230501";"03HF";"00";"Bs De Draaiende Wieken";"6061EL";"POSTERHOLT";"1669";"Roerdalen";"Limburg";"Bo";"Rooms-Katholiek";"41506";"0";"0";"0";"0";"5";"<5";"7";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"03HG";"00";"Basisschool De Bongerd";"6031TZ";"NEDERWEERT";"946";"Nederweert";"Limburg";"Bo";"Rooms-Katholiek";"50819";"0";"0";"0";"0";"<5";"0";"<5";"<5";"5";"0";"<5";"0"
"20221001";"20230501";"03HH";"00";"De Parel";"2651CP";"BERKEL EN RODENRIJS";"1621";"Lansingerland";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"0";"0";"<5";"<5";"0";"<5";"<5";"6";"0";"<5";"0"
"20221001";"20230501";"03HI";"00";"Het Christal";"3135PS";"VLAARDINGEN";"622";"Vlaardingen";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"0";"0";"0";"0";"<5";"0";"<5";"5";"0";"<5";"0"
"20221001";"20230501";"03HK";"00";"Basissch Guido De Bres";"7731ZL";"OMMEN";"175";"Ommen";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41624";"0";"0";"<5";"0";"7";"0";"6";"<5";"<5";"5";"7";"0"
"20221001";"20230501";"03HL";"00";"BS De Zjwiek";"6088EH";"ROGGEL";"1640";"Leudal";"Limburg";"Bo";"Rooms-Katholiek";"23961";"0";"<5";"<5";"0";"<5";"<5";"<5";"6";"<5";"<5";"<5";"0"
"20221001";"20230501";"03HM";"00";"De Vuursteen";"7721BN";"DALFSEN";"148";"Dalfsen";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41632";"0";"0";"<5";"0";"<5";"<5";"<5";"7";"0";"5";"<5";"0"
"20221001";"20230501";"03HO";"00";"Klim-op - school met de Bijbel";"9991BN";"MIDDELSTUM";"1979";"Eemsdelta";"Groningen";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"0";"0";"0";"<5";"0";"0";"0";"<5";"<5";"<5";"0"
"20221001";"20230501";"03HP";"00";"Rehoboth";"8281ZC";"GENEMUIDEN";"1896";"Zwartewaterland";"Overijssel";"Bo";"Reformatorisch";"24195";"0";"0";"<5";"<5";"<5";"<5";"0";"8";"<5";"7";"<5";"0"
"20221001";"20230501";"03HQ";"00";"GBS de Levensboom";"7954GC";"ROUVEEN";"180";"Staphorst";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41632";"0";"0";"7";"0";"<5";"<5";"<5";"5";"<5";"<5";"<5";"0"
"20221001";"20230501";"03HR";"00";"De Cirkel - sch. met de Bijbel";"9402AR";"ASSEN";"106";"Assen";"Drenthe";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"<5";"<5";"0";"<5";"<5";"6";"<5";"8";"0";"11";"0"
"20221001";"20230501";"03HS";"00";"Basisschool Oranje Nassau";"9288BA";"KOOTSTERTILLE";"59";"Achtkarspelen";"Friesland";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"<5";"0";"0";"<5";"0";"0";"<5";"<5";"<5";"<5";"<5"
"20221001";"20230501";"03HT";"00";"de Bloeiwijzer";"1183JM";"AMSTELVEEN";"362";"Amstelveen";"Noord-Holland";"Sbo";"Openbaar";"41580";"0";"<5";"11";"<5";"6";"<5";"5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"03HU";"00";"Rehobothschool";"3774DA";"KOOTWIJKERBROEK";"203";"Barneveld";"Gelderland";"Bo";"Reformatorisch";"24481";"0";"<5";"10";"5";"17";"<5";"10";"7";"8";"7";"6";"0"
"20221001";"20230501";"03HV";"00";"De Triangel Capelle";"2906VK";"CAPELLE AAN DEN IJSSEL";"502";"Capelle aan den IJssel";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"6";"0"
"20221001";"20230501";"03HV";"01";"De Triangel (Het Mozaïek)";"2925BX";"KRIMPEN AAN DEN IJSSEL";"542";"Krimpen aan den IJssel";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"0";"<5";"<5";"<5";"<5";"<5";"5";"<5";"<5";"5";"0"
"20221001";"20230501";"03HY";"00";"Chr Basissch Eben Haezer";"4043MA";"OPHEUSDEN";"1740";"Neder-Betuwe";"Gelderland";"Bo";"Reformatorisch";"24715";"0";"0";"7";"<5";"9";"5";"5";"9";"14";"<5";"9";"0"
"20221001";"20230501";"03HZ";"00";"Ds Derksenschool";"4119LX";"RAVENSWAAIJ";"214";"Buren";"Gelderland";"Bo";"Protestants-Christelijk";"41424";"0";"0";"0";"0";"0";"<5";"0";"<5";"0";"0";"<5";"0"
"20221001";"20230501";"03IA";"00";"Graaf Jan van Nassau Sch";"4386AK";"VLISSINGEN";"718";"Vlissingen";"Zeeland";"Bo";"Reformatorisch";"42724";"0";"0";"0";"0";"0";"0";"5";"<5";"6";"0";"7";"0"
"20221001";"20230501";"03IB";"00";"Chr Basisschool De Reinbôge";"8765LM";"TJERKWERD";"1900";"SÂ·dwest-FryslÃn";"Friesland";"Bo";"Protestants-Christelijk";"42604";"0";"0";"0";"0";"0";"0";"<5";"0";"0";"0";"<5";"0"
"20221001";"20230501";"03IC";"00";"IKC Magenta";"7491AK";"DELDEN";"1735";"Hof van Twente";"Overijssel";"Bo";"Algemeen bijzonder";"27910";"0";"0";"5";"<5";"5";"0";"6";"<5";"8";"0";"6";"0"
"20221001";"20230501";"03IH";"00";"Kath Bs Montessorischool";"1401CS";"BUSSUM";"1942";"Gooise Meren";"Noord-Holland";"Bo";"Rooms-Katholiek";"25664";"0";"0";"0";"0";"0";"0";"<5";"<5";"9";"6";"19";"0"
"20221001";"20230501";"03IK";"00";"Basisschool Eben Haezer";"4691JZ";"THOLEN";"716";"Tholen";"Zeeland";"Bo";"Reformatorisch";"25833";"0";"0";"<5";"7";"0";"<5";"14";"<5";"14";"<5";"5";"0"
"20221001";"20230501";"03IV";"00";"Basisschool St Jozef";"5931CZ";"TEGELEN";"983";"Venlo";"Limburg";"Bo";"Rooms-Katholiek";"75597";"0";"0";"0";"<5";"0";"6";"0";"14";"<5";"<5";"9";"0"
"20221001";"20230501";"03IW";"00";"Chr Basissch Het Kompas";"4401HZ";"YERSEKE";"703";"Reimerswaal";"Zeeland";"Bo";"Protestants-Christelijk";"41582";"<5";"0";"<5";"<5";"<5";"<5";"<5";"6";"<5";"5";"7";"<5"
"20221001";"20230501";"03IX";"00";"Basisschool Valkenheuvel";"3972XL";"DRIEBERGEN-RIJSENBURG";"1581";"Utrechtse Heuvelrug";"Utrecht";"Bo";"Rooms-Katholiek";"69447";"0";"0";"0";"0";"0";"<5";"<5";"<5";"0";"0";"5";"0"
"20221001";"20230501";"03IY";"00";"Basisschool Jf Kennedy";"6216ED";"MAASTRICHT";"935";"Maastricht";"Limburg";"Bo";"Rooms-Katholiek";"41373";"<5";"0";"<5";"0";"8";"6";"13";"9";"9";"5";"12";"0"
"20221001";"20230501";"03IZ";"00";"Basisschool St Vitus";"5855AD";"WELL L";"893";"Bergen (L.)";"Limburg";"Bo";"Rooms-Katholiek";"37663";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0";"0"
"20221001";"20230501";"03JB";"00";"Kindcentrum Platijn";"5684KE";"BEST";"753";"Best";"Noord-Brabant";"Bo";"Algemeen bijzonder";"26977";"0";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"5";"0"
"20221001";"20230501";"03JC";"00";"Kbs John F Kennedy";"4826KA";"BREDA";"758";"Breda";"Noord-Brabant";"Bo";"Rooms-Katholiek";"41407";"0";"<5";"<5";"5";"<5";"5";"5";"7";"5";"7";"<5";"0"
"20221001";"20230501";"03JD";"00";"GBS Pieter Jongeling";"6814CJ";"ARNHEM";"202";"Arnhem";"Gelderland";"Bo";"Gereformeerd vrijgemaakt";"40945";"0";"0";"<5";"0";"0";"0";"<5";"6";"5";"<5";"14";"0"
"20221001";"20230501";"03JE";"00";"Basisschool De Ark";"4131AR";"VIANEN UT";"1961";"Vijfheerenlanden";"Utrecht";"Bo";"Protestants-Christelijk";"41528";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0";"<5";"0"
"20221001";"20230501";"03JH";"00";"Kindcentrum Het IJzeren Kind";"5246GB";"ROSMALEN";"796";"'s-Hertogenbosch";"Noord-Brabant";"Bo";"Rooms-Katholiek";"74049";"0";"<5";"5";"<5";"<5";"7";"9";"<5";"12";"12";"12";"0"
"20221001";"20230501";"03JI";"00";"Rk Basisschool G Majella";"8171KC";"VAASSEN";"232";"Epe";"Gelderland";"Bo";"Rooms-Katholiek";"42818";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"0";"<5";"0";"0"
"20221001";"20230501";"03JL";"00";"Basissch Titus Brandsma";"6441JJ";"BRUNSSUM";"899";"Brunssum";"Limburg";"Bo";"Rooms-Katholiek";"41516";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"7";"0"
"20221001";"20230501";"03JP";"00";"Basisschool Talente";"4751CN";"OUD GASTEL";"1655";"Halderberge";"Noord-Brabant";"Bo";"Rooms-Katholiek";"31017";"0";"0";"<5";"5";"<5";"5";"<5";"6";"<5";"11";"6";"0"
