"PEILDATUM_LEERLINGEN";"PRIKDATUM_ADVIEZEN";"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM_VESTIGING";"POSTCODE_VESTIGING";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM";"PROVINCIE";"SOORT_PO";"DENOMINATIE_VESTIGING";"BEVOEGD_GEZAG_NUMMER";"VSO";"PRO";"VMBO_B";"VMBO_B_K";"VMBO_K";"VMBO_K_GT";"VMBO_GT";"VMBO_GT_HAVO";"HAVO";"HAVO_VWO";"VWO";"ADVIES_NIET_MOGELIJK"
"20221001";"20230501";"11VM";"00";"Immanuelschool";"8071DN";"NUNSPEET";"302";"Nunspeet";"Gelderland";"Bo";"Protestants-Christelijk";"24533";"0";"0";"<5";"<5";"0";"<5";"9";"0";"9";"<5";"7";"0"
"20221001";"20230501";"11VN";"00";"Kon Julianaschool";"3437KB";"NIEUWEGEIN";"356";"Nieuwegein";"Utrecht";"Bo";"Protestants-Christelijk";"41528";"0";"0";"<5";"<5";"0";"<5";"<5";"<5";"9";"6";"16";"0"
"20221001";"20230501";"11VO";"00";"Petrus Datheenschool";"3079SK";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Bo";"Reformatorisch";"24481";"0";"0";"<5";"0";"0";"0";"<5";"0";"<5";"5";"0";"0"
"20221001";"20230501";"11VP";"00";"Rk Bs de Wilgeroos";"1944TD";"BEVERWIJK";"375";"Beverwijk";"Noord-Holland";"Bo";"Rooms-Katholiek";"26158";"0";"0";"<5";"<5";"<5";"0";"<5";"8";"<5";"<5";"<5";"11"
"20221001";"20230501";"11VR";"00";"Basissch Den Hazennest";"5012HB";"TILBURG";"855";"Tilburg";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40971";"0";"0";"0";"<5";"6";"9";"10";"12";"10";"7";"13";"0"
"20221001";"20230501";"11VU";"00";"RK Basisschool De Cirkel";"2804LC";"GOUDA";"513";"Gouda";"Zuid-Holland";"Bo";"Rooms-Katholiek";"40765";"0";"0";"<5";"<5";"<5";"<5";"7";"<5";"8";"<5";"9";"0"
"20221001";"20230501";"11VV";"00";"De Baskuul";"1614LS";"LUTJEBROEK";"532";"Stede Broec";"Noord-Holland";"Bo";"Rooms-Katholiek";"28563";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"6";"<5";"0"
"20221001";"20230501";"11VZ";"00";"Kindcentrum Het Kompas";"9402CB";"ASSEN";"106";"Assen";"Drenthe";"Bo";"Protestants-Christelijk";"32073";"0";"0";"0";"<5";"5";"0";"5";"<5";"8";"<5";"<5";"0"
"20221001";"20230501";"11WB";"00";"KC Aventurijn";"5401AN";"UDEN";"1991";"Maashorst";"Noord-Brabant";"Bo";"Rooms-Katholiek";"32177";"<5";"<5";"<5";"0";"<5";"<5";"7";"<5";"6";"<5";"7";"0"
"20221001";"20230501";"11WC";"00";"KC De Dompelaar";"5424TS";"ELSENDORP";"1652";"Gemert-Bakel";"Noord-Brabant";"Bo";"Rooms-Katholiek";"32580";"0";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"0";"<5";"0"
"20221001";"20230501";"11WD";"00";"Het Baken II";"3904NT";"VEENENDAAL";"345";"Veenendaal";"Utrecht";"Bo";"Protestants-Christelijk";"41154";"0";"<5";"<5";"0";"<5";"<5";"8";"<5";"11";"7";"12";"0"
"20221001";"20230501";"11WI";"00";"Rk Bs Walter Gillijns";"7201GJ";"ZUTPHEN";"301";"Zutphen";"Gelderland";"Bo";"Rooms-Katholiek";"42616";"0";"0";"<5";"0";"<5";"0";"8";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"11WN";"00";"RK Basisschool De Windroos";"3641AT";"MIJDRECHT";"736";"De Ronde Venen";"Utrecht";"Bo";"Rooms-Katholiek";"41233";"0";"0";"<5";"<5";"<5";"<5";"<5";"5";"5";"5";"<5";"0"
"20221001";"20230501";"11WP";"00";"Kbs St Maerte";"4813GP";"BREDA";"758";"Breda";"Noord-Brabant";"Bo";"Rooms-Katholiek";"41407";"0";"0";"<5";"5";"<5";"<5";"10";"10";"9";"15";"6";"0"
"20221001";"20230501";"11WQ";"00";"PC Basissch Kastanjelaan";"2351ND";"LEIDERDORP";"547";"Leiderdorp";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41316";"0";"0";"0";"0";"<5";"0";"11";"5";"9";"11";"14";"0"
"20221001";"20230501";"11WU";"00";"Mariaschool";"7588RG";"BEUNINGEN OV";"168";"Losser";"Overijssel";"Bo";"Rooms-Katholiek";"75219";"0";"0";"0";"<5";"0";"0";"<5";"0";"<5";"0";"<5";"0"
"20221001";"20230501";"11WV";"00";"Onze Wereld";"1104NA";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Samenwerking PC, RK";"41716";"0";"<5";"0";"<5";"<5";"<5";"7";"8";"<5";"<5";"0";"0"
"20221001";"20230501";"11WZ";"00";"Dr. Picardtschool";"7742WJ";"COEVORDEN";"109";"Coevorden";"Drenthe";"Bo";"Protestants-Christelijk";"41052";"0";"0";"0";"0";"0";"0";"<5";"<5";"<5";"5";"<5";"0"
"20221001";"20230501";"11XA";"00";"Het Kompas";"2253VX";"VOORSCHOTEN";"626";"Voorschoten";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40540";"0";"0";"<5";"5";"<5";"6";"<5";"6";"6";"6";"12";"0"
"20221001";"20230501";"11XF";"00";"CBS het Anker";"9801AM";"ZUIDHORN";"1969";"Westerkwartier";"Groningen";"Bo";"Protestants-Christelijk";"41571";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"11";"9";"12";"0"
"20221001";"20230501";"11XH";"00";"CBS De Bernebrege";"9231JJ";"SURHUISTERVEEN";"59";"Achtkarspelen";"Friesland";"Bo";"Protestants-Christelijk";"41005";"0";"0";"<5";"0";"<5";"0";"10";"0";"9";"0";"0";"<5"
"20221001";"20230501";"11XI";"00";"Chr Basisschool de Ark";"7701KK";"DEDEMSVAART";"160";"Hardenberg";"Overijssel";"Bo";"Protestants-Christelijk";"40946";"0";"0";"<5";"5";"<5";"<5";"<5";"11";"<5";"<5";"10";"0"
"20221001";"20230501";"11XK";"00";"Koning Davidschool";"6711JD";"EDE GLD";"228";"Ede";"Gelderland";"Bo";"Rooms-Katholiek";"31237";"0";"0";"<5";"0";"6";"<5";"17";"5";"6";"9";"16";"0"
"20221001";"20230501";"11XL";"00";"Vincent van Goghschool";"4872XA";"ETTEN-LEUR";"777";"Etten-Leur";"Noord-Brabant";"Bo";"Protestants-Christelijk";"41001";"0";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"10";"9";"0"
"20221001";"20230501";"11XM";"00";"De Brug";"7891PR";"KLAZIENAVEEN";"114";"Emmen";"Drenthe";"Bo";"Protestants-Christelijk";"41551";"0";"0";"10";"<5";"<5";"<5";"0";"<5";"<5";"5";"0";"0"
"20221001";"20230501";"11XQ";"00";"RK Basissch St Martinus";"5551AV";"VALKENSWAARD";"858";"Valkenswaard";"Noord-Brabant";"Bo";"Rooms-Katholiek";"31384";"0";"0";"<5";"<5";"<5";"0";"<5";"0";"<5";"0";"<5";"0"
"20221001";"20230501";"11XS";"00";"Basisschool De Diabolo";"6461EX";"KERKRADE";"928";"Kerkrade";"Limburg";"Bo";"Rooms-Katholiek";"41516";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"7";"0"
"20221001";"20230501";"11XT";"00";"SSBO Noorderlicht";"5011EN";"TILBURG";"855";"Tilburg";"Noord-Brabant";"Sbo";"Rooms-Katholiek";"73114";"<5";"17";"5";"9";"0";"0";"<5";"0";"0";"0";"0";"0"
"20221001";"20230501";"11XU";"00";"Basisschool Sint Lucia";"5731LA";"MIERLO";"1771";"Geldrop-Mierlo";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40557";"0";"0";"0";"<5";"0";"<5";"12";"<5";"6";"<5";"5";"0"
"20221001";"20230501";"11XY";"00";"BS De Groenling";"5981WV";"PANNINGEN";"1894";"Peel en Maas";"Limburg";"Bo";"Rooms-Katholiek";"47959";"<5";"0";"<5";"0";"<5";"<5";"<5";"5";"0";"<5";"<5";"0"
"20221001";"20230501";"11XZ";"00";"Bs De Aanloop";"4614EG";"BERGEN OP ZOOM";"748";"Bergen op Zoom";"Noord-Brabant";"Bo";"Algemeen bijzonder";"40980";"0";"0";"0";"0";"<5";"0";"<5";"5";"5";"5";"10";"0"
"20221001";"20230501";"11YA";"00";"Klingerberg";"5925AC";"VENLO";"983";"Venlo";"Limburg";"Bo";"Rooms-Katholiek";"75597";"0";"0";"0";"0";"<5";"<5";"<5";"0";"<5";"0";"<5";"0"
"20221001";"20230501";"11YE";"00";"Airborneschool";"6871HV";"RENKUM";"274";"Renkum";"Gelderland";"Bo";"Protestants-Christelijk";"41460";"0";"0";"<5";"<5";"0";"<5";"<5";"<5";"<5";"0";"5";"0"
"20221001";"20230501";"11YI";"00";"PC Basisschool het Baken";"1771AN";"WIERINGERWERF";"1911";"Hollands Kroon";"Noord-Holland";"Bo";"Protestants-Christelijk";"79874";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0";"<5";"0"
"20221001";"20230501";"11YJ";"00";"Vlinderboom";"2643MC";"PIJNACKER";"1926";"Pijnacker-Nootdorp";"Zuid-Holland";"Bo";"Protestants-Christelijk";"78782";"<5";"0";"<5";"<5";"<5";"<5";"<5";"5";"6";"6";"7";"0"
"20221001";"20230501";"11YL";"00";"IKC Waterrijk";"1723AA";"NOORD-SCHARWOUDE";"1980";"Dijk en Waard";"Noord-Holland";"Bo";"Rooms-Katholiek";"41364";"0";"<5";"0";"<5";"<5";"<5";"<5";"5";"<5";"5";"<5";"0"
"20221001";"20230501";"11YP";"00";"Basisschool de Ark";"1274KL";"HUIZEN";"406";"Huizen";"Noord-Holland";"Bo";"Protestants-Christelijk";"41293";"0";"0";"<5";"0";"<5";"0";"5";"<5";"5";"0";"<5";"0"
"20221001";"20230501";"11YV";"00";"Basisschool de Eshoek";"9468BM";"ANNEN";"1680";"Aa en Hunze";"Drenthe";"Bo";"Openbaar";"41899";"0";"0";"<5";"<5";"<5";"0";"5";"<5";"8";"<5";"7";"0"
"20221001";"20230501";"11YW";"00";"OBS De Twilling";"9051LP";"STIENS";"80";"Leeuwarden";"Friesland";"Bo";"Openbaar";"41693";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0";"0"
"20221001";"20230501";"11YX";"00";"OBS De Meent";"9621BL";"SLOCHTEREN";"1952";"Midden-Groningen";"Groningen";"Bo";"Openbaar";"41780";"0";"0";"0";"0";"0";"0";"5";"<5";"0";"<5";"7";"0"
"20221001";"20230501";"11ZC";"00";"ATO, Kindcentrum Sterrenbosch";"5235JZ";"'S-HERTOGENBOSCH";"796";"'s-Hertogenbosch";"Noord-Brabant";"Bo";"Openbaar";"41672";"0";"<5";"<5";"5";"6";"5";"9";"8";"10";"5";"7";"0"
"20221001";"20230501";"11ZE";"00";"De Twijn";"4532JM";"TERNEUZEN";"715";"Terneuzen";"Zeeland";"Bo";"Openbaar";"40803";"0";"0";"0";"<5";"<5";"0";"<5";"<5";"6";"<5";"<5";"0"
"20221001";"20230501";"11ZI";"00";"It Holdersnest";"9281LN";"HARKEMA";"59";"Achtkarspelen";"Friesland";"Bo";"Openbaar";"41492";"<5";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"11ZL";"00";"SWS De Brandaris";"8251VX";"DRONTEN";"303";"Dronten";"Flevoland";"Bo";"Openbaar";"41813";"0";"<5";"0";"<5";"5";"<5";"6";"<5";"<5";"9";"9";"0"
"20221001";"20230501";"11ZM";"00";"BS Voorhoute";"4416BS";"KRUININGEN";"703";"Reimerswaal";"Zeeland";"Bo";"Openbaar";"41778";"0";"0";"0";"<5";"<5";"<5";"<5";"0";"<5";"<5";"<5";"0"
"20221001";"20230501";"11ZP";"00";"Wilhelminaschool";"3441GB";"WOERDEN";"632";"Woerden";"Utrecht";"Bo";"Protestants-Christelijk";"41286";"0";"0";"<5";"0";"<5";"<5";"8";"<5";"8";"5";"8";"0"
"20221001";"20230501";"11ZQ";"00";"Sint Jozefschool";"3116EX";"SCHIEDAM";"606";"Schiedam";"Zuid-Holland";"Bo";"Rooms-Katholiek";"22725";"0";"0";"<5";"0";"7";"<5";"15";"12";"12";"10";"21";"0"
"20221001";"20230501";"11ZU";"00";"Basissch Sint Bonifatius";"7481BD";"HAAKSBERGEN";"158";"Haaksbergen";"Overijssel";"Bo";"Rooms-Katholiek";"25351";"0";"0";"<5";"<5";"<5";"<5";"6";"<5";"5";"<5";"<5";"0"
"20221001";"20230501";"11ZW";"00";"CBS Vesterhavet";"2133DW";"HOOFDDORP";"394";"Haarlemmermeer";"Noord-Holland";"Bo";"Protestants-Christelijk";"42683";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"8";"<5";"6";"0"
"20221001";"20230501";"12AA";"00";"Prins Mauritsschool";"2678WE";"DE LIER";"1783";"Westland";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41454";"0";"0";"<5";"<5";"<5";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"12AC";"00";"De Koningslinde";"3862EV";"NIJKERK GLD";"267";"Nijkerk";"Gelderland";"Bo";"Protestants-Christelijk";"41337";"0";"0";"<5";"0";"6";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"12AE";"00";"De Zilvermaan";"3607CH";"MAARSSEN";"1904";"Stichtse Vecht";"Utrecht";"Bo";"Protestants-Christelijk";"41138";"0";"0";"<5";"0";"6";"<5";"5";"<5";"12";"0";"6";"0"
"20221001";"20230501";"12AF";"00";"Het Octaaf";"8081XX";"ELBURG";"230";"Elburg";"Gelderland";"Bo";"Protestants-Christelijk";"42596";"0";"0";"<5";"0";"5";"0";"6";"0";"6";"0";"5";"<5"
"20221001";"20230501";"12AH";"00";"De Kriekenhof";"3262GM";"OUD-BEIJERLAND";"1963";"Hoeksche Waard";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41127";"0";"0";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"0";"0"
"20221001";"20230501";"12AL";"00";"RK Basisschool Eerschot";"5491AB";"SINT-OEDENRODE";"1948";"Meierijstad";"Noord-Brabant";"Bo";"Rooms-Katholiek";"73712";"0";"0";"0";"<5";"<5";"0";"7";"<5";"8";"<5";"10";"0"
"20221001";"20230501";"12AM";"00";"Basisschool Kon Beatrix";"6717SB";"EDE GLD";"228";"Ede";"Gelderland";"Bo";"Protestants-Christelijk";"42587";"0";"0";"<5";"0";"<5";"0";"13";"0";"6";"0";"8";"0"
"20221001";"20230501";"12AP";"00";"KBS Pius 10";"3314GJ";"DORDRECHT";"505";"Dordrecht";"Zuid-Holland";"Bo";"Rooms-Katholiek";"41518";"0";"<5";"<5";"<5";"6";"<5";"<5";"<5";"12";"<5";"8";"0"
"20221001";"20230501";"12AQ";"00";"KC Cornelius";"5428GL";"VENHORST";"755";"Boekel";"Noord-Brabant";"Bo";"Rooms-Katholiek";"32580";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"9";"<5";"<5";"0"
"20221001";"20230501";"12AR";"00";"Basissch de Hazesprong";"6531PT";"NIJMEGEN";"268";"Nijmegen";"Gelderland";"Bo";"Rooms-Katholiek";"47100";"0";"0";"0";"<5";"0";"0";"7";"5";"10";"6";"30";"<5"
"20221001";"20230501";"12AT";"00";"Basisschool Wandelbos";"5044MA";"TILBURG";"855";"Tilburg";"Noord-Brabant";"Bo";"Rooms-Katholiek";"48101";"0";"0";"7";"5";"5";"7";"7";"<5";"12";"5";"5";"0"
"20221001";"20230501";"12AU";"00";"Sterrekijker";"3328KC";"DORDRECHT";"505";"Dordrecht";"Zuid-Holland";"Bo";"Protestants-Christelijk";"30582";"0";"<5";"0";"<5";"<5";"<5";"12";"<5";"7";"8";"16";"0"
"20221001";"20230501";"12AV";"00";"Chr Bs de Arke";"8532BX";"LEMMER";"1940";"De Fryske Marren";"Friesland";"Bo";"Protestants-Christelijk";"42540";"0";"0";"<5";"0";"<5";"<5";"15";"8";"10";"5";"9";"0"
"20221001";"20230501";"12AW";"00";"Basissch 't Kirkeveldsje";"6333CW";"SCHIMMERT";"1954";"Beekdaelen";"Limburg";"Bo";"Rooms-Katholiek";"41506";"0";"0";"0";"<5";"5";"<5";"5";"6";"<5";"8";"12";"0"
"20221001";"20230501";"12AY";"00";"De Pionier";"3601BM";"MAARSSEN";"1904";"Stichtse Vecht";"Utrecht";"Bo";"Rooms-Katholiek";"52131";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"13";"12";"27";"0"
"20221001";"20230501";"12BF";"00";"Columbus";"1705RA";"HEERHUGOWAARD";"1980";"Dijk en Waard";"Noord-Holland";"Bo";"Rooms-Katholiek";"73919";"0";"0";"<5";"0";"0";"5";"<5";"15";"<5";"7";"7";"0"
"20221001";"20230501";"12BG";"00";"Vroonestein";"3438RA";"NIEUWEGEIN";"356";"Nieuwegein";"Utrecht";"Bo";"Rooms-Katholiek";"77975";"0";"0";"<5";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"12BH";"00";"RK Basissch de Kroevert";"5976NS";"KRONENBERG";"1507";"Horst aan de Maas";"Limburg";"Bo";"Rooms-Katholiek";"47920";"0";"0";"<5";"0";"<5";"<5";"<5";"0";"<5";"<5";"0";"0"
"20221001";"20230501";"12BI";"00";"De Achtbaan";"4005VP";"TIEL";"281";"Tiel";"Gelderland";"Bo";"Rooms-Katholiek";"41148";"0";"0";"0";"<5";"<5";"<5";"7";"<5";"<5";"<5";"6";"0"
"20221001";"20230501";"12BP";"00";"Basisschool De Toermalijn";"1445KD";"PURMEREND";"439";"Purmerend";"Noord-Holland";"Bo";"Rooms-Katholiek";"41012";"0";"0";"7";"6";"8";"0";"13";"6";"7";"5";"<5";"0"
"20221001";"20230501";"12BR";"00";"Jenaplanschool de Klimboom";"3344PK";"HENDRIK-IDO-AMBACHT";"531";"Hendrik-Ido-Ambacht";"Zuid-Holland";"Bo";"Rooms-Katholiek";"41518";"0";"0";"0";"<5";"0";"0";"<5";"0";"<5";"<5";"<5";"0"
"20221001";"20230501";"12BS";"00";"KBs De Wegwijzer";"3442JE";"WOERDEN";"632";"Woerden";"Utrecht";"Bo";"Rooms-Katholiek";"70002";"0";"<5";"<5";"5";"0";"5";"0";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"12BT";"00";"Basisschool het Palet";"5233VG";"'S-HERTOGENBOSCH";"796";"'s-Hertogenbosch";"Noord-Brabant";"Bo";"Rooms-Katholiek";"74049";"0";"<5";"0";"7";"5";"<5";"<5";"13";"11";"7";"9";"0"
"20221001";"20230501";"12BV";"00";"PC Bs de Wadden";"2035EC";"HAARLEM";"392";"Haarlem";"Noord-Holland";"Bo";"Protestants-Christelijk";"85255";"0";"0";"<5";"<5";"<5";"5";"8";"9";"8";"<5";"7";"0"
"20221001";"20230501";"12BY";"00";"CBS De Regenboog";"9356ED";"TOLBERT";"1969";"Westerkwartier";"Groningen";"Bo";"Protestants-Christelijk";"41571";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"12CC";"00";"Brede School Kors Breijer";"1382RP";"WEESP";"457";"Weesp";"Noord-Holland";"Bo";"Protestants-Christelijk";"41595";"0";"0";"0";"<5";"<5";"<5";"<5";"8";"<5";"9";"19";"9"
"20221001";"20230501";"12CF";"00";"Johan Frisoschool";"8331AW";"STEENWIJK";"1708";"Steenwijkerland";"Overijssel";"Bo";"Protestants-Christelijk";"41270";"0";"0";"0";"0";"0";"<5";"<5";"0";"<5";"<5";"6";"0"
"20221001";"20230501";"12CJ";"00";"J.A. de Vullerschool";"7213AJ";"GORSSEL";"262";"Lochem";"Gelderland";"Bo";"Openbaar";"42561";"0";"0";"0";"0";"<5";"0";"7";"<5";"<5";"<5";"18";"0"
"20221001";"20230501";"12CK";"00";"Jenaplanschool Heerde";"8181LE";"HEERDE";"246";"Heerde";"Gelderland";"Bo";"Openbaar";"41345";"0";"0";"<5";"<5";"0";"0";"5";"0";"<5";"0";"<5";"0"
"20221001";"20230501";"12CL";"00";"OBS Henri Dunantschool";"3361BP";"SLIEDRECHT";"610";"Sliedrecht";"Zuid-Holland";"Bo";"Openbaar";"41560";"0";"<5";"<5";"0";"<5";"0";"9";"<5";"5";"<5";"<5";"0"
"20221001";"20230501";"12CN";"00";"De Clockeslach";"9541AX";"VLAGTWEDDE";"1950";"Westerwolde";"Groningen";"Bo";"Openbaar";"10925";"0";"0";"0";"0";"0";"0";"6";"0";"<5";"0";"0";"0"
"20221001";"20230501";"12CO";"00";"o.b.s.  Het Veldboeket";"7924PL";"VEENINGEN";"1690";"De Wolden";"Drenthe";"Bo";"Openbaar";"41895";"0";"0";"0";"0";"0";"0";"<5";"0";"<5";"<5";"0";"0"
"20221001";"20230501";"12CX";"00";"obs De Dennenkamp";"7731ZL";"OMMEN";"175";"Ommen";"Overijssel";"Bo";"Openbaar";"42623";"0";"<5";"0";"0";"0";"<5";"<5";"<5";"0";"0";"<5";"0"
"20221001";"20230501";"12DC";"00";"Obs de Wissel";"9753HN";"HAREN GN";"14";"Groningen";"Groningen";"Bo";"Openbaar";"41851";"0";"0";"0";"0";"<5";"0";"<5";"5";"<5";"<5";"<5";"0"
"20221001";"20230501";"12DE";"00";"IKC Startpunt";"3141KS";"MAASSLUIS";"556";"Maassluis";"Zuid-Holland";"Bo";"Openbaar";"41535";"0";"<5";"<5";"<5";"9";"5";"<5";"6";"<5";"<5";"5";"0"
"20221001";"20230501";"12DF";"00";"WereldKidz De vlieger";"3901KC";"VEENENDAAL";"345";"Veenendaal";"Utrecht";"Bo";"Openbaar";"41496";"0";"<5";"<5";"<5";"5";"<5";"6";"7";"<5";"<5";"7";"6"
"20221001";"20230501";"12DG";"00";"obs De Zeijer Hoogte";"9491AA";"ZEIJEN";"1730";"Tynaarlo";"Drenthe";"Bo";"Openbaar";"41851";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"0";"0";"0";"0"
"20221001";"20230501";"12DI";"00";"Obs de Marlijn";"6862XH";"OOSTERBEEK";"274";"Renkum";"Gelderland";"Bo";"Openbaar";"41461";"0";"0";"<5";"0";"0";"<5";"8";"5";"7";"9";"24";"0"
"20221001";"20230501";"12DL";"00";"Obs de Dubbele Punt";"1719AR";"AARTSWOUD";"432";"Opmeer";"Noord-Holland";"Bo";"Openbaar";"41421";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20221001";"20230501";"12DO";"00";"OBS Noord";"7271XH";"BORCULO";"1859";"Berkelland";"Gelderland";"Bo";"Openbaar";"41413";"0";"0";"<5";"0";"0";"0";"<5";"<5";"<5";"0";"<5";"0"
"20221001";"20230501";"12DS";"00";"OBS De Blaak";"5032RT";"TILBURG";"855";"Tilburg";"Noord-Brabant";"Bo";"Openbaar";"41611";"0";"0";"<5";"<5";"<5";"0";"6";"<5";"12";"6";"8";"0"
"20221001";"20230501";"12DU";"00";"Obs de Zevensprong";"3262GM";"OUD-BEIJERLAND";"1963";"Hoeksche Waard";"Zuid-Holland";"Bo";"Openbaar";"41444";"0";"<5";"<5";"<5";"<5";"<5";"5";"<5";"<5";"7";"<5";"0"
"20221001";"20230501";"12DV";"00";"SSBO De Bolder";"8801ER";"FRANEKER";"1949";"Waadhoeke";"Friesland";"Sbo";"Openbaar";"41693";"<5";"10";"10";"0";"<5";"0";"<5";"0";"0";"0";"0";"0"
"20221001";"20230501";"12DY";"00";"De Boog";"3029CK";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"0";"<5";"<5";"0";"0";"<5";"<5";"<5";"6";"0";"0"
"20221001";"20230501";"12EA";"00";"'t Praathuis";"4103XZ";"CULEMBORG";"216";"Culemborg";"Gelderland";"Bo";"Openbaar";"41876";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"7";"6";"13";"0"
"20221001";"20230501";"12EB";"00";"Basisschool de Buut";"6522DD";"NIJMEGEN";"268";"Nijmegen";"Gelderland";"Bo";"Openbaar";"29810";"0";"0";"0";"0";"<5";"<5";"<5";"0";"5";"5";"7";"0"
"20221001";"20230501";"12ED";"00";"OBS Brunwerd";"9981JT";"UITHUIZEN";"1966";"Het Hogeland";"Groningen";"Bo";"Openbaar";"13683";"0";"0";"<5";"0";"<5";"0";"5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"12EF";"00";"Kindcentrum de Rietgors";"6974BA";"LEUVENHEIM";"213";"Brummen";"Gelderland";"Bo";"Openbaar";"41566";"0";"0";"0";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"0"
"20221001";"20230501";"12EG";"00";"Obs 't Partoer";"9251AX";"BURGUM";"737";"Tytsjerksteradiel";"Friesland";"Bo";"Openbaar";"41735";"0";"<5";"8";"0";"8";"<5";"6";"<5";"8";"0";"<5";"7"
"20221001";"20230501";"12EI";"00";"Kindcentrum de Wiekslag";"7383XR";"VOORST GEM VOORST";"285";"Voorst";"Gelderland";"Bo";"Openbaar";"41566";"0";"0";"<5";"<5";"0";"0";"<5";"0";"0";"<5";"<5";"0"
"20221001";"20230501";"12EJ";"00";"Obs de Kleine Dollard";"9675JA";"WINSCHOTEN";"1895";"Oldambt";"Groningen";"Bo";"Openbaar";"41613";"0";"<5";"7";"<5";"<5";"<5";"5";"0";"<5";"0";"<5";"<5"
"20221001";"20230501";"12EP";"00";"Openbare SSBO de Vijfkamp";"5628EP";"EINDHOVEN";"772";"Eindhoven";"Noord-Brabant";"Sbo";"Openbaar";"41248";"<5";"6";"0";"6";"0";"<5";"0";"<5";"0";"0";"0";"0"
"20221001";"20230501";"12ER";"00";"Basisschool 't Span";"1779BH";"DEN OEVER";"1911";"Hollands Kroon";"Noord-Holland";"Bo";"Openbaar";"41438";"0";"0";"0";"0";"6";"0";"9";"0";"5";"<5";"<5";"0"
"20221001";"20230501";"12ES";"00";"Basissch de Klaverwoid";"1676GS";"TWISK";"420";"Medemblik";"Noord-Holland";"Bo";"Openbaar";"41421";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"0";"<5";"<5";"0"
"20221001";"20230501";"12EV";"00";"Obs Middelstein";"8872NJ";"MIDLUM";"72";"Harlingen";"Friesland";"Bo";"Openbaar";"41856";"0";"0";"0";"<5";"<5";"<5";"<5";"<5";"<5";"0";"0";"0"
"20221001";"20230501";"12EX";"00";"Basisschool 't Prisma";"2283LK";"RIJSWIJK ZH";"603";"Rijswijk";"Zuid-Holland";"Bo";"Openbaar";"41441";"0";"0";"0";"<5";"5";"<5";"7";"7";"5";"10";"13";"0"
"20221001";"20230501";"12EY";"00";"OBS De Wenteling";"9437TD";"BALINGE";"1731";"Midden-Drenthe";"Drenthe";"Bo";"Openbaar";"41812";"0";"0";"0";"0";"<5";"<5";"<5";"0";"<5";"<5";"<5";"0"
"20221001";"20230501";"12EZ";"00";"PC Basissch de Wegwijzer";"2925EN";"KRIMPEN AAN DEN IJSSEL";"542";"Krimpen aan den IJssel";"Zuid-Holland";"Bo";"Protestants-Christelijk";"43227";"0";"0";"0";"0";"<5";"<5";"6";"<5";"<5";"<5";"5";"0"
"20221001";"20230501";"12FB";"00";"De Wissel";"4386DT";"VLISSINGEN";"718";"Vlissingen";"Zeeland";"Bo";"Protestants-Christelijk";"42653";"0";"0";"<5";"<5";"6";"5";"6";"8";"11";"7";"<5";"0"
