"PEILDATUM";"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM_VESTIGING";"POSTCODE_VESTIGING";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM";"PROVINCIE";"SOORT_PO";"DENOMINATIE_VESTIGING";"BEVOEGD_GEZAG_NUMMER";"REKENEN_LAGER1F";"REKENEN_1F";"REKENEN_1S";"REKENEN_2F";"LV_LAGER1F";"LV_1F";"LV_2F";"TV_LAGER1F";"TV_1F";"TV_2F"
"20231001";"07BF";"00";"Schoolver. De Nijepoort";"3737XC";"GROENEKAN";"310";"De Bilt";"Utrecht";"Bo";"Algemeen bijzonder";"79952";"<5";"9";"12";"0";"0";"<5";"20";"<5";"6";"16"
"20231001";"07BH";"00";"St Jozef";"1695AB";"BLOKKER";"405";"Hoorn";"Noord-Holland";"Bo";"Rooms-Katholiek";"31657";"<5";"10";"17";"0";"<5";"7";"20";"<5";"12";"15"
"20231001";"07BH";"01";"RK Jenaplansch De Pontonnier";"1625CE";"HOORN NH";"405";"Hoorn";"Noord-Holland";"Bo";"Rooms-Katholiek";"31657";"<5";"9";"0";"0";"0";"<5";"11";"0";"8";"5"
"20231001";"07BI";"00";"Jozef en Mariaschool";"1641LS";"SPIERDIJK";"1598";"Koggenland";"Noord-Holland";"Bo";"Rooms-Katholiek";"75375";"<5";"8";"<5";"0";"0";"7";"7";"<5";"9";"<5"
"20231001";"07BK";"00";"Sint Canisiusschool";"7135JM";"HARREVELD";"1586";"Oost Gelre";"Gelderland";"Bo";"Rooms-Katholiek";"42828";"<5";"<5";"7";"0";"<5";"<5";"8";"<5";"5";"<5"
"20231001";"07BL";"00";"Basisschool Sinte Lucij";"5524BL";"STEENSEL";"770";"Eersel";"Noord-Brabant";"Bo";"Rooms-Katholiek";"77338";"<5";"8";"9";"0";"0";"<5";"16";"0";"6";"12"
"20231001";"07BN";"00";"Basisschool De Molenwiek";"3271BA";"MIJNSHEERENLAND";"1963";"Hoeksche Waard";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41127";"<5";"14";"11";"0";"<5";"<5";"22";"<5";"13";"12"
"20231001";"07BO";"00";"Willem De Zwijgerschool";"6042BL";"ROERMOND";"957";"Roermond";"Limburg";"Bo";"Protestants-Christelijk";"41692";"0";"6";"8";"0";"0";"<5";"10";"0";"6";"8"
"20231001";"07BP";"00";"RK BS Pius X";"4651XE";"STEENBERGEN NB";"851";"Steenbergen";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40517";"<5";"5";"<5";"0";"0";"5";"6";"0";"9";"<5"
"20231001";"07BR";"00";"RK BS St Martinus";"4715AG";"RUCPHEN";"840";"Rucphen";"Noord-Brabant";"Bo";"Rooms-Katholiek";"31017";"<5";"11";"15";"0";"0";"5";"24";"<5";"10";"18"
"20231001";"07BS";"00";"Basisschool H Walburgis";"7077AP";"NETTERDEN";"1509";"Oude IJsselstreek";"Gelderland";"Bo";"Rooms-Katholiek";"50129";"<5";"6";"<5";"0";"0";"<5";"6";"0";"6";"<5"
"20231001";"07BT";"00";"Basisschool De Boomgaard";"7047AP";"BRAAMT";"1955";"Montferland";"Gelderland";"Bo";"Rooms-Katholiek";"50844";"<5";"5";"5";"0";"0";"<5";"10";"<5";"5";"5"
"20231001";"07BU";"00";"Basissch De Springbeek";"5926RC";"VENLO";"983";"Venlo";"Limburg";"Bo";"Rooms-Katholiek";"75597";"<5";"29";"11";"0";"0";"14";"27";"<5";"14";"26"
"20231001";"07BV";"00";"Basisschool De Bolleberg";"6105AT";"MARIA HOOP";"1711";"Echt-Susteren";"Limburg";"Bo";"Rooms-Katholiek";"83280";"0";"<5";"<5";"0";"0";"<5";"<5";"0";"<5";"<5"
"20231001";"07BW";"00";"Basisschool Hertogin Johanna";"5344SV";"OSS";"828";"Oss";"Noord-Brabant";"Bo";"Algemeen bijzonder";"41228";"5";"17";"<5";"0";"0";"13";"13";"0";"21";"5"
"20231001";"07BX";"00";"Brede School Overdinkel";"7586CZ";"OVERDINKEL";"168";"Losser";"Overijssel";"Bo";"Protestants-Christelijk";"24844";"<5";"<5";"<5";"0";"<5";"<5";"6";"<5";"6";"<5"
"20231001";"07BZ";"00";"Helcherseeschool";"4322BA";"SCHARENDIJKE";"1676";"Schouwen-Duiveland";"Zeeland";"Bo";"Protestants-Christelijk";"41583";"0";"5";"5";"0";"0";"<5";"6";"0";"7";"<5"
"20231001";"07CA";"00";"Montessorisch Dukenburg";"6538DJ";"NIJMEGEN";"268";"Nijmegen";"Gelderland";"Bo";"Algemeen bijzonder";"29810";"<5";"20";"<5";"0";"0";"5";"20";"<5";"18";"6"
"20231001";"07CB";"00";"Oranje Nassau Basissch";"3244AK";"NIEUWE-TONGE";"1924";"Goeree-Overflakkee";"Zuid-Holland";"Bo";"Protestants-Christelijk";"42632";"0";"14";"9";"0";"0";"<5";"20";"<5";"10";"11"
"20231001";"07CC";"00";"Vrijeschool Tiliander";"5041DB";"TILBURG";"855";"Tilburg";"Noord-Brabant";"Bo";"Antroposofisch";"41246";"<5";"17";"11";"0";"0";"<5";"27";"<5";"14";"15"
"20231001";"07CF";"00";"Cluster HIN";"6014BH";"ITTERVOORT";"1640";"Leudal";"Limburg";"Bo";"Rooms-Katholiek";"23961";"<5";"8";"10";"0";"0";"<5";"18";"0";"11";"11"
"20231001";"07CI";"00";"Basisschool Eikerwijs";"5995NP";"KESSEL";"1894";"Peel en Maas";"Limburg";"Bo";"Rooms-Katholiek";"47959";"0";"<5";"<5";"0";"0";"<5";"<5";"0";"<5";"<5"
"20231001";"07CJ";"00";"Basissch Rennevoirt";"5056CP";"BERKEL-ENSCHOT";"855";"Tilburg";"Noord-Brabant";"Bo";"Algemeen bijzonder";"40971";"<5";"22";"15";"0";"0";"11";"29";"<5";"14";"25"
"20231001";"07CK";"00";"De Oversteek";"6621KV";"DREUMEL";"668";"West Maas en Waal";"Gelderland";"Bo";"Rooms-Katholiek";"41340";"<5";"9";"15";"0";"0";"<5";"22";"<5";"7";"18"
"20231001";"07CL";"00";"Basisschool Windroos";"3962AD";"WIJK BIJ DUURSTEDE";"352";"Wijk bij Duurstede";"Utrecht";"Bo";"Algemeen bijzonder";"69447";"<5";"7";"8";"0";"0";"<5";"15";"0";"6";"10"
"20231001";"07CM";"00";"Jenaplan Bs 't Hogeland";"8162GM";"EPE";"232";"Epe";"Gelderland";"Bo";"Algemeen bijzonder";"41634";"<5";"10";"6";"0";"<5";"5";"11";"<5";"6";"10"
"20231001";"07CN";"00";"Rehobothschool";"4696RJ";"STAVENISSE";"716";"Tholen";"Zeeland";"Bo";"Reformatorisch";"81902";"<5";"10";"9";"0";"0";"8";"15";"0";"11";"12"
"20231001";"07CO";"00";"Stg v KL en LO op GG";"4675BW";"SINT PHILIPSLAND";"716";"Tholen";"Zeeland";"Bo";"Reformatorisch";"81967";"<5";"7";"<5";"0";"0";"<5";"9";"<5";"7";"5"
"20231001";"07CP";"00";"Bernard Lievegoed School";"6229GX";"MAASTRICHT";"935";"Maastricht";"Limburg";"Bo";"Antroposofisch";"41246";"<5";"8";"21";"0";"0";"7";"25";"<5";"18";"13"
"20231001";"07CQ";"00";"KC Koos Meinderts";"2552JC";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Algemeen bijzonder";"20281";"13";"27";"14";"0";"<5";"22";"31";"5";"29";"20"
"20231001";"07CT";"00";"Chr BS de Fakkel";"2977XA";"GOUDRIAAN";"1978";"Molenlanden";"Zuid-Holland";"Bo";"Protestants-Christelijk";"32631";"0";"<5";"10";"0";"0";"<5";"8";"0";"7";"<5"
"20231001";"07CW";"00";"Basisschool De Schare";"5454GH";"SINT HUBERT";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Rooms-Katholiek";"48348";"0";"<5";"5";"0";"0";"<5";"5";"0";"<5";"5"
"20231001";"07CX";"00";"De Vijfster";"7312HR";"APELDOORN";"200";"Apeldoorn";"Gelderland";"Bo";"Antroposofisch";"77456";"<5";"5";"11";"0";"0";"<5";"17";"<5";"6";"10"
"20231001";"07CY";"00";"BS Franciscus";"5074PE";"BIEZENMORTEL";"855";"Tilburg";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40848";"0";"5";"<5";"0";"0";"<5";"6";"0";"7";"<5"
"20231001";"07DA";"00";"RK Basisschool De Vest";"5528AV";"HOOGELOON";"1728";"Bladel";"Noord-Brabant";"Bo";"Rooms-Katholiek";"44201";"<5";"10";"<5";"0";"<5";"5";"9";"<5";"8";"6"
"20231001";"07DB";"00";"Basisschool Aquamarijn";"6541ZE";"NIJMEGEN";"268";"Nijmegen";"Gelderland";"Bo";"Rooms-Katholiek";"29810";"<5";"5";"<5";"0";"<5";"<5";"7";"0";"9";"<5"
"20231001";"07DD";"00";"Basisschool Onderdak";"4373DA";"BIGGEKERKE";"717";"Veere";"Zeeland";"Bo";"Protestants-Christelijk";"40959";"0";"7";"<5";"0";"0";"<5";"7";"0";"5";"<5"
"20231001";"07DE";"00";"BS De Lier";"5815AN";"MERSELO";"984";"Venray";"Limburg";"Bo";"Rooms-Katholiek";"44397";"<5";"8";"5";"0";"0";"<5";"11";"<5";"6";"5"
"20231001";"07DF";"00";"Basisschool St Oda";"5813CD";"YSSELSTEYN";"984";"Venray";"Limburg";"Bo";"Rooms-Katholiek";"44397";"<5";"11";"12";"0";"0";"8";"18";"<5";"11";"14"
"20231001";"07DG";"00";"Basissch De Klokkenberg";"6522KB";"NIJMEGEN";"268";"Nijmegen";"Gelderland";"Bo";"Protestants-Christelijk";"82591";"0";"5";"20";"0";"0";"<5";"24";"<5";"5";"19"
"20231001";"07DH";"00";"RK Basisschool St Jan";"4909AW";"OOSTEIND";"826";"Oosterhout";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40278";"0";"<5";"7";"0";"0";"<5";"9";"0";"<5";"6"
"20231001";"07DI";"00";"Jenaplansch De Waterval";"2162JK";"LISSE";"553";"Lisse";"Zuid-Holland";"Bo";"Algemeen bijzonder";"82747";"<5";"12";"8";"0";"0";"5";"17";"0";"8";"14"
"20231001";"07DJ";"00";"Basisschool Pendula";"5017CA";"TILBURG";"855";"Tilburg";"Noord-Brabant";"Bo";"Rooms-Katholiek";"48101";"<5";"14";"22";"0";"0";"8";"32";"<5";"20";"18"
"20231001";"07DK";"00";"Basisschool 't Kempken";"7104BD";"WINTERSWIJK MEDDO";"294";"Winterswijk";"Gelderland";"Bo";"Algemeen bijzonder";"82786";"<5";"6";"7";"0";"0";"<5";"12";"<5";"6";"9"
"20231001";"07DL";"00";"OBS De Parkenschool";"7316BM";"APELDOORN";"200";"Apeldoorn";"Gelderland";"Bo";"Openbaar";"41616";"<5";"9";"18";"0";"0";"6";"24";"<5";"9";"20"
"20231001";"07DM";"00";"De Nieuwe School";"1135BT";"EDAM";"385";"Edam-Volendam";"Noord-Holland";"Bo";"Algemeen bijzonder";"82838";"<5";"14";"6";"0";"<5";"<5";"18";"<5";"11";"9"
"20231001";"07DN";"00";"Bs De Zonnehof";"6091NS";"LEVEROY";"946";"Nederweert";"Limburg";"Bo";"Rooms-Katholiek";"50819";"<5";"5";"<5";"0";"0";"<5";"<5";"0";"6";"<5"
"20231001";"07DP";"00";"Samenwerkingssch Emmaus";"2264KW";"LEIDSCHENDAM";"1916";"Leidschendam-Voorburg";"Zuid-Holland";"Bo";"Algemeen bijzonder";"20281";"9";"29";"18";"0";"<5";"14";"40";"<5";"31";"24"
"20231001";"07DQ";"00";"Vrije School Michael";"1403GD";"BUSSUM";"1942";"Gooise Meren";"Noord-Holland";"Bo";"Antroposofisch";"82981";"<5";"12";"22";"0";"0";"<5";"31";"<5";"10";"24"
"20231001";"07DZ";"00";"CBS De Fontein";"7775AX";"LUTTEN";"160";"Hardenberg";"Overijssel";"Bo";"Protestants-Christelijk";"83267";"<5";"7";"7";"0";"0";"<5";"11";"0";"5";"10"
"20231001";"07EC";"00";"KBS Blaricum";"1261MX";"BLARICUM";"376";"Blaricum";"Noord-Holland";"Bo";"Rooms-Katholiek";"40676";"<5";"27";"38";"0";"0";"12";"55";"0";"23";"44"
"20231001";"07ED";"00";"De Wiedewereld";"8326CE";"SINT JANSKLOOSTER";"1708";"Steenwijkerland";"Overijssel";"Bo";"Protestants-Christelijk";"41270";"0";"<5";"5";"0";"0";"<5";"7";"0";"5";"<5"
"20231001";"07EE";"00";"CBS De Rank";"4431EP";"'S-GRAVENPOLDER";"654";"Borsele";"Zeeland";"Bo";"Protestants-Christelijk";"41582";"<5";"<5";"5";"0";"0";"<5";"8";"0";"5";"5"
"20231001";"07EF";"00";"Willibrordus";"7561PT";"DEURNINGEN";"1774";"Dinkelland";"Overijssel";"Bo";"Rooms-Katholiek";"75219";"0";"9";"16";"0";"0";"<5";"21";"0";"9";"16"
"20231001";"07EG";"00";"De Glundering";"6081GR";"HAELEN";"1640";"Leudal";"Limburg";"Bo";"Rooms-Katholiek";"23961";"0";"21";"<5";"0";"0";"11";"12";"<5";"15";"7"
"20231001";"07EI";"00";"Basisschool St Theresia";"3723KR";"BILTHOVEN";"310";"De Bilt";"Utrecht";"Bo";"Rooms-Katholiek";"41794";"<5";"11";"48";"0";"0";"5";"56";"<5";"13";"47"
"20231001";"07EJ";"00";"Basisschool Wingerd";"6617AC";"BERGHAREN";"296";"Wijchen";"Gelderland";"Bo";"Rooms-Katholiek";"38001";"5";"6";"5";"0";"<5";"<5";"12";"0";"6";"10"
"20231001";"07EK";"00";"NH Basisschool De Zaaier";"3784WT";"TERSCHUUR";"203";"Barneveld";"Gelderland";"Bo";"Protestants-Christelijk";"83579";"<5";"5";"7";"0";"0";"<5";"10";"0";"7";"6"
"20231001";"07EM";"00";"CBS 't Fundament";"9866AT";"LUTJEGAST";"1969";"Westerkwartier";"Groningen";"Bo";"Protestants-Christelijk";"41571";"<5";"6";"<5";"0";"0";"<5";"9";"0";"5";"6"
"20231001";"07EN";"00";"CBS PWA";"8061JM";"HASSELT";"1896";"Zwartewaterland";"Overijssel";"Bo";"Protestants-Christelijk";"41343";"0";"7";"6";"0";"0";"<5";"11";"0";"<5";"10"
"20231001";"07EP";"00";"Basissch De Appelgaard";"3862PD";"NIJKERK";"267";"Nijkerk";"Gelderland";"Bo";"Protestants-Christelijk";"89155";"<5";"8";"<5";"0";"0";"<5";"8";"0";"8";"<5"
"20231001";"07EQ";"00";"Basisschool De Regenboog";"3891CN";"ZEEWOLDE";"50";"Zeewolde";"Flevoland";"Bo";"Protestants-Christelijk";"42600";"<5";"7";"22";"0";"0";"9";"21";"<5";"7";"22"
"20231001";"07ER";"00";"IKC Budschop";"6031AK";"NEDERWEERT";"946";"Nederweert";"Limburg";"Bo";"Rooms-Katholiek";"50819";"0";"6";"<5";"0";"0";"<5";"8";"0";"7";"<5"
"20231001";"07ET";"00";"Elckerlyc Bs Freinetonderwijs";"1852WS";"HEILOO";"399";"Heiloo";"Noord-Holland";"Bo";"Algemeen bijzonder";"84489";"5";"13";"6";"0";"0";"5";"19";"<5";"15";"5"
"20231001";"07EX";"00";"Vrije School Amersfoort";"3816SE";"AMERSFOORT";"307";"Amersfoort";"Utrecht";"Bo";"Antroposofisch";"84801";"8";"19";"17";"0";"0";"11";"33";"<5";"18";"25"
"20231001";"07FA";"00";"Basissch De Meerstromen";"4503AT";"GROEDE";"1714";"Sluis";"Zeeland";"Bo";"Samenwerking PC, RK";"40803";"0";"<5";"5";"0";"0";"0";"6";"0";"0";"6"
"20231001";"07FD";"00";"Eerste Montessorischool";"4611SC";"BERGEN OP ZOOM";"748";"Bergen op Zoom";"Noord-Brabant";"Bo";"Algemeen bijzonder";"40980";"<5";"14";"7";"0";"<5";"7";"17";"<5";"11";"13"
"20231001";"07FE";"00";"OBS De Meertuin";"1774BK";"SLOOTDORP";"1911";"Hollands Kroon";"Noord-Holland";"Bo";"Algemeen bijzonder";"41438";"<5";"<5";"6";"0";"0";"<5";"9";"<5";"8";"<5"
"20231001";"07FI";"00";"Basisschool De Ratel";"6591XP";"GENNEP";"907";"Gennep";"Limburg";"Bo";"Rooms-Katholiek";"37663";"6";"17";"16";"0";"0";"8";"31";"0";"19";"20"
"20231001";"07FJ";"00";"Basisschool De Leydraad";"5266AV";"CROMVOIRT";"865";"Vught";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40706";"<5";"5";"<5";"0";"0";"<5";"6";"0";"7";"<5"
"20231001";"07FK";"00";"OBS De Slinger";"7121DP";"AALTEN";"197";"Aalten";"Gelderland";"Bo";"Openbaar";"42828";"<5";"7";"7";"0";"0";"5";"10";"0";"10";"5"
"20231001";"07FL";"00";"De Horizon";"5721VM";"ASTEN";"743";"Asten";"Noord-Brabant";"Bo";"Openbaar";"41860";"<5";"5";"6";"0";"0";"<5";"11";"0";"6";"6"
"20231001";"07FM";"00";"Basisschool 't Busseltje";"5521GD";"EERSEL";"770";"Eersel";"Noord-Brabant";"Bo";"Openbaar";"41662";"9";"19";"10";"0";"0";"13";"25";"0";"14";"24"
"20231001";"07FU";"00";"Basissch De Driemaster";"8061AW";"HASSELT";"1896";"Zwartewaterland";"Overijssel";"Bo";"Protestants-Christelijk";"41343";"0";"6";"11";"0";"0";"<5";"14";"<5";"6";"10"
"20231001";"07FU";"01";"CBS Mastenbroek";"8294PE";"MASTENBROEK";"1896";"Zwartewaterland";"Overijssel";"Bo";"Protestants-Christelijk";"41343";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20231001";"07FY";"00";"Basisschool Anne Frank";"2665TK";"BLEISWIJK";"1621";"Lansingerland";"Zuid-Holland";"Bo";"Openbaar";"41488";"<5";"14";"17";"0";"0";"5";"29";"<5";"13";"19"
"20231001";"07FZ";"00";"BS Het Tweespan";"3381AM";"GIESSENBURG";"1978";"Molenlanden";"Zuid-Holland";"Bo";"Openbaar";"41638";"0";"7";"7";"0";"0";"<5";"13";"0";"5";"9"
"20231001";"07GB";"00";"Basisschool De Meidoorn";"5331CE";"KERKDRIEL";"263";"Maasdriel";"Gelderland";"Bo";"Openbaar";"41633";"<5";"5";"7";"0";"0";"<5";"11";"<5";"<5";"10"
"20231001";"07GC";"00";"Basisschool De Bolster";"5271KL";"SINT-MICHIELSGESTEL";"845";"Sint-Michielsgestel";"Noord-Brabant";"Bo";"Openbaar";"41633";"<5";"12";"30";"0";"<5";"7";"38";"<5";"10";"34"
"20231001";"07GD";"00";"Basisschool De Regenboog";"4731VW";"OUDENBOSCH";"1655";"Halderberge";"Noord-Brabant";"Bo";"Openbaar";"41471";"<5";"15";"<5";"0";"<5";"<5";"15";"0";"15";"6"
"20231001";"07GE";"00";"IKC De Meenthe";"9421NP";"BOVENSMILDE";"1731";"Midden-Drenthe";"Drenthe";"Bo";"Openbaar";"41812";"<5";"7";"<5";"0";"0";"<5";"10";"<5";"9";"<5"
"20231001";"07GT";"00";"Sparrenbosschool";"2121CJ";"BENNEBROEK";"377";"Bloemendaal";"Noord-Holland";"Bo";"Openbaar";"41500";"<5";"12";"8";"0";"0";"5";"17";"<5";"7";"12"
"20231001";"07GU";"00";"Opb Basisschool De Bron";"5751WJ";"DEURNE";"762";"Deurne";"Noord-Brabant";"Bo";"Openbaar";"41860";"<5";"18";"8";"0";"0";"5";"25";"0";"13";"17"
"20231001";"07GY";"00";"OBS de Korenbloem";"5688PG";"OIRSCHOT";"823";"Oirschot";"Noord-Brabant";"Bo";"Openbaar";"41662";"<5";"11";"8";"0";"0";"7";"14";"<5";"14";"5"
"20231001";"07HL";"00";"RK Basisschool Andreas";"2215CK";"VOORHOUT";"1525";"Teylingen";"Zuid-Holland";"Bo";"Rooms-Katholiek";"40967";"<5";"14";"13";"0";"0";"12";"19";"0";"16";"15"
"20231001";"07HN";"00";"JHR Willem Versluijssch";"4363NE";"AAGTEKERKE";"717";"Veere";"Zeeland";"Bo";"Reformatorisch";"46697";"<5";"9";"8";"0";"0";"7";"12";"<5";"9";"9"
"20231001";"07HO";"00";"Basisschool Op de Hoogte";"9851AJ";"BURUM";"1970";"Noardeast-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"40788";"0";"6";"<5";"0";"0";"<5";"7";"0";"<5";"6"
"20231001";"07HP";"00";"PC Bs De Earste Trimen";"8771RT";"NIJLAND";"1900";"Súdwest-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"42545";"0";"<5";"<5";"0";"0";"<5";"<5";"0";"<5";"<5"
"20231001";"07HQ";"00";"Oec. Basisschool Schreuder";"1071CW";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Protestants-Christelijk";"81316";"<5";"16";"20";"0";"0";"7";"32";"<5";"14";"22"
"20231001";"07HV";"00";"De Grienden";"4926AX";"LAGE ZWALUWE";"1719";"Drimmelen";"Noord-Brabant";"Bo";"Protestants-Christelijk";"41782";"<5";"16";"14";"0";"<5";"9";"23";"<5";"18";"13"
"20231001";"07HX";"00";"Basisschool De Bonkelder";"8748DW";"WITMARSUM";"1900";"Súdwest-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"42604";"<5";"5";"<5";"0";"0";"<5";"6";"<5";"<5";"5"
"20231001";"07IA";"00";"School Met De Bijbel";"4697CL";"SINT-ANNALAND";"716";"Tholen";"Zeeland";"Bo";"Reformatorisch";"42724";"0";"13";"10";"0";"0";"7";"16";"0";"9";"14"
"20231001";"07IH";"00";"Pr Julianasch";"3314KT";"DORDRECHT";"505";"Dordrecht";"Zuid-Holland";"Bo";"Protestants-Christelijk";"30582";"<5";"11";"9";"0";"0";"6";"15";"<5";"10";"10"
"20231001";"07IJ";"00";"Basisschool Op 'e Hichte";"8629RA";"SCHARNEGOUTUM";"1900";"Súdwest-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"42545";"<5";"12";"7";"0";"0";"6";"14";"0";"8";"12"
"20231001";"07IK";"00";"St Martinus Basisschool";"5911BM";"VENLO";"983";"Venlo";"Limburg";"Bo";"Rooms-Katholiek";"24207";"<5";"12";"7";"0";"0";"7";"13";"0";"12";"8"
"20231001";"07IL";"00";"IKC Staetlânsskoalle";"8804NH";"TZUM";"1949";"Waadhoeke";"Friesland";"Bo";"Protestants-Christelijk";"42656";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20231001";"07IM";"00";"SWS De Adeborg";"9831PL";"ADUARD";"1969";"Westerkwartier";"Groningen";"Bo";"Protestants-Christelijk";"41571";"<5";"11";"6";"0";"0";"5";"15";"0";"7";"13"
"20231001";"07IP";"00";"Basisschool It Harspit";"9145SK";"TERNAARD";"1970";"Noardeast-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"40788";"<5";"8";"6";"0";"0";"5";"12";"0";"5";"12"
"20231001";"07IV";"00";"GBS Het Zwaluwnest";"3825BN";"AMERSFOORT";"307";"Amersfoort";"Utrecht";"Bo";"Gereformeerd vrijgemaakt";"40945";"<5";"18";"31";"0";"0";"6";"44";"0";"22";"28"
"20231001";"07IX";"00";"Roelof Venemaschool";"1181ER";"AMSTELVEEN";"362";"Amstelveen";"Noord-Holland";"Bo";"Protestants-Christelijk";"40020";"<5";"14";"66";"0";"0";"<5";"79";"<5";"9";"72"
"20231001";"07IY";"00";"De Rank";"7242KH";"LOCHEM";"262";"Lochem";"Gelderland";"Bo";"Protestants-Christelijk";"42616";"<5";"7";"10";"0";"0";"5";"13";"<5";"7";"10"
"20231001";"07IZ";"00";"Basissch Kon Wilhelmina";"9161BX";"HOLLUM";"60";"Ameland";"Friesland";"Bo";"Protestants-Christelijk";"27340";"0";"5";"7";"0";"0";"<5";"11";"0";"<5";"9"
"20231001";"07JC";"00";"BS de Uylenborch";"4286BN";"ALMKERK";"1959";"Altena";"Noord-Brabant";"Bo";"Protestants-Christelijk";"41239";"5";"8";"12";"0";"0";"9";"16";"<5";"14";"10"
"20231001";"07JE";"00";"De Boustien";"9271VN";"DE WESTEREEN";"1891";"Dantumadiel";"Friesland";"Bo";"Protestants-Christelijk";"41039";"<5";"12";"7";"0";"0";"7";"15";"0";"12";"10"
"20231001";"07JG";"00";"Het Octaaf";"2925BH";"KRIMPEN AAN DEN IJSSEL";"542";"Krimpen aan den IJssel";"Zuid-Holland";"Bo";"Rooms-Katholiek";"24597";"<5";"27";"27";"0";"0";"12";"45";"<5";"10";"45"
"20231001";"07JH";"00";"Admiraal De Ruyterschool";"1056HP";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Protestants-Christelijk";"41023";"<5";"13";"12";"0";"0";"5";"23";"0";"11";"17"
"20231001";"07JK";"00";"Eerste Openluchtschool";"1077KJ";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Algemeen bijzonder";"28614";"0";"<5";"27";"0";"0";"0";"28";"0";"0";"28"
"20231001";"07JM";"00";"De Kandelaar";"4233HG";"AMEIDE";"1961";"Vijfheerenlanden";"Utrecht";"Bo";"Protestants-Christelijk";"41439";"6";"16";"5";"0";"<5";"15";"11";"<5";"20";"6"
"20231001";"07JN";"00";"Julianabasisschool";"4413DK";"KRABBENDIJKE";"703";"Reimerswaal";"Zeeland";"Bo";"Reformatorisch";"29823";"0";"21";"14";"0";"0";"7";"28";"<5";"7";"27"
"20231001";"07JQ";"00";"c.b.s. Wrâldwizer";"9137RW";"EASTERNIJTSJERK";"1970";"Noardeast-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"40788";"<5";"12";"5";"0";"0";"9";"9";"0";"7";"11"
"20231001";"07JR";"00";"Basissch De Welle";"4416AT";"KRUININGEN";"703";"Reimerswaal";"Zeeland";"Bo";"Protestants-Christelijk";"41582";"<5";"9";"5";"0";"0";"8";"9";"<5";"9";"5"
"20231001";"07JU";"00";"CNS De Nieuwe Weg";"3233BK";"OOSTVOORNE";"1992";"Voorne aan Zee";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41570";"<5";"7";"23";"0";"0";"<5";"27";"<5";"<5";"29"
"20231001";"07JV";"00";"Chr Basisschool Beesd";"4153BE";"BEESD";"1960";"West Betuwe";"Gelderland";"Bo";"Protestants-Christelijk";"30889";"0";"5";"8";"0";"0";"0";"13";"0";"6";"7"
"20231001";"07JX";"00";"SWS De Leister Igge";"9218RH";"OPEINDE";"90";"Smallingerland";"Friesland";"Bo";"Protestants-Christelijk";"40342";"0";"9";"<5";"0";"0";"8";"5";"<5";"5";"6"
"20231001";"07KA";"00";"Kindcentrum Ichthus";"8281EA";"GENEMUIDEN";"1896";"Zwartewaterland";"Overijssel";"Bo";"Protestants-Christelijk";"41270";"<5";"19";"8";"0";"0";"12";"17";"0";"18";"11"
"20231001";"07KB";"00";"Ds G H Kerstenschool";"4454BX";"BORSSELE";"654";"Borsele";"Zeeland";"Bo";"Reformatorisch";"31890";"0";"7";"<5";"0";"0";"<5";"7";"0";"5";"6"
"20231001";"07KC";"00";"School Met De Bijbel";"4171BA";"HERWIJNEN";"1960";"West Betuwe";"Gelderland";"Bo";"Protestants-Christelijk";"41396";"0";"11";"11";"0";"0";"5";"17";"0";"6";"16"
"20231001";"07KD";"00";"Chr Basisschool Rehoboth";"2751ES";"MOERKAPELLE";"1892";"Zuidplas";"Zuid-Holland";"Bo";"Reformatorisch";"32072";"<5";"29";"23";"0";"0";"9";"47";"<5";"27";"28"
"20231001";"07KE";"00";"De Peppels PC Jenaplanbasissch";"5831CA";"BOXMEER";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Protestants-Christelijk";"30235";"8";"24";"10";"0";"0";"21";"21";"<5";"23";"17"
"20231001";"07KF";"00";"Basisschool De Regenboog";"3411XJ";"LOPIK";"331";"Lopik";"Utrecht";"Bo";"Protestants-Christelijk";"41439";"<5";"6";"8";"0";"0";"<5";"12";"0";"6";"9"
