"PEILDATUM";"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM_VESTIGING";"POSTCODE_VESTIGING";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM";"PROVINCIE";"SOORT_PO";"DENOMINATIE_VESTIGING";"BEVOEGD_GEZAG_NUMMER";"REKENEN_LAGER1F";"REKENEN_1F";"REKENEN_1S";"REKENEN_2F";"LV_LAGER1F";"LV_1F";"LV_2F";"TV_LAGER1F";"TV_1F";"TV_2F"
"20231001";"00AP";"00";"WereldWijs";"2716PH";"ZOETERMEER";"637";"Zoetermeer";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"<5";"6";"5";"0";"0";"<5";"10";"<5";"7";"5"
"20231001";"00AR";"00";"BS ""De Maasparel""";"6107AW";"STEVENSWEERT";"1641";"Maasgouw";"Limburg";"Bo";"Rooms-Katholiek";"41797";"0";"5";"<5";"0";"0";"<5";"8";"0";"5";"<5"
"20231001";"00AV";"00";"De Morgenster";"3201CN";"SPIJKENISSE";"1930";"Nissewaard";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"<5";"<5";"0";"0";"<5";"<5";"0";"<5";"<5"
"20231001";"00AZ";"00";"De Stapsteen";"2971AR";"BLESKENSGRAAF CA";"1978";"Molenlanden";"Zuid-Holland";"Bo";"Openbaar";"41638";"0";"7";"5";"0";"0";"<5";"9";"0";"5";"7"
"20231001";"00BB";"00";"Obs Letterwies";"9944AR";"NIEUWOLDA";"1895";"Oldambt";"Groningen";"Bo";"Openbaar";"41613";"<5";"<5";"6";"0";"0";"<5";"8";"<5";"<5";"7"
"20231001";"00BS";"00";"Geref Basisschool";"7711KP";"NIEUWLEUSEN";"148";"Dalfsen";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41632";"<5";"5";"11";"0";"0";"<5";"14";"<5";"10";"6"
"20231001";"00BW";"00";"Jenaplanschool De Vlieger";"6131KJ";"SITTARD";"1883";"Sittard-Geleen";"Limburg";"Bo";"Algemeen bijzonder";"41516";"0";"9";"<5";"0";"0";"<5";"12";"0";"6";"7"
"20231001";"00CD";"00";"Basisschool De Lockaert";"5345JG";"OSS";"828";"Oss";"Noord-Brabant";"Bo";"Algemeen bijzonder";"41228";"5";"14";"5";"0";"0";"10";"14";"<5";"20";"<5"
"20231001";"00CG";"00";"De Harlekijn";"6372AC";"LANDGRAAF";"882";"Landgraaf";"Limburg";"Bo";"Openbaar";"41516";"<5";"9";"43";"0";"0";"9";"44";"<5";"21";"31"
"20231001";"00CS";"00";"Basisschool De Leilinde";"9671JA";"WINSCHOTEN";"1895";"Oldambt";"Groningen";"Bo";"Gereformeerd vrijgemaakt";"42607";"<5";"<5";"<5";"0";"0";"0";"7";"0";"<5";"6"
"20231001";"00CU";"00";"Basisschool Zilverlinde";"4707HS";"ROOSENDAAL";"1674";"Roosendaal";"Noord-Brabant";"Bo";"Antroposofisch";"41246";"0";"9";"<5";"0";"0";"<5";"8";"0";"5";"6"
"20231001";"00CV";"00";"School Matthijsje";"8388NA";"OOSTERSTREEK";"98";"Weststellingwerf";"Friesland";"Bo";"Algemeen bijzonder";"20210";"<5";"<5";"<5";"0";"0";"0";"5";"0";"<5";"<5"
"20231001";"00DD";"00";"Basissch Het Startnest";"1422LE";"UITHOORN";"451";"Uithoorn";"Noord-Holland";"Bo";"Rooms-Katholiek";"40581";"<5";"15";"11";"0";"<5";"9";"20";"<5";"19";"7"
"20231001";"00DM";"00";"De Bolderik";"5473PG";"HEESWIJK-DINTHER";"1721";"Bernheze";"Noord-Brabant";"Bo";"Openbaar";"75388";"5";"6";"12";"0";"0";"8";"15";"0";"11";"12"
"20231001";"00DN";"00";"De Bundeling";"6241BB";"BUNDE";"938";"Meerssen";"Limburg";"Bo";"Openbaar";"42669";"5";"14";"8";"0";"0";"7";"20";"<5";"21";"5"
"20231001";"00DO";"00";"INOVA";"3151CJ";"HOEK VAN HOLLAND";"599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"<5";"7";"<5";"0";"0";"<5";"9";"<5";"5";"6"
"20231001";"00DW";"00";"De Trompetter";"6986AT";"ANGERLO";"299";"Zevenaar";"Gelderland";"Bo";"Rooms-Katholiek";"77235";"<5";"<5";"9";"0";"0";"<5";"10";"0";"<5";"9"
"20231001";"00DX";"00";"Vrije School Assen";"9404KK";"ASSEN";"106";"Assen";"Drenthe";"Bo";"Antroposofisch";"77456";"<5";"8";"<5";"0";"0";"<5";"11";"<5";"5";"6"
"20231001";"00DY";"00";"Basisschool het Sterrenlicht";"8084GK";"'T HARDE";"230";"Elburg";"Gelderland";"Bo";"Gereformeerd vrijgemaakt";"41632";"<5";"8";"0";"0";"<5";"<5";"6";"<5";"<5";"5"
"20231001";"00DZ";"00";"Agnietenschool";"8081NB";"ELBURG";"230";"Elburg";"Gelderland";"Bo";"Rooms-Katholiek";"40950";"0";"10";"13";"0";"0";"<5";"22";"0";"8";"15"
"20231001";"00EB";"00";"Bs Het Telraam";"5441AK";"OEFFELT";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Rooms-Katholiek";"48348";"<5";"6";"13";"0";"0";"<5";"17";"0";"6";"14"
"20231001";"00EI";"00";"Reform Basisschool";"3286BC";"KLAASWAAL";"1963";"Hoeksche Waard";"Zuid-Holland";"Bo";"Reformatorisch";"30133";"<5";"8";"9";"0";"0";"<5";"16";"<5";"10";"9"
"20231001";"00FE";"00";"De Halm";"4286BV";"ALMKERK";"1959";"Altena";"Noord-Brabant";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"<5";"5";"0";"0";"<5";"8";"0";"5";"<5"
"20231001";"00FG";"00";"BS De Reflector";"7557KJ";"HENGELO OV";"164";"Hengelo";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41624";"<5";"<5";"6";"0";"0";"<5";"8";"0";"<5";"7"
"20231001";"00FI";"00";"Samenw Basisschool Pork";"9561CB";"TER APEL";"1950";"Westerwolde";"Groningen";"Bo";"Algemeen bijzonder";"45000";"<5";"17";"11";"0";"<5";"10";"18";"<5";"14";"15"
"20231001";"00FQ";"00";"Montessori BS De Kraal";"4691HT";"THOLEN";"716";"Tholen";"Zeeland";"Bo";"Algemeen bijzonder";"77533";"<5";"<5";"<5";"0";"0";"<5";"6";"0";"9";"0"
"20231001";"00GQ";"00";"Rehoboth Basisschool";"2404GM";"ALPHEN AAN DEN RIJN";"484";"Alphen aan den Rijn";"Zuid-Holland";"Bo";"Reformatorisch";"20183";"<5";"7";"10";"0";"<5";"<5";"15";"<5";"7";"10"
"20231001";"00GR";"00";"Kristal";"8181VZ";"HEERDE";"246";"Heerde";"Gelderland";"Bo";"Gereformeerd vrijgemaakt";"41632";"5";"9";"<5";"0";"<5";"<5";"12";"<5";"10";"5"
"20231001";"00GV";"00";"Basisschool Maria-School";"7661RA";"VASSE";"183";"Tubbergen";"Overijssel";"Bo";"Rooms-Katholiek";"50949";"<5";"6";"14";"0";"0";"5";"16";"<5";"7";"13"
"20231001";"00GX";"00";"RK BS St Jacobus";"6675BB";"VALBURG";"1734";"Overbetuwe";"Gelderland";"Bo";"Rooms-Katholiek";"41530";"0";"5";"7";"0";"0";"0";"12";"0";"<5";"9"
"20231001";"00HA";"00";"Ref Basissch Augustinus";"3851BH";"ERMELO";"233";"Ermelo";"Gelderland";"Bo";"Reformatorisch";"30128";"5";"23";"10";"0";"0";"6";"32";"<5";"28";"9"
"20231001";"00HH";"00";"OBS De Vliete";"4491GB";"WISSENKERKE";"1695";"Noord-Beveland";"Zeeland";"Bo";"Openbaar";"41582";"0";"8";"7";"0";"0";"<5";"14";"0";"6";"9"
"20231001";"00HZ";"00";"Klavertje 4";"3421XL";"OUDEWATER";"589";"Oudewater";"Utrecht";"Bo";"Algemeen bijzonder";"20252";"<5";"7";"14";"0";"0";"<5";"19";"0";"6";"16"
"20231001";"00IF";"00";"RK BS Heilig Hart";"7666LH";"FLERINGEN";"183";"Tubbergen";"Overijssel";"Bo";"Rooms-Katholiek";"50949";"<5";"6";"5";"0";"0";"<5";"10";"0";"8";"<5"
"20231001";"00IJ";"00";"PC BS De Schaapskooi";"7443HC";"NIJVERDAL";"163";"Hellendoorn";"Overijssel";"Bo";"Protestants-Christelijk";"85600";"0";"8";"15";"0";"0";"7";"16";"0";"12";"11"
"20231001";"00IM";"00";"Joos v Larensch";"4341ER";"ARNEMUIDEN";"687";"Middelburg";"Zeeland";"Bo";"Reformatorisch";"30145";"0";"10";"8";"0";"0";"<5";"15";"0";"8";"10"
"20231001";"01VE";"00";"GBS De Bron";"3771CS";"BARNEVELD";"203";"Barneveld";"Gelderland";"Bo";"Gereformeerd vrijgemaakt";"40945";"0";"6";"9";"0";"0";"<5";"11";"0";"5";"10"
"20231001";"01VG";"00";"Jenaplansch T Vlot";"9602KZ";"HOOGEZAND";"1952";"Midden-Groningen";"Groningen";"Bo";"Algemeen bijzonder";"40865";"<5";"11";"8";"0";"0";"7";"14";"<5";"6";"14"
"20231001";"01VG";"01";"Peter Petersenschool";"9751SL";"HAREN GN";"14";"Groningen";"Groningen";"Bo";"Algemeen bijzonder";"40865";"<5";"23";"11";"0";"0";"8";"27";"<5";"18";"16"
"20231001";"01VI";"00";"De Parkschool";"3813LW";"AMERSFOORT";"307";"Amersfoort";"Utrecht";"Bo";"Protestants-Christelijk";"30010";"<5";"11";"5";"0";"0";"<5";"13";"0";"8";"9"
"20231001";"01VQ";"00";"Rk Bs Beekvliet";"1991ET";"VELSERBROEK";"453";"Velsen";"Noord-Holland";"Bo";"Rooms-Katholiek";"40257";"<5";"39";"19";"0";"0";"23";"39";"<5";"37";"24"
"20231001";"01VR";"00";"Montessorischool";"2912CR";"NIEUWERKERK AD IJSSEL";"1892";"Zuidplas";"Zuid-Holland";"Bo";"Algemeen bijzonder";"41226";"<5";"19";"8";"0";"0";"6";"22";"<5";"15";"12"
"20231001";"01VY";"00";"Basissch De Lingewaard";"4241CA";"ARKEL";"1978";"Molenlanden";"Zuid-Holland";"Bo";"Openbaar";"41638";"<5";"12";"11";"0";"<5";"<5";"21";"<5";"9";"14"
"20231001";"01WQ";"00";"De Rank - school met de Bijbel";"9301KE";"RODEN";"1699";"Noordenveld";"Drenthe";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"5";"<5";"0";"0";"<5";"6";"0";"<5";"<5"
"20231001";"01WU";"00";"Vrije Sch De Regenboog";"5643CJ";"EINDHOVEN";"772";"Eindhoven";"Noord-Brabant";"Bo";"Antroposofisch";"30027";"0";"27";"18";"0";"0";"<5";"43";"<5";"27";"17"
"20231001";"01XH";"00";"Basisschool De Ammers";"2964CC";"GROOT-AMMERS";"1978";"Molenlanden";"Zuid-Holland";"Bo";"Openbaar";"41638";"<5";"10";"<5";"0";"0";"6";"9";"0";"10";"5"
"20231001";"01XU";"00";"Hildegaertschool";"3055TE";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40774";"<5";"23";"28";"0";"0";"8";"45";"0";"26";"27"
"20231001";"02ZF";"00";"obs De Vlindertuin";"4233HG";"AMEIDE";"1961";"Vijfheerenlanden";"Utrecht";"Bo";"Openbaar";"41638";"<5";"<5";"5";"0";"0";"<5";"7";"<5";"<5";"6"
"20231001";"02ZW";"00";"GBS 't Schrijvertje";"7322CL";"APELDOORN";"200";"Apeldoorn";"Gelderland";"Bo";"Gereformeerd vrijgemaakt";"40945";"0";"13";"15";"0";"0";"<5";"27";"<5";"7";"20"
"20231001";"02ZY";"00";"De Wingerd";"4464JA";"GOES";"664";"Goes";"Zeeland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"14";"8";"0";"0";"5";"17";"0";"12";"10"
"20231001";"03AG";"00";"PC Basissch De Hoeksteen";"1991ET";"VELSERBROEK";"453";"Velsen";"Noord-Holland";"Bo";"Protestants-Christelijk";"26158";"<5";"14";"13";"0";"0";"5";"24";"<5";"13";"14"
"20231001";"03AH";"00";"Venlose Montessorischool";"5914SH";"VENLO";"983";"Venlo";"Limburg";"Bo";"Algemeen bijzonder";"41167";"<5";"6";"<5";"0";"0";"<5";"6";"<5";"8";"0"
"20231001";"03AI";"00";"De Kleine Prins";"7007BK";"DOETINCHEM";"222";"Doetinchem";"Gelderland";"Bo";"Antroposofisch";"77456";"0";"9";"5";"0";"0";"0";"14";"0";"6";"8"
"20231001";"03AN";"00";"Basisschool Azelo";"7495TW";"AMBT DELDEN";"1735";"Hof van Twente";"Overijssel";"Bo";"Openbaar";"41785";"0";"<5";"<5";"0";"0";"<5";"<5";"0";"<5";"<5"
"20231001";"03AP";"00";"Basisschool De Belhamel";"5551EG";"VALKENSWAARD";"858";"Valkenswaard";"Noord-Brabant";"Bo";"Openbaar";"41662";"<5";"9";"6";"0";"0";"5";"11";"<5";"9";"5"
"20231001";"03AZ";"00";"De Rank";"1817HJ";"ALKMAAR";"361";"Alkmaar";"Noord-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"7";"9";"0";"0";"<5";"15";"<5";"5";"10"
"20231001";"03BA";"00";"Jan V Rijckenborghschool";"1222SX";"HILVERSUM";"402";"Hilversum";"Noord-Holland";"Bo";"Algemeen bijzonder";"41493";"0";"9";"5";"0";"0";"0";"14";"0";"<5";"10"
"20231001";"03BR";"00";"Basisschool De Kring";"6191PD";"BEEK LB";"888";"Beek";"Limburg";"Bo";"Openbaar";"83280";"<5";"11";"<5";"0";"0";"<5";"11";"0";"11";"<5"
"20231001";"03BS";"00";"OBS Dr M L Kingschool";"7591XJ";"DENEKAMP";"1774";"Dinkelland";"Overijssel";"Bo";"Openbaar";"41565";"<5";"8";"17";"0";"0";"<5";"22";"<5";"9";"16"
"20231001";"03BT";"00";"OBS Prinses Irene";"7783BM";"GRAMSBERGEN";"160";"Hardenberg";"Overijssel";"Bo";"Openbaar";"41630";"<5";"8";"<5";"0";"0";"<5";"8";"<5";"6";"<5"
"20231001";"03BV";"00";"De Trumakkers";"5591NG";"HEEZE";"1658";"Heeze-Leende";"Noord-Brabant";"Bo";"Openbaar";"41662";"0";"9";"26";"0";"0";"6";"29";"<5";"17";"15"
"20231001";"03BX";"00";"OBS De Hobbitstee";"3417WD";"MONTFOORT";"335";"Montfoort";"Utrecht";"Bo";"Openbaar";"41401";"<5";"<5";"11";"0";"0";"<5";"14";"0";"7";"10"
"20231001";"03BY";"00";"OBS De Wijzer";"6658ZZ";"BENEDEN-LEEUWEN";"668";"West Maas en Waal";"Gelderland";"Bo";"Openbaar";"41340";"<5";"12";"22";"0";"0";"7";"29";"<5";"16";"19"
"20231001";"03CJ";"00";"Montessorischool";"4462EK";"GOES";"664";"Goes";"Zeeland";"Bo";"Algemeen bijzonder";"77533";"0";"7";"7";"0";"0";"<5";"13";"0";"8";"6"
"20231001";"03CL";"00";"Lubertischool";"1796AH";"DE KOOG";"448";"Texel";"Noord-Holland";"Bo";"Algemeen bijzonder";"79874";"0";"7";"<5";"0";"0";"<5";"9";"0";"5";"6"
"20231001";"03CO";"00";"GBS De Wegwijzer";"8331MZ";"STEENWIJK";"1708";"Steenwijkerland";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41632";"<5";"5";"6";"0";"0";"<5";"10";"0";"7";"5"
"20231001";"03CT";"00";"De Golfslag";"4357EN";"DOMBURG";"717";"Veere";"Zeeland";"Bo";"Openbaar";"42610";"<5";"8";"6";"0";"0";"8";"7";"0";"5";"10"
"20231001";"03CV";"00";"De Zwerm";"1744KJ";"SINT MAARTEN";"441";"Schagen";"Noord-Holland";"Bo";"Openbaar";"41438";"0";"5";"<5";"0";"0";"<5";"6";"0";"<5";"6"
"20231001";"03DF";"00";"OBS Kromme Akkers";"9893PD";"GARNWERD";"1969";"Westerkwartier";"Groningen";"Bo";"Openbaar";"41261";"<5";"5";"<5";"0";"0";"<5";"5";"0";"7";"0"
"20231001";"03DG";"00";"OBS Klinkenborg";"9995PN";"KANTENS";"1966";"Het Hogeland";"Groningen";"Bo";"Openbaar";"41261";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20231001";"03DH";"00";"OJBS De Omnibus";"5991PX";"BAARLO LB";"1894";"Peel en Maas";"Limburg";"Bo";"Openbaar";"41398";"<5";"9";"7";"0";"0";"<5";"17";"0";"12";"8"
"20231001";"03DJ";"00";"Basisschool De Jutter";"8899BD";"VLIELAND";"96";"Vlieland";"Friesland";"Bo";"Openbaar";"13603";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20231001";"03DK";"00";"obs De Dorpsschool";"7251BC";"VORDEN";"1876";"Bronckhorst";"Gelderland";"Bo";"Openbaar";"41371";"<5";"5";"8";"0";"0";"<5";"12";"0";"6";"8"
"20231001";"03DV";"00";"OBS Prins Claus";"3461GH";"LINSCHOTEN";"335";"Montfoort";"Utrecht";"Bo";"Openbaar";"41401";"0";"7";"12";"0";"<5";"5";"13";"<5";"<5";"14"
"20231001";"03DW";"00";"Obs Houwingaham";"9693BG";"BAD NIEUWESCHANS";"1895";"Oldambt";"Groningen";"Bo";"Openbaar";"41613";"<5";"<5";"<5";"0";"0";"0";"6";"0";"<5";"<5"
"20231001";"03DX";"00";"Jan Prins";"3011GM";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"<5";"17";"5";"0";"0";"9";"16";"<5";"12";"10"
"20231001";"03EE";"00";"De Wereldboom";"4561KZ";"HULST";"677";"Hulst";"Zeeland";"Bo";"Openbaar";"40803";"<5";"13";"10";"0";"0";"7";"17";"<5";"10";"13"
"20231001";"03EH";"00";"De Wereldweide";"8091VK";"WEZEP";"269";"Oldebroek";"Gelderland";"Bo";"Openbaar";"41345";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20231001";"03EI";"00";"OBS De Noordster";"9988SC";"USQUERT";"1966";"Het Hogeland";"Groningen";"Bo";"Openbaar";"41261";"0";"<5";"<5";"0";"0";"0";"5";"0";"<5";"<5"
"20231001";"03EJ";"00";"De Smeltkroes";"7852TJ";"WEZUP";"109";"Coevorden";"Drenthe";"Bo";"Openbaar";"41630";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20231001";"03ES";"00";"SWS MeerWaarde";"2396XD";"KOUDEKERK AAN DEN RIJN";"484";"Alphen aan den Rijn";"Zuid-Holland";"Bo";"Samenwerking Opb., PC";"28601";"<5";"23";"7";"0";"0";"12";"22";"0";"18";"16"
"20231001";"03EU";"00";"basisschool Omnia";"2631PT";"NOOTDORP";"1926";"Pijnacker-Nootdorp";"Zuid-Holland";"Bo";"Openbaar";"41488";"<5";"14";"6";"0";"0";"6";"16";"0";"14";"8"
"20231001";"03EV";"00";"OBS De Klimop";"5541GH";"REUSEL";"1667";"Reusel-De Mierden";"Noord-Brabant";"Bo";"Openbaar";"41662";"<5";"15";"18";"0";"0";"8";"26";"0";"13";"21"
"20231001";"03FH";"00";"De Schutse";"3155BM";"MAASLAND";"1842";"Midden-Delfland";"Zuid-Holland";"Bo";"Openbaar";"41455";"<5";"5";"6";"0";"<5";"<5";"10";"<5";"11";"<5"
"20231001";"03FJ";"00";"Openbare Bs De Sterrenboom";"2821SB";"STOLWIJK";"1931";"Krimpenerwaard";"Zuid-Holland";"Bo";"Openbaar";"41401";"<5";"12";"19";"0";"0";"7";"25";"0";"13";"19"
"20231001";"03FS";"00";"Basisschool Hartenaas";"5361HT";"GRAVE";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Openbaar";"41443";"<5";"8";"<5";"0";"0";"<5";"11";"0";"7";"8"
"20231001";"03FT";"00";"Openbare Basisschool De Borgh";"9801AM";"ZUIDHORN";"1969";"Westerkwartier";"Groningen";"Bo";"Openbaar";"41571";"<5";"19";"21";"0";"<5";"<5";"37";"<5";"16";"23"
"20231001";"03FU";"00";"Arembergschool";"8064CD";"ZWARTSLUIS";"1896";"Zwartewaterland";"Overijssel";"Bo";"Openbaar";"41816";"0";"10";"10";"0";"0";"6";"14";"<5";"11";"8"
"20231001";"03GD";"00";"De Lelie";"3465KE";"DRIEBRUGGEN";"1901";"Bodegraven-Reeuwijk";"Zuid-Holland";"Bo";"Reformatorisch";"41534";"0";"9";"13";"0";"0";"<5";"19";"0";"10";"12"
"20231001";"03GE";"00";"Prinses Margriet School";"3028HW";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Bo";"Protestants-Christelijk";"74531";"7";"16";"8";"0";"0";"20";"11";"<5";"14";"13"
"20231001";"03GJ";"00";"De Poeljeugd";"4472AT";"'S-HEER HENDRIKSKINDEREN";"664";"Goes";"Zeeland";"Bo";"Protestants-Christelijk";"41582";"0";"<5";"5";"0";"0";"<5";"7";"0";"5";"<5"
"20231001";"03GL";"00";"De Wegwijzer";"5361AX";"GRAVE";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Protestants-Christelijk";"48348";"<5";"6";"0";"0";"<5";"<5";"<5";"0";"7";"<5"
"20231001";"03GP";"00";"Christelijke Basisschool Delph";"4631NM";"HOOGERHEIDE";"873";"Woensdrecht";"Noord-Brabant";"Bo";"Protestants-Christelijk";"40517";"0";"<5";"<5";"0";"0";"0";"5";"0";"<5";"<5"
"20231001";"03GR";"00";"Het Mozaiek";"7913RE";"HOLLANDSCHEVELD";"118";"Hoogeveen";"Drenthe";"Bo";"Protestants-Christelijk";"40655";"0";"19";"9";"0";"0";"9";"19";"<5";"14";"13"
"20231001";"03GR";"01";"Het Mozaiek";"7913TR";"HOLLANDSCHEVELD";"118";"Hoogeveen";"Drenthe";"Bo";"Protestants-Christelijk";"40655";"0";"<5";"8";"0";"0";"<5";"11";"0";"<5";"8"
"20231001";"03GT";"00";"Chr Basissch De Foareker";"8734GL";"EASTEREIN";"1900";"Súdwest-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"42604";"<5";"<5";"<5";"0";"0";"<5";"5";"0";"<5";"<5"
"20231001";"03GW";"00";"KC de Loft";"6133WZ";"SITTARD";"1883";"Sittard-Geleen";"Limburg";"Bo";"Protestants-Christelijk";"83280";"<5";"11";"6";"0";"0";"10";"9";"0";"11";"8"
"20231001";"03HA";"00";"RK Basisschool Emmaus";"5384BV";"HEESCH";"1721";"Bernheze";"Noord-Brabant";"Bo";"Rooms-Katholiek";"41228";"5";"33";"18";"0";"<5";"14";"39";"<5";"17";"37"
"20231001";"03HB";"00";"Koelmanschool";"4461RH";"GOES";"664";"Goes";"Zeeland";"Bo";"Reformatorisch";"42724";"<5";"15";"13";"0";"0";"8";"22";"<5";"11";"17"
"20231001";"03HC";"00";"Christelijke Basisschool";"5313AP";"NIEUWAAL";"297";"Zaltbommel";"Gelderland";"Bo";"Protestants-Christelijk";"76715";"0";"<5";"<5";"0";"0";"<5";"<5";"0";"5";"0"
"20231001";"03HD";"00";"Basisschool De Lisbloem";"2163AJ";"LISSE";"553";"Lisse";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40967";"0";"12";"13";"0";"0";"<5";"21";"0";"10";"15"
"20231001";"03HE";"00";"Basisschool De Akker";"2161HB";"LISSE";"553";"Lisse";"Zuid-Holland";"Bo";"Reformatorisch";"22765";"<5";"10";"17";"0";"0";"<5";"26";"0";"9";"19"
"20231001";"03HF";"00";"Bs De Draaiende Wieken";"6061EL";"POSTERHOLT";"1669";"Roerdalen";"Limburg";"Bo";"Rooms-Katholiek";"41506";"<5";"16";"14";"0";"0";"9";"23";"0";"15";"17"
"20231001";"03HG";"00";"Basisschool De Bongerd";"6031TZ";"NEDERWEERT";"946";"Nederweert";"Limburg";"Bo";"Rooms-Katholiek";"50819";"<5";"14";"<5";"0";"0";"6";"11";"0";"6";"11"
"20231001";"03HH";"00";"De Parel";"2651CP";"BERKEL EN RODENRIJS";"1621";"Lansingerland";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"5";"11";"0";"0";"<5";"14";"0";"0";"16"
"20231001";"03HI";"00";"Het Christal";"3135PS";"VLAARDINGEN";"622";"Vlaardingen";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"<5";"<5";"0";"0";"<5";"7";"0";"6";"<5"
"20231001";"03HK";"00";"Basissch Guido De Bres";"7731ZL";"OMMEN";"175";"Ommen";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41624";"<5";"9";"11";"0";"0";"<5";"19";"<5";"9";"12"
"20231001";"03HL";"00";"BS De Zjwiek";"6088EH";"ROGGEL";"1640";"Leudal";"Limburg";"Bo";"Rooms-Katholiek";"23961";"<5";"26";"10";"0";"0";"15";"22";"<5";"22";"13"
"20231001";"03HM";"00";"De Vuursteen";"7721BN";"DALFSEN";"148";"Dalfsen";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41632";"0";"12";"9";"0";"0";"5";"16";"<5";"8";"12"
"20231001";"03HO";"00";"Klim-op - school met de Bijbel";"9991BN";"MIDDELSTUM";"1979";"Eemsdelta";"Groningen";"Bo";"Gereformeerd vrijgemaakt";"42607";"<5";"<5";"<5";"0";"0";"<5";"5";"<5";"<5";"<5"
"20231001";"03HP";"00";"Rehoboth";"8281ZC";"GENEMUIDEN";"1896";"Zwartewaterland";"Overijssel";"Bo";"Reformatorisch";"24195";"<5";"11";"12";"0";"0";"6";"20";"0";"11";"15"
"20231001";"03HQ";"00";"GBS de Levensboom";"7954GC";"ROUVEEN";"180";"Staphorst";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41632";"<5";"10";"8";"0";"0";"<5";"18";"0";"12";"9"
"20231001";"03HR";"00";"De Cirkel - sch. met de Bijbel";"9402AR";"ASSEN";"106";"Assen";"Drenthe";"Bo";"Gereformeerd vrijgemaakt";"42607";"<5";"10";"13";"0";"0";"<5";"20";"0";"9";"15"
"20231001";"03HS";"00";"Basisschool Oranje Nassau";"9288BA";"KOOTSTERTILLE";"59";"Achtkarspelen";"Friesland";"Bo";"Gereformeerd vrijgemaakt";"42607";"<5";"<5";"<5";"0";"0";"<5";"5";"0";"<5";"<5"
"20231001";"03HU";"00";"Rehobothschool";"3774DA";"KOOTWIJKERBROEK";"203";"Barneveld";"Gelderland";"Bo";"Reformatorisch";"24481";"<5";"41";"31";"0";"<5";"10";"65";"<5";"34";"40"
"20231001";"03HV";"00";"De Triangel Capelle";"2906VK";"CAPELLE AAN DEN IJSSEL";"502";"Capelle aan den IJssel";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"<5";"7";"10";"0";"0";"<5";"17";"<5";"6";"13"
"20231001";"03HV";"01";"De Triangel (Het Mozaïek)";"2925BX";"KRIMPEN AAN DEN IJSSEL";"542";"Krimpen aan den IJssel";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"<5";"12";"9";"0";"0";"6";"17";"<5";"11";"11"
"20231001";"03HY";"00";"Chr Basissch Eben Haezer";"4043MA";"OPHEUSDEN";"1740";"Neder-Betuwe";"Gelderland";"Bo";"Reformatorisch";"24715";"<5";"22";"18";"0";"0";"9";"32";"<5";"20";"20"
"20231001";"03HZ";"00";"Ds Derksenschool";"4119LX";"RAVENSWAAIJ";"214";"Buren";"Gelderland";"Bo";"Protestants-Christelijk";"41424";"0";"6";"<5";"0";"0";"<5";"7";"0";"<5";"6"
"20231001";"03IA";"00";"Graaf Jan van Nassau Sch";"4386AK";"VLISSINGEN";"718";"Vlissingen";"Zeeland";"Bo";"Reformatorisch";"42724";"0";"8";"10";"0";"0";"<5";"15";"0";"10";"8"
"20231001";"03IB";"00";"Chr Basisschool De Reinbôge";"8765LM";"TJERKWERD";"1900";"Súdwest-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"42604";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
