"PEILDATUM_LEERLINGEN";"PRIKDATUM_SCORES";"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM_VESTIGING";"POSTCODE_VESTIGING";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM";"PROVINCIE";"SOORT_PO";"DENOMINATIE_VESTIGING";"BEVOEGD_GEZAG_NUMMER";"ONTHEFFING_REDEN_ND";"CET_AANTAL";"CET_GEM";"IEP_AANTAL";"IEP_GEM";"ROUTE8_AANTAL";"ROUTE8_GEM";"DIA_AANTAL";"DIA_GEM";"AMN_AANTAL";"AMN_GEM"
"20221001";"20230601";"19TA";"00";"De Vuurtoren";"2587EB";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Protestants-Christelijk";"70176";"0";"26";535,576923076923;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19TB";"00";"Brekeldschool";"7462GS";"RIJSSEN";"1742";"Rijssen-Holten";"Overijssel";"Bo";"Reformatorisch";"42122";"0";"25";536,72;"0";0;"0";0;"0";0;"6";327
"20221001";"20230601";"19TE";"00";"SSBO De Boekanier";"1971GZ";"IJMUIDEN";"453";"Velsen";"Noord-Holland";"Sbo";"Openbaar";"41375";"6";"0";0;"12";52,3333333333333;"0";0;"0";0;"0";0
"20221001";"20230601";"19TK";"00";"Da Costa Basisschool";"3761AJ";"SOEST";"342";"Soest";"Utrecht";"Bo";"Protestants-Christelijk";"41242";"0";"30";538,666666666667;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19TL";"00";"RK Basisschool St Anna";"4881XE";"ZUNDERT";"879";"Zundert";"Noord-Brabant";"Bo";"Rooms-Katholiek";"78066";"0";"0";0;"0";0;"24";203,625;"0";0;"0";0
"20221001";"20230601";"19TM";"00";"Nutsbasissch Mm Boldingh";"2517SC";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Algemeen bijzonder";"20281";"0";"30";538,166666666667;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19TO";"00";"Het Volle Leven";"2587BB";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Openbaar";"41572";"0";"68";534,75;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19TP";"00";"Eigen Wijs SBO";"8915CD";"LEEUWARDEN";"80";"Leeuwarden";"Friesland";"Sbo";"Openbaar";"41850";"12";"0";0;"0";0;"10";142,2;"0";0;"0";0
"20221001";"20230601";"19TU";"00";"Annie M. G. Schmidt";"1213VC";"HILVERSUM";"402";"Hilversum";"Noord-Holland";"Sbo";"Algemeen bijzonder";"42687";"0";"0";0;"0";0;"49";131,142857142857;"0";0;"0";0
"20221001";"20230601";"19TV";"00";"SBO Wim Monnereau";"9641LJ";"VEENDAM";"47";"Veendam";"Groningen";"Sbo";"Openbaar";"41780";"13";"0";0;"0";0;"23";141,869565217391;"0";0;"0";0
"20221001";"20230601";"19UB";"00";"OBS de Monchyschool";"6841GD";"ARNHEM";"202";"Arnhem";"Gelderland";"Bo";"Openbaar";"41645";"0";"17";531,647058823529;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19UC";"00";"Basissch Gr V Prinsterer";"2992DN";"BARENDRECHT";"489";"Barendrecht";"Zuid-Holland";"Bo";"Protestants-Christelijk";"37949";"0";"0";0;"0";0;"51";204,941176470588;"0";0;"0";0
"20221001";"20230601";"19UE";"00";"In Den Climtuin";"7461XN";"RIJSSEN";"1742";"Rijssen-Holten";"Overijssel";"Bo";"Reformatorisch";"42122";"0";"28";533,571428571429;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19UF";"00";"RK Basissch St Liduina";"2022RA";"HAARLEM";"392";"Haarlem";"Noord-Holland";"Bo";"Rooms-Katholiek";"47322";"<5";"0";0;"80";83,875;"0";0;"0";0;"0";0
"20221001";"20230601";"19UG";"00";"SSBO Het Mozaiek";"7204CV";"ZUTPHEN";"301";"Zutphen";"Gelderland";"Sbo";"Openbaar";"41566";"0";"0";0;"0";0;"21";132,333333333333;"0";0;"0";0
"20221001";"20230601";"19UH";"00";"Insingerbasisschool";"3766MA";"SOEST";"342";"Soest";"Utrecht";"Bo";"Protestants-Christelijk";"41242";"0";"26";538,538461538462;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19UI";"00";"RK Basisschool St Jozef";"4884AB";"WERNHOUT";"879";"Zundert";"Noord-Brabant";"Bo";"Rooms-Katholiek";"78066";"0";"<5";NA;"0";0;"22";208,045454545455;"0";0;"0";0
"20221001";"20230601";"19UJ";"00";"Nutsbasissch Laan V Poot";"2566DA";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Algemeen bijzonder";"20281";"0";"31";542,225806451613;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19UK";"00";"Jan Ligthartsch";"2515GE";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Openbaar";"41572";"6";"78";532,525641025641;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19UM";"00";"SSBO Het Tangram";"1441MS";"PURMEREND";"439";"Purmerend";"Noord-Holland";"Sbo";"Openbaar";"41434";"15";"0";0;"11";55,4545454545455;"0";0;"0";0;"0";0
"20221001";"20230601";"19US";"00";"Het Mozaiek";"6832HG";"ARNHEM";"202";"Arnhem";"Gelderland";"Bo";"Openbaar";"41645";"8";"47";537,255319148936;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19UU";"00";"PC Basisschool De Ark";"2991KM";"BARENDRECHT";"489";"Barendrecht";"Zuid-Holland";"Bo";"Protestants-Christelijk";"37949";"<5";"46";542,5;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19UZ";"00";"BS Zonnebloem Zundert";"4881EH";"ZUNDERT";"879";"Zundert";"Noord-Brabant";"Bo";"Rooms-Katholiek";"78066";"0";"0";0;"0";0;"29";202,551724137931;"0";0;"0";0
"20221001";"20230601";"19VA";"00";"Nutsbasissch";"2593TL";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Algemeen bijzonder";"20281";"0";"55";536,127272727273;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19VB";"00";"De Wissel";"2541RL";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Openbaar";"41572";"8";"29";532,172413793103;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19VC";"00";"SSBO Dr Bekenkamp";"9724EJ";"GRONINGEN";"14";"Groningen";"Groningen";"Sbo";"Openbaar";"42510";"0";"0";0;"0";0;"16";130,5;"0";0;"0";0
"20221001";"20230601";"19VC";"01";"SSBO Dr Bekenkamp";"9741BX";"GRONINGEN";"14";"Groningen";"Groningen";"Sbo";"Openbaar";"42510";"0";"0";0;"0";0;"28";116;"0";0;"0";0
"20221001";"20230601";"19VE";"00";"SBO De Poldervaart";"3121JN";"SCHIEDAM";"606";"Schiedam";"Zuid-Holland";"Sbo";"Openbaar";"41567";"19";"0";0;"0";0;"23";135,521739130435;"0";0;"0";0
"20221001";"20230601";"19VH";"00";"De Oranjeschool";"2583AA";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Protestants-Christelijk";"70176";"<5";"36";529,611111111111;"28";70,9285714285714;"0";0;"0";0;"0";0
"20221001";"20230601";"19VI";"00";"Haarschool";"7462BZ";"RIJSSEN";"1742";"Rijssen-Holten";"Overijssel";"Bo";"Reformatorisch";"42122";"0";"29";537,689655172414;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19VJ";"00";"Basisschool Manjefiek";"6218AV";"MAASTRICHT";"935";"Maastricht";"Limburg";"Bo";"Rooms-Katholiek";"41373";"0";"0";0;"0";0;"<5";NA;"0";0;"27";388,407407407407
"20221001";"20230601";"19VL";"00";"Nutsbasissch Zorgvliet";"2517JX";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Algemeen bijzonder";"20281";"0";"0";0;"30";83,5333333333333;"0";0;"0";0;"0";0
"20221001";"20230601";"19VP";"00";"OBS Da Vinci";"6835CD";"ARNHEM";"202";"Arnhem";"Gelderland";"Bo";"Openbaar";"41645";"<5";"18";531,333333333333;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19VR";"00";"De Ronde Maat";"7462LX";"RIJSSEN";"1742";"Rijssen-Holten";"Overijssel";"Bo";"Reformatorisch";"42122";"0";"21";534,52380952381;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19VU";"00";"Nutsbasissch Woonstede";"2543VR";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Algemeen bijzonder";"20281";"0";"0";0;"29";80,448275862069;"0";0;"0";0;"0";0
"20221001";"20230601";"19VX";"00";"IKC De Klimboom";"6843JM";"ARNHEM";"202";"Arnhem";"Gelderland";"Bo";"Openbaar";"41645";"0";"30";535,133333333333;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19VY";"00";"Basisschool De Bron";"3766ED";"SOEST";"342";"Soest";"Utrecht";"Bo";"Protestants-Christelijk";"41242";"0";"0";0;"29";80,551724137931;"0";0;"0";0;"0";0
"20221001";"20230601";"19WC";"00";"SSBO Diekmaat";"7161AN";"NEEDE";"1859";"Berkelland";"Gelderland";"Sbo";"Openbaar";"41413";"11";"0";0;"0";0;"0";0;"22";350,227272727273;"0";0
"20221001";"20230601";"19WE";"00";"De Expeditie";"6844GA";"ARNHEM";"202";"Arnhem";"Gelderland";"Bo";"Openbaar";"41645";"0";"55";531,509090909091;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19WG";"00";"De Lingelaar";"6845JE";"ARNHEM";"202";"Arnhem";"Gelderland";"Bo";"Openbaar";"41645";"0";"43";534,790697674419;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19WO";"00";"Het Galjoen";"2525ZV";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Openbaar";"41572";"<5";"16";526,1875;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19XM";"00";"SSBO De Driesprong";"1066CV";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Sbo";"Rooms-Katholiek";"77690";"18";"7";517,714285714286;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19XU";"00";"De Tweemaster";"2583JH";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Openbaar";"41572";"<5";"16";533,9375;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19XX";"00";"De Piramide";"1824KV";"ALKMAAR";"361";"Alkmaar";"Noord-Holland";"Sbo";"Openbaar";"42514";"<5";"0";0;"0";0;"0";0;"26";340,038461538462;"0";0
"20221001";"20230601";"19YH";"00";"RK Basissch Olof Palme";"5152JB";"DRUNEN";"797";"Heusden";"Noord-Brabant";"Bo";"Rooms-Katholiek";"78222";"0";"0";0;"85";86,9882352941176;"0";0;"0";0;"0";0
"20221001";"20230601";"19YL";"00";"De Voorsprong";"2525AA";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Openbaar";"41572";"6";"31";529,322580645161;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19YO";"00";"PC B Pr Willem Alexander";"4005AH";"TIEL";"281";"Tiel";"Gelderland";"Bo";"Protestants-Christelijk";"41424";"0";"0";0;"0";0;"34";189,470588235294;"0";0;"0";0
"20221001";"20230601";"19YS";"00";"De Vlierboom";"2564JJ";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Openbaar";"41572";"0";"41";531,634146341463;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19YX";"00";"De Leeuwerikhoeve";"2591BR";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Openbaar";"41572";"<5";"20";529,85;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19ZB";"00";"PC Basissch Pr Maurits";"4007HD";"TIEL";"281";"Tiel";"Gelderland";"Bo";"Protestants-Christelijk";"41424";"0";"0";0;"0";0;"0";0;"38";358,815789473684;"0";0
"20221001";"20230601";"19ZF";"00";"Prinses Marijkeschool";"2525TA";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Openbaar";"41572";"6";"43";530,209302325581;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19ZG";"00";"Goeman Borgesius";"1067EZ";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41579";"0";"40";527,625;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19ZH";"00";"PC Basissch Prins Claus";"4003TL";"TIEL";"281";"Tiel";"Gelderland";"Bo";"Protestants-Christelijk";"41424";"0";"25";532,88;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19ZJ";"00";"Zuidwalschool";"2512CW";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Bo";"Openbaar";"41572";"<5";"22";531,636363636364;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"19ZN";"00";"SBO De Sterren";"9602MZ";"HOOGEZAND";"1952";"Midden-Groningen";"Groningen";"Sbo";"Algemeen bijzonder";"41414";"13";"0";0;"0";0;"10";118,4;"0";0;"0";0
"20221001";"20230601";"20AG";"00";"SBO De Boemerang";"6442AJ";"BRUNSSUM";"899";"Brunssum";"Limburg";"Sbo";"Rooms-Katholiek";"41516";"6";"0";0;"0";0;"10";114,9;"0";0;"0";0
"20221001";"20230601";"20AH";"00";"SBO De Horizon";"8102AK";"RAALTE";"177";"Raalte";"Overijssel";"Sbo";"Rooms-Katholiek";"40894";"0";"0";0;"0";0;"22";123,272727272727;"0";0;"0";0
"20221001";"20230601";"20BW";"00";"Opb Basissch De Krulder";"2221SC";"KATWIJK ZH";"537";"Katwijk";"Zuid-Holland";"Bo";"Openbaar";"41362";"0";"9";529,555555555556;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20BX";"00";"SSBO De Meander";"9406XP";"ASSEN";"106";"Assen";"Drenthe";"Sbo";"Openbaar";"42719";"<5";"0";0;"0";0;"47";122,106382978723;"0";0;"0";0
"20221001";"20230601";"20CB";"00";"De Hofvilla";"2291SX";"WATERINGEN";"1783";"Westland";"Zuid-Holland";"Bo";"Rooms-Katholiek";"20671";"0";"0";0;"0";0;"0";0;"73";360,835616438356;"0";0
"20221001";"20230601";"20CV";"00";"Basissch St Jozef";"2292AD";"WATERINGEN";"1783";"Westland";"Zuid-Holland";"Bo";"Rooms-Katholiek";"20671";"0";"0";0;"0";0;"0";0;"58";360,672413793103;"0";0
"20221001";"20230601";"20CX";"00";"Koningin Beatrixschool";"4101BK";"CULEMBORG";"216";"Culemborg";"Gelderland";"Bo";"Protestants-Christelijk";"41424";"0";"31";530,064516129032;"<5";NA;"0";0;"0";0;"0";0
"20221001";"20230601";"20DJ";"00";"Kath Basissch Maria";"2291MB";"WATERINGEN";"1783";"Westland";"Zuid-Holland";"Bo";"Rooms-Katholiek";"20671";"<5";"36";535,222222222222;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20DK";"00";"Bs Koning Willem Alexander";"4102KN";"CULEMBORG";"216";"Culemborg";"Gelderland";"Bo";"Protestants-Christelijk";"41424";"0";"26";537;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20DV";"00";"Basissch Andreashof";"2295PE";"KWINTSHEUL";"1783";"Westland";"Zuid-Holland";"Bo";"Rooms-Katholiek";"20671";"<5";"0";0;"0";0;"0";0;"39";362,282051282051;"0";0
"20221001";"20230601";"20EL";"00";"Montessori KC de Plotter";"7204CV";"ZUTPHEN";"301";"Zutphen";"Gelderland";"Bo";"Openbaar";"41566";"<5";"0";0;"59";87,9152542372881;"0";0;"0";0;"0";0
"20221001";"20230601";"20FB";"00";"Kindcentrum De Waaier";"7204KM";"ZUTPHEN";"301";"Zutphen";"Gelderland";"Bo";"Openbaar";"41566";"<5";"0";0;"19";72,1578947368421;"0";0;"0";0;"0";0
"20221001";"20230601";"20FE";"00";"Dalton KC Jan Ligthart";"7203JB";"ZUTPHEN";"301";"Zutphen";"Gelderland";"Bo";"Openbaar";"41566";"0";"18";535,111111111111;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20FG";"00";"BS Theo Thyssen";"7205BZ";"ZUTPHEN";"301";"Zutphen";"Gelderland";"Bo";"Openbaar";"42616";"0";"13";529,769230769231;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20FI";"00";"OBS De Parel";"7206CS";"ZUTPHEN";"301";"Zutphen";"Gelderland";"Bo";"Openbaar";"41566";"0";"11";529,727272727273;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20FK";"00";"De Barkentijn";"3077HD";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"0";0;"17";76,9411764705882;"0";0;"0";0;"0";0
"20221001";"20230601";"20GB";"00";"SSBO Palet";"5831EW";"BOXMEER";"1982";"Land van Cuijk";"Noord-Brabant";"Sbo";"Rooms-Katholiek";"48348";"7";"0";0;"0";0;"16";129,9375;"0";0;"0";0
"20221001";"20230601";"20GF";"00";"SSBO De Vlindertuin";"1824KV";"ALKMAAR";"361";"Alkmaar";"Noord-Holland";"Sbo";"Rooms-Katholiek";"60997";"14";"0";0;"17";61,1176470588235;"0";0;"0";0;"0";0
"20221001";"20230601";"20GP";"00";"De Harlekijn";"5691CD";"SON EN BREUGEL";"848";"Son en Breugel";"Noord-Brabant";"Bo";"Algemeen bijzonder";"40378";"<5";"0";0;"26";82,1538461538462;"0";0;"0";0;"0";0
"20221001";"20230601";"20GW";"00";"Basissch de Bloktempel";"5691HB";"SON EN BREUGEL";"848";"Son en Breugel";"Noord-Brabant";"Bo";"Algemeen bijzonder";"40378";"<5";"42";535,238095238095;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20GY";"00";"Basisschool het Baken";"3844NC";"HARDERWIJK";"243";"Harderwijk";"Gelderland";"Bo";"Protestants-Christelijk";"85476";"0";"16";529,25;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20HF";"00";"BS De Schakel";"3842EH";"HARDERWIJK";"243";"Harderwijk";"Gelderland";"Bo";"Protestants-Christelijk";"85476";"0";"28";533,892857142857;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20HH";"00";"Basissch de Wegwijzer";"3844BA";"HARDERWIJK";"243";"Harderwijk";"Gelderland";"Bo";"Protestants-Christelijk";"85476";"<5";"9";537,333333333333;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20HJ";"00";"Basisschool De Brug";"3843EZ";"HARDERWIJK";"243";"Harderwijk";"Gelderland";"Bo";"Protestants-Christelijk";"85476";"0";"35";530,314285714286;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20HK";"00";"DOK 19";"3841KK";"HARDERWIJK";"243";"Harderwijk";"Gelderland";"Bo";"Protestants-Christelijk";"85476";"0";"0";0;"23";75,5217391304348;"0";0;"0";0;"0";0
"20221001";"20230601";"20HL";"00";"Basisschool de Rank";"3841CV";"HARDERWIJK";"243";"Harderwijk";"Gelderland";"Bo";"Protestants-Christelijk";"85476";"<5";"13";535,615384615385;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20HM";"00";"Bs Willem Alexander";"3843BG";"HARDERWIJK";"243";"Harderwijk";"Gelderland";"Bo";"Protestants-Christelijk";"85476";"0";"0";0;"0";0;"0";0;"32";360,40625;"0";0
"20221001";"20230601";"20HQ";"00";"Basisschool de Esch";"3063SJ";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"0";0;"17";74,5882352941177;"0";0;"0";0;"0";0
"20221001";"20230601";"20IM";"00";"Ludgerusschool";"3768GM";"SOEST";"342";"Soest";"Utrecht";"Bo";"Rooms-Katholiek";"65430";"0";"29";538,172413793103;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20IN";"00";"De Damiaanschool";"3702VM";"ZEIST";"355";"Zeist";"Utrecht";"Bo";"Rooms-Katholiek";"69447";"0";"0";0;"72";85,4305555555556;"0";0;"0";0;"0";0
"20221001";"20230601";"20IQ";"00";"RK Bs de Driesprong";"3762CZ";"SOEST";"342";"Soest";"Utrecht";"Bo";"Rooms-Katholiek";"65430";"0";"28";536,214285714286;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20IR";"00";"Basisschool de Griffel";"3704KC";"ZEIST";"355";"Zeist";"Utrecht";"Bo";"Rooms-Katholiek";"69447";"0";"0";0;"21";81,0952380952381;"0";0;"0";0;"0";0
"20221001";"20230601";"20IT";"00";"Basisschool de Wegwijzer";"3766CP";"SOEST";"342";"Soest";"Utrecht";"Bo";"Rooms-Katholiek";"65430";"0";"25";535,12;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20IY";"00";"RK Montessori-School";"3764DK";"SOEST";"342";"Soest";"Utrecht";"Bo";"Rooms-Katholiek";"65430";"0";"27";537,148148148148;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20IZ";"00";"De Kameleon";"3734VH";"DEN DOLDER";"355";"Zeist";"Utrecht";"Bo";"Rooms-Katholiek";"69447";"0";"0";0;"36";83,9444444444444;"0";0;"0";0;"0";0
"20221001";"20230601";"20JB";"00";"Basisschool de Achtbaan";"3762JC";"SOEST";"342";"Soest";"Utrecht";"Bo";"Rooms-Katholiek";"65430";"0";"20";530,15;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20JC";"00";"SSBO De Bonte Vlinder";"2565XD";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Sbo";"Openbaar";"41572";"23";"0";0;"0";0;"32";151,8125;"0";0;"0";0
"20221001";"20230601";"20JF";"00";"SSBO De Haagse Beek";"2545NV";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Sbo";"Openbaar";"41572";"0";"0";0;"0";0;"16";111,625;"0";0;"0";0
"20221001";"20230601";"20JJ";"00";"SSBO P H Schreuder";"2526LL";"'S-GRAVENHAGE";"518";"'s-Gravenhage";"Zuid-Holland";"Sbo";"Openbaar";"41572";"0";"0";0;"0";0;"32";117,125;"0";0;"0";0
"20221001";"20230601";"20KF";"00";"Mont. Elzeneind";"5343GH";"OSS";"828";"Oss";"Noord-Brabant";"Bo";"Rooms-Katholiek";"75388";"0";"0";0;"0";0;"34";214,558823529412;"0";0;"0";0
"20221001";"20230601";"20KL";"00";"RK SSBO de Griffel";"6415SB";"HEERLEN";"917";"Heerlen";"Limburg";"Sbo";"Rooms-Katholiek";"41506";"0";"0";0;"0";0;"50";129,8;"0";0;"0";0
"20221001";"20230601";"20KR";"00";"Basisschool Sterrebos";"5343VC";"OSS";"828";"Oss";"Noord-Brabant";"Bo";"Rooms-Katholiek";"75388";"0";"45";529,111111111111;"<5";NA;"0";0;"0";0;"0";0
"20221001";"20230601";"20KT";"00";"Basisschool De Blinkerd";"5344GK";"OSS";"828";"Oss";"Noord-Brabant";"Bo";"Rooms-Katholiek";"75388";"0";"0";0;"0";0;"13";156,846153846154;"0";0;"0";0
"20221001";"20230601";"20KW";"00";"OBS Plevier";"3192SE";"HOOGVLIET ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"<5";"0";0;"56";79,5892857142857;"0";0;"0";0;"0";0
"20221001";"20230601";"20KY";"00";"SSBO De Kring";"3068BT";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Sbo";"Openbaar";"41775";"0";"14";514,428571428571;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20LC";"00";"RK SBO De Tandem";"5402GA";"UDEN";"1991";"Maashorst";"Noord-Brabant";"Sbo";"Rooms-Katholiek";"32177";"<5";"0";0;"0";0;"16";110,4375;"0";0;"0";0
"20221001";"20230601";"20LI";"00";"SSBO De Vliethorst";"2263VJ";"LEIDSCHENDAM";"1916";"Leidschendam-Voorburg";"Zuid-Holland";"Sbo";"Rooms-Katholiek";"20281";"11";"0";0;"0";0;"10";142,4;"0";0;"0";0
"20221001";"20230601";"20NV";"00";"SSBO De Bolster";"6601XR";"WIJCHEN";"296";"Wijchen";"Gelderland";"Sbo";"Rooms-Katholiek";"38001";"<5";"<5";NA;"0";0;"25";129,2;"0";0;"0";0
"20221001";"20230601";"20OF";"00";"SSBO Zeppelin";"1033LW";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Sbo";"Protestants-Christelijk";"77690";"<5";"13";516,461538461538;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20OQ";"00";"Kortland";"2923CH";"KRIMPEN AAN DEN IJSSEL";"542";"Krimpen aan den IJssel";"Zuid-Holland";"Bo";"Openbaar";"41545";"<5";"0";0;"41";79,2682926829268;"0";0;"0";0;"0";0
"20221001";"20230601";"20OW";"00";"Basisschool t Einder";"5422AN";"GEMERT";"1652";"Gemert-Bakel";"Noord-Brabant";"Bo";"Openbaar";"41860";"0";"30";535,633333333333;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20PN";"00";"OBS de Groeiplaneet";"2924XP";"KRIMPEN AAN DEN IJSSEL";"542";"Krimpen aan den IJssel";"Zuid-Holland";"Bo";"Openbaar";"41545";"0";"44";533,045454545455;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20QG";"00";"SBO De Boemerang";"7322GK";"APELDOORN";"200";"Apeldoorn";"Gelderland";"Sbo";"Openbaar";"41616";"7";"0";0;"0";0;"12";114;"0";0;"0";0
"20221001";"20230601";"20QP";"00";"Facet";"8031VA";"ZWOLLE";"193";"Zwolle";"Overijssel";"Sbo";"Rooms-Katholiek";"40888";"0";"0";0;"0";0;"28";112,214285714286;"0";0;"0";0
"20221001";"20230601";"20RD";"00";"SSBO Sonnevanck";"3081HZ";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Sbo";"Openbaar";"41775";"0";"0";0;"0";0;"30";115,266666666667;"0";0;"0";0
"20221001";"20230601";"20RV";"00";"SBO Kindcentrum IJsselmonde";"3078CL";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Sbo";"Openbaar";"41775";"0";"0";0;"0";0;"26";110,807692307692;"0";0;"<5";NA
"20221001";"20230601";"20SC";"00";"Holendrecht";"1106LP";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41716";"<5";"14";524,142857142857;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20SE";"00";"Huizingaschool";"1065VT";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41579";"<5";"0";0;"33";74,6363636363636;"0";0;"0";0;"0";0
"20221001";"20230601";"20SG";"00";"Brede School De Kinkerbuurt";"1053PE";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41663";"<5";"41";535,951219512195;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"20SH";"00";"OBS IJplein";"1021RA";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"42553";"<5";"0";0;"0";0;"0";0;"29";349,689655172414;"0";0
"20221001";"20230601";"20SK";"00";"Louis Bouwmeester";"1065KW";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Openbaar";"41579";"9";"15";528,933333333333;"0";0;"0";0;"0";0;"0";0
