"PEILDATUM_LEERLINGEN";"PRIKDATUM_SCORES";"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM_VESTIGING";"POSTCODE_VESTIGING";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM";"PROVINCIE";"SOORT_PO";"DENOMINATIE_VESTIGING";"BEVOEGD_GEZAG_NUMMER";"ONTHEFFING_REDEN_ND";"CET_AANTAL";"CET_GEM";"IEP_AANTAL";"IEP_GEM";"ROUTE8_AANTAL";"ROUTE8_GEM";"DIA_AANTAL";"DIA_GEM";"AMN_AANTAL";"AMN_GEM"
"20221001";"20230601";"10PS";"00";"De Leemstee";"7574TX";"OLDENZAAL";"173";"Oldenzaal";"Overijssel";"Bo";"Rooms-Katholiek";"75219";"<5";"27";535,074074074074;"0";0;"<5";NA;"0";0;"0";0
"20221001";"20230601";"10PT";"00";"De Wingerd";"8256BK";"BIDDINGHUIZEN";"303";"Dronten";"Flevoland";"Bo";"Rooms-Katholiek";"40950";"0";"0";0;"33";79,6060606060606;"0";0;"0";0;"0";0
"20221001";"20230601";"10PW";"00";"Basissch de Overplaats";"2171VB";"SASSENHEIM";"1525";"Teylingen";"Zuid-Holland";"Bo";"Rooms-Katholiek";"40967";"0";"29";541,241379310345;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10PX";"00";"De Rank";"1741TG";"SCHAGEN";"441";"Schagen";"Noord-Holland";"Bo";"Rooms-Katholiek";"55238";"0";"0";0;"35";82,3142857142857;"0";0;"0";0;"0";0
"20221001";"20230601";"10PY";"00";"Basisschool de Beiaard";"3571XV";"UTRECHT";"344";"Utrecht";"Utrecht";"Bo";"Rooms-Katholiek";"77052";"<5";"21";536,47619047619;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10PZ";"00";"De Smelen";"5553CT";"VALKENSWAARD";"858";"Valkenswaard";"Noord-Brabant";"Bo";"Rooms-Katholiek";"31384";"0";"38";532,342105263158;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10QA";"00";"RK BS Jozef";"4382KB";"VLISSINGEN";"718";"Vlissingen";"Zeeland";"Bo";"Rooms-Katholiek";"77533";"0";"0";0;"18";75,4444444444444;"0";0;"0";0;"0";0
"20221001";"20230601";"10QB";"00";"RK Bs Klavertje Vier";"6287BB";"EYS";"1729";"Gulpen-Wittem";"Limburg";"Bo";"Rooms-Katholiek";"41506";"<5";"0";0;"0";0;"0";0;"7";367,857142857143;"0";0
"20221001";"20230601";"10QC";"00";"De Minstreel";"3401NG";"IJSSELSTEIN UT";"353";"IJsselstein";"Utrecht";"Bo";"Rooms-Katholiek";"77975";"0";"55";534,981818181818;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10QE";"00";"KBs Franciscus";"3448TH";"WOERDEN";"632";"Woerden";"Utrecht";"Bo";"Rooms-Katholiek";"70002";"0";"27";540,555555555556;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10QF";"00";"KC Molenwerf";"2103TC";"HEEMSTEDE";"397";"Heemstede";"Noord-Holland";"Bo";"Rooms-Katholiek";"40775";"0";"0";0;"11";82,5454545454545;"0";0;"0";0;"0";0
"20221001";"20230601";"10QL";"00";"De Plataan";"6721CK";"BENNEKOM";"228";"Ede";"Gelderland";"Bo";"Protestants-Christelijk";"42587";"0";"35";535,457142857143;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10QM";"00";"KC Wereldweijde";"2411JL";"BODEGRAVEN";"1901";"Bodegraven-Reeuwijk";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41194";"0";"0";0;"0";0;"19";201,789473684211;"0";0;"0";0
"20221001";"20230601";"10QO";"00";"A Baron van Dedemschool";"7722LH";"DALFSEN";"148";"Dalfsen";"Overijssel";"Bo";"Protestants-Christelijk";"42744";"0";"0";0;"<5";NA;"0";0;"0";0;"0";0
"20221001";"20230601";"10QP";"00";"De Akker";"6952GA";"DIEREN";"275";"Rheden";"Gelderland";"Bo";"Protestants-Christelijk";"40843";"0";"20";533,35;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10QQ";"00";"Chr Basissch Pr Bernhard";"3886KA";"GARDEREN";"203";"Barneveld";"Gelderland";"Bo";"Protestants-Christelijk";"84423";"0";"20";536,75;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10QR";"00";"Johannes Bogermanschool";"8281GK";"GENEMUIDEN";"1896";"Zwartewaterland";"Overijssel";"Bo";"Protestants-Christelijk";"84579";"<5";"0";0;"10";77;"0";0;"0";0;"0";0
"20221001";"20230601";"10QS";"00";"Plaswyckschool v PC Bo";"2804GG";"GOUDA";"513";"Gouda";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41194";"0";"<5";NA;"0";0;"37";215,297297297297;"0";0;"0";0
"20221001";"20230601";"10QX";"00";"PC Basissch Zalmplaat";"3192SE";"HOOGVLIET ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Bo";"Protestants-Christelijk";"47595";"0";"60";533,983333333333;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10QY";"00";"Kon Wilhelminaschool";"4143BD";"LEERDAM";"1961";"Vijfheerenlanden";"Utrecht";"Bo";"Protestants-Christelijk";"41396";"0";"17";538,882352941176;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10QZ";"00";"De Wegwijzer";"6741BN";"LUNTEREN";"228";"Ede";"Gelderland";"Bo";"Protestants-Christelijk";"87920";"0";"20";535,8;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10RA";"00";"Chr Bs de Ouverture";"2671VV";"NAALDWIJK";"1783";"Westland";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41454";"0";"0";0;"0";0;"47";203,063829787234;"0";0;"0";0
"20221001";"20230601";"10RC";"00";"Rehobothschool";"3861VA";"NIJKERK GLD";"267";"Nijkerk";"Gelderland";"Bo";"Protestants-Christelijk";"89155";"6";"0";0;"0";0;"0";0;"44";363,136363636364;"0";0
"20221001";"20230601";"10RD";"00";"Pc Basissch Pr Marijke";"7441BH";"NIJVERDAL";"163";"Hellendoorn";"Overijssel";"Bo";"Protestants-Christelijk";"85600";"0";"23";534,739130434783;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10RE";"00";"IKC Juliana";"8603XV";"SNEEK";"1900";"SÂ·dwest-FryslÃn";"Friesland";"Bo";"Protestants-Christelijk";"42545";"<5";"0";0;"26";79,3461538461538;"0";0;"0";0;"0";0
"20221001";"20230601";"10RF";"00";"Juliana v Stolbergschool";"5144CJ";"WAALWIJK";"867";"Waalwijk";"Noord-Brabant";"Bo";"Protestants-Christelijk";"40681";"0";"54";534,833333333333;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10RG";"00";"Jan Woudsmaschool";"1109AR";"AMSTERDAM";"363";"Amsterdam";"Noord-Holland";"Bo";"Protestants-Christelijk";"41595";"0";"0";0;"0";0;"14";188,357142857143;"0";0;"0";0
"20221001";"20230601";"10RH";"00";"De Kluinveen";"7641AL";"WIERDEN";"189";"Wierden";"Overijssel";"Bo";"Protestants-Christelijk";"92951";"<5";"0";0;"0";0;"0";0;"14";361,142857142857;"0";0
"20221001";"20230601";"10RI";"00";"Koningin Julianaschool";"3931PT";"WOUDENBERG";"351";"Woudenberg";"Utrecht";"Bo";"Protestants-Christelijk";"41337";"0";"0";0;"28";80,6071428571429;"0";0;"0";0;"0";0
"20221001";"20230601";"10RJ";"00";"Kindcentrum De Flief";"7204ES";"ZUTPHEN";"301";"Zutphen";"Gelderland";"Bo";"Protestants-Christelijk";"41011";"0";"0";0;"9";84,2222222222222;"0";0;"0";0;"0";0
"20221001";"20230601";"10RK";"00";"De Hoogakker";"4824SG";"BREDA";"758";"Breda";"Noord-Brabant";"Bo";"Algemeen bijzonder";"40637";"<5";"65";535,784615384615;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10RL";"00";"Noorderlicht";"5233EA";"'S-HERTOGENBOSCH";"796";"'s-Hertogenbosch";"Noord-Brabant";"Bo";"Algemeen bijzonder";"41672";"0";"0";0;"0";0;"48";200,354166666667;"0";0;"0";0
"20221001";"20230601";"10RO";"00";"Chr Basisschool de Haven";"7001CT";"DOETINCHEM";"222";"Doetinchem";"Gelderland";"Bo";"Protestants-Christelijk";"41011";"0";"0";0;"36";78,5;"0";0;"0";0;"0";0
"20221001";"20230601";"10RR";"00";"Opb BS De Klimop";"4315AW";"DREISCHOR";"1676";"Schouwen-Duiveland";"Zeeland";"Bo";"Openbaar";"41557";"0";"0";0;"5";76,4;"0";0;"0";0;"0";0
"20221001";"20230601";"10RS";"00";"Julianaschool";"7218AH";"ALMEN";"262";"Lochem";"Gelderland";"Bo";"Openbaar";"42561";"<5";"<5";NA;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10RY";"00";"o.b.s. De Klimtoren";"7705PD";"DROGTEROPSLAGEN";"1690";"De Wolden";"Drenthe";"Bo";"Openbaar";"41895";"0";"0";0;"0";0;"<5";NA;"0";0;"0";0
"20221001";"20230601";"10SG";"00";"Bonnerschool";"9461AC";"GIETEN";"1680";"Aa en Hunze";"Drenthe";"Bo";"Openbaar";"41899";"0";"0";0;"14";71,9285714285714;"0";0;"0";0;"0";0
"20221001";"20230601";"10SH";"00";"OBS De Kern";"7773DE";"HARDENBERG";"160";"Hardenberg";"Overijssel";"Bo";"Openbaar";"41630";"0";"0";0;"0";0;"12";187;"0";0;"0";0
"20221001";"20230601";"10SO";"00";"Griftschool";"3931AB";"WOUDENBERG";"351";"Woudenberg";"Utrecht";"Bo";"Openbaar";"41481";"0";"28";535,928571428571;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10SO";"01";"Basisschool De Dorpsbeuk";"3925JL";"SCHERPENZEEL GLD";"279";"Scherpenzeel";"Gelderland";"Bo";"Openbaar";"41481";"0";"0";0;"31";79;"0";0;"0";0;"0";0
"20221001";"20230601";"10SX";"00";"Basisschool 't Palet";"3832JN";"LEUSDEN";"327";"Leusden";"Utrecht";"Bo";"Openbaar";"41886";"0";"0";0;"59";82,593220338983;"0";0;"0";0;"0";0
"20221001";"20230601";"10SZ";"00";"OBS Futura";"9679JE";"SCHEEMDA";"1895";"Oldambt";"Groningen";"Bo";"Openbaar";"41613";"0";"30";539,533333333333;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10TA";"00";"OBS Het Oelebred";"9482PP";"TYNAARLO";"1730";"Tynaarlo";"Drenthe";"Bo";"Openbaar";"41851";"0";"18";535,777777777778;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10TB";"00";"Burg de Ruiterschool";"8374KG";"KUINRE";"1708";"Steenwijkerland";"Overijssel";"Bo";"Openbaar";"41816";"0";"9";535;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10TC";"00";"Opb Basissch de Polsstok";"2825BE";"BERKENWOUDE";"1931";"Krimpenerwaard";"Zuid-Holland";"Bo";"Openbaar";"41401";"0";"<5";NA;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10TE";"00";"Basisschool Brookschole";"7475PW";"MARKELO";"1735";"Hof van Twente";"Overijssel";"Bo";"Openbaar";"41785";"0";"9";525,444444444444;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10TH";"00";"BS De Zuidwester";"9471PS";"ZUIDLAREN";"1730";"Tynaarlo";"Drenthe";"Bo";"Openbaar";"41851";"0";"17";536,235294117647;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10TO";"00";"Basisschool de Eiber";"7701VE";"DEDEMSVAART";"160";"Hardenberg";"Overijssel";"Bo";"Openbaar";"41630";"0";"0";0;"0";0;"18";182,222222222222;"0";0;"0";0
"20221001";"20230601";"10TP";"00";"Obs de Elsakker";"9337PB";"WESTERVELDE";"1699";"Noordenveld";"Drenthe";"Bo";"Openbaar";"11711";"0";"5";538;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10TR";"00";"De Singel";"4701HL";"ROOSENDAAL";"1674";"Roosendaal";"Noord-Brabant";"Bo";"Openbaar";"41471";"0";"0";0;"30";80,8333333333333;"0";0;"0";0;"0";0
"20221001";"20230601";"10TT";"00";"De Spelwert";"5301WE";"ZALTBOMMEL";"297";"Zaltbommel";"Gelderland";"Bo";"Openbaar";"41633";"0";"0";0;"0";0;"27";214;"0";0;"0";0
"20221001";"20230601";"10UA";"00";"Merwedeschool";"3372XG";"HARDINXVELD-GIESSENDAM";"523";"Hardinxveld-Giessendam";"Zuid-Holland";"Bo";"Openbaar";"41386";"<5";"0";0;"21";80,5714285714286;"0";0;"0";0;"0";0
"20221001";"20230601";"10UB";"00";"De Straap";"5709KG";"HELMOND";"794";"Helmond";"Noord-Brabant";"Bo";"Openbaar";"41349";"0";"0";0;"0";0;"0";0;"31";358,709677419355;"0";0
"20221001";"20230601";"10UD";"00";"Obs De Molenvliet";"3243AM";"STAD AAN 'T HARINGVLIET";"1924";"Goeree-Overflakkee";"Zuid-Holland";"Bo";"Openbaar";"41502";"0";"0";0;"0";0;"<5";NA;"0";0;"0";0
"20221001";"20230601";"10UF";"00";"OBS Pierre Bayle";"3034JW";"ROTTERDAM";"599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"0";0;"0";0;"0";0;"0";0;"13";400,923076923077
"20221001";"20230601";"10UG";"00";"De Buizerd";"6601AT";"WIJCHEN";"296";"Wijchen";"Gelderland";"Bo";"Openbaar";"38001";"0";"0";0;"48";78,6458333333333;"0";0;"0";0;"0";0
"20221001";"20230601";"10UJ";"00";"De Boomhut";"7471EL";"GOOR";"1735";"Hof van Twente";"Overijssel";"Bo";"Openbaar";"41785";"0";"30";532,333333333333;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10UK";"00";"Basisschool Het Mozaiek";"4142EM";"LEERDAM";"1961";"Vijfheerenlanden";"Utrecht";"Bo";"Openbaar";"41638";"<5";"0";0;"13";70,3846153846154;"0";0;"0";0;"0";0
"20221001";"20230601";"10UN";"00";"Basisschool 't Oelebrod";"7963BZ";"RUINEN";"1690";"De Wolden";"Drenthe";"Bo";"Openbaar";"41895";"0";"0";0;"0";0;"20";208,7;"0";0;"0";0
"20221001";"20230601";"10UP";"00";"OBS Camelot";"5402HA";"UDEN";"1991";"Maashorst";"Noord-Brabant";"Bo";"Openbaar";"75388";"0";"0";0;"0";0;"24";207,75;"0";0;"0";0
"20221001";"20230601";"10UU";"00";"Basisschool Op Avontuur";"1767CD";"KOLHORN";"1911";"Hollands Kroon";"Noord-Holland";"Bo";"Openbaar";"41438";"0";"0";0;"12";78,4166666666667;"0";0;"0";0;"0";0
"20221001";"20230601";"10UV";"00";"van Reenenschool";"1861LM";"BERGEN NH";"373";"Bergen (NH.)";"Noord-Holland";"Bo";"Openbaar";"41191";"8";"0";0;"25";80,36;"0";0;"0";0;"0";0
"20221001";"20230601";"10UW";"00";"Dr Theun de Vriesskoalle";"9269NZ";"FEANWALDEN";"1891";"Dantumadiel";"Friesland";"Bo";"Openbaar";"41492";"<5";"26";533,846153846154;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10UZ";"00";"De Schovenhorst";"3881NC";"PUTTEN";"273";"Putten";"Gelderland";"Bo";"Openbaar";"41345";"0";"0";0;"38";81,2368421052632;"0";0;"0";0;"0";0
"20221001";"20230601";"10VA";"00";"Basisschool Jan Thies";"9451KE";"ROLDE";"1680";"Aa en Hunze";"Drenthe";"Bo";"Openbaar";"41899";"<5";"0";0;"36";80,7222222222222;"0";0;"0";0;"0";0
"20221001";"20230601";"10VB";"00";"obs 't Padland";"1606NL";"VENHUIZEN";"498";"Drechterland";"Noord-Holland";"Bo";"Openbaar";"13662";"0";"0";0;"16";81,0625;"0";0;"0";0;"0";0
"20221001";"20230601";"10VC";"00";"Kindcentrum Hagewinde";"7384AS";"WILP GLD";"285";"Voorst";"Gelderland";"Bo";"Openbaar";"41566";"0";"0";0;"12";81,5833333333333;"0";0;"0";0;"0";0
"20221001";"20230601";"10VD";"00";"Opb Basissch de Margriet";"2262EA";"LEIDSCHENDAM";"1916";"Leidschendam-Voorburg";"Zuid-Holland";"Bo";"Openbaar";"41447";"0";"0";0;"12";76,25;"0";0;"0";0;"0";0
"20221001";"20230601";"10VH";"00";"Basisschool Jan Ligthart";"9903ET";"APPINGEDAM";"1979";"Eemsdelta";"Groningen";"Bo";"Openbaar";"41574";"0";"0";0;"38";78,6052631578947;"0";0;"0";0;"0";0
"20221001";"20230601";"10VK";"00";"Daltonschool Oegstgeest";"2343BK";"OEGSTGEEST";"579";"Oegstgeest";"Zuid-Holland";"Bo";"Openbaar";"13682";"0";"0";0;"15";85,4666666666667;"0";0;"0";0;"0";0
"20221001";"20230601";"10VM";"00";"Basisschool De Kei";"1777AC";"HIPPOLYTUSHOEF";"1911";"Hollands Kroon";"Noord-Holland";"Bo";"Openbaar";"41438";"0";"0";0;"22";76,5;"0";0;"0";0;"0";0
"20221001";"20230601";"10VP";"00";"De Blauwe Morgenster";"1462JL";"MIDDENBEEMSTER";"439";"Purmerend";"Noord-Holland";"Bo";"Openbaar";"41434";"0";"0";0;"51";81,1764705882353;"0";0;"0";0;"0";0
"20221001";"20230601";"10VR";"00";"AZC-school Oisterwijk";"5062SV";"OISTERWIJK";"824";"Oisterwijk";"Noord-Brabant";"Bo";"Openbaar";"41611";"8";"0";0;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10VU";"00";"Opb Basissch de Wiekslag";"1841GR";"STOMPETOREN";"361";"Alkmaar";"Noord-Holland";"Bo";"Openbaar";"41191";"0";"0";0;"17";83,1764705882353;"0";0;"0";0;"0";0
"20221001";"20230601";"10VV";"00";"OBS De Kirreweie";"4328AR";"BURGH-HAAMSTEDE";"1676";"Schouwen-Duiveland";"Zeeland";"Bo";"Openbaar";"41557";"0";"0";0;"10";83,6;"0";0;"0";0;"0";0
"20221001";"20230601";"10WF";"00";"De Plataan";"1951CD";"VELSEN-NOORD";"453";"Velsen";"Noord-Holland";"Bo";"Rooms-Katholiek";"26158";"6";"0";0;"33";78,2121212121212;"0";0;"0";0;"0";0
"20221001";"20230601";"10WG";"00";"Basisschool Valkenburg";"6301GM";"VALKENBURG LB";"994";"Valkenburg aan de Geul";"Limburg";"Bo";"Rooms-Katholiek";"41506";"0";"0";0;"0";0;"41";208,536585365854;"0";0;"0";0
"20221001";"20230601";"10WH";"00";"Basisschool de Vlashof";"5011JB";"TILBURG";"855";"Tilburg";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40971";"0";"0";0;"0";0;"0";0;"19";352,105263157895;"0";0
"20221001";"20230601";"10WI";"00";"Prins Mauritsschool";"2628GJ";"DELFT";"503";"Delft";"Zuid-Holland";"Bo";"Reformatorisch";"26613";"0";"51";534,803921568627;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10WN";"00";"Bs `t Carillon";"7141BV";"GROENLO";"1586";"Oost Gelre";"Gelderland";"Bo";"Rooms-Katholiek";"40812";"0";"22";529,772727272727;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10WO";"00";"Basisschool de Hussel";"1613AL";"GROOTEBROEK";"532";"Stede Broec";"Noord-Holland";"Bo";"Rooms-Katholiek";"28563";"0";"0";0;"21";78,9047619047619;"0";0;"0";0;"0";0
"20221001";"20230601";"10WQ";"00";"Moerschans";"4561ZX";"HULST";"677";"Hulst";"Zeeland";"Bo";"Rooms-Katholiek";"40803";"<5";"0";0;"0";0;"10";203;"0";0;"0";0
"20221001";"20230601";"10WT";"00";"De Cirkel";"1188AM";"AMSTELVEEN";"362";"Amstelveen";"Noord-Holland";"Bo";"Rooms-Katholiek";"40020";"<5";"0";0;"55";86,4363636363636;"0";0;"0";0;"0";0
"20221001";"20230601";"10WU";"00";"De Dassenburcht";"5671VP";"NUENEN";"820";"Nuenen, Gerwen en Nederwetten";"Noord-Brabant";"Bo";"Interconfessioneel";"40557";"0";"0";0;"53";82,9056603773585;"0";0;"0";0;"0";0
"20221001";"20230601";"10WW";"00";"KC De Samenstroom";"5421VA";"GEMERT";"1652";"Gemert-Bakel";"Noord-Brabant";"Bo";"Samenwerking PC, RK";"32580";"<5";"0";0;"69";75,2463768115942;"0";0;"0";0;"0";0
"20221001";"20230601";"10XB";"00";"RK Basissch JF Kennedy";"7203JD";"ZUTPHEN";"301";"Zutphen";"Gelderland";"Bo";"Rooms-Katholiek";"42616";"0";"30";535,366666666667;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10XC";"00";"P.C.B.S. 't Noorderlicht";"4463GW";"GOES";"664";"Goes";"Zeeland";"Bo";"Protestants-Christelijk";"41582";"0";"0";0;"11";79,7272727272727;"0";0;"0";0;"0";0
"20221001";"20230601";"10XE";"00";"De Burcht Rietheim";"4388VL";"OOST-SOUBURG";"718";"Vlissingen";"Zeeland";"Bo";"Protestants-Christelijk";"42653";"<5";"0";0;"40";75,3;"0";0;"0";0;"0";0
"20221001";"20230601";"10XF";"00";"'t Carillon";"4876XB";"ETTEN-LEUR";"777";"Etten-Leur";"Noord-Brabant";"Bo";"Rooms-Katholiek";"55303";"0";"35";534,714285714286;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10XJ";"00";"Kbs De Eerste Rith";"4813GM";"BREDA";"758";"Breda";"Noord-Brabant";"Bo";"Rooms-Katholiek";"41407";"0";"0";0;"0";0;"0";0;"0";0;"54";423,666666666667
"20221001";"20230601";"10XK";"00";"Mariaschool v Kath Bso";"2282SE";"RIJSWIJK ZH";"603";"Rijswijk";"Zuid-Holland";"Bo";"Rooms-Katholiek";"40928";"<5";"29";538,379310344828;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10XM";"00";"RK Basissch Klippeholm";"2133DW";"HOOFDDORP";"394";"Haarlemmermeer";"Noord-Holland";"Bo";"Rooms-Katholiek";"42683";"0";"42";537,333333333333;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10XO";"00";"Basisschool de Hoeven";"6641WR";"BEUNINGEN GLD";"209";"Beuningen";"Gelderland";"Bo";"Rooms-Katholiek";"41340";"6";"40";535,125;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10XP";"00";"'t Kampke";"7635LT";"LATTROP-BREKLENKAMP";"1774";"Dinkelland";"Overijssel";"Bo";"Rooms-Katholiek";"75219";"0";"7";540,714285714286;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10XR";"00";"BS Sint Petrus Banden";"5802BC";"VENRAY";"984";"Venray";"Limburg";"Bo";"Rooms-Katholiek";"44397";"0";"0";0;"51";83,6470588235294;"0";0;"0";0;"0";0
"20221001";"20230601";"10XS";"00";"RK Bs de Korenbloem";"8101EN";"RAALTE";"177";"Raalte";"Overijssel";"Bo";"Rooms-Katholiek";"40894";"0";"0";0;"30";78,8333333333333;"0";0;"0";0;"0";0
"20221001";"20230601";"10XU";"00";"IKC Het Baken";"8862BB";"HARLINGEN";"72";"Harlingen";"Friesland";"Bo";"Protestants-Christelijk";"42656";"0";"0";0;"19";78,2105263157895;"0";0;"0";0;"0";0
"20221001";"20230601";"10XV";"00";"Het Gele Park basisonderwijs";"7131BH";"LICHTENVOORDE";"1586";"Oost Gelre";"Gelderland";"Bo";"Rooms-Katholiek";"42828";"0";"0";0;"0";0;"44";179,863636363636;"0";0;"0";0
"20221001";"20230601";"10YA";"00";"Mijndert vd Thynenschool";"7741XM";"COEVORDEN";"109";"Coevorden";"Drenthe";"Bo";"Protestants-Christelijk";"41052";"0";"0";0;"8";84,625;"0";0;"0";0;"0";0
"20221001";"20230601";"10YD";"00";"Basissch St Bonifatius";"8551NL";"WOUDSEND";"1900";"SÂ·dwest-FryslÃn";"Friesland";"Bo";"Rooms-Katholiek";"41000";"0";"0";0;"10";85;"0";0;"0";0;"0";0
"20221001";"20230601";"10YE";"00";"RK Basissch Vlasgaard";"5411EA";"ZEELAND";"1991";"Maashorst";"Noord-Brabant";"Bo";"Rooms-Katholiek";"48348";"0";"0";0;"0";0;"53";206,660377358491;"0";0;"0";0
"20221001";"20230601";"10YF";"00";"Basisschool De Diamant";"5991BN";"BAARLO LB";"1894";"Peel en Maas";"Limburg";"Bo";"Rooms-Katholiek";"75597";"0";"0";0;"0";0;"33";203,878787878788;"0";0;"0";0
"20221001";"20230601";"10YG";"00";"Basisschool 't Molenveld";"5351CC";"BERGHEM";"828";"Oss";"Noord-Brabant";"Bo";"Rooms-Katholiek";"75388";"0";"31";534,677419354839;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10YH";"00";"Chr Basissch Beurthonk";"3984MB";"ODIJK";"312";"Bunnik";"Utrecht";"Bo";"Protestants-Christelijk";"35466";"0";"14";534,5;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10YI";"00";"De Pijler";"3404CV";"IJSSELSTEIN UT";"353";"IJsselstein";"Utrecht";"Bo";"Protestants-Christelijk";"41528";"0";"13";534,769230769231;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10YK";"00";"PC Bs Ichthus";"2872AM";"SCHOONHOVEN";"1931";"Krimpenerwaard";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41532";"0";"23";537,565217391304;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10YO";"00";"CBS De Hoeksteen";"9301VC";"RODEN";"1699";"Noordenveld";"Drenthe";"Bo";"Protestants-Christelijk";"41571";"<5";"0";0;"29";79,1379310344828;"0";0;"0";0;"0";0
"20221001";"20230601";"10YP";"00";"Chr Basisschool De Marsweijde";"7773DE";"HARDENBERG";"160";"Hardenberg";"Overijssel";"Bo";"Protestants-Christelijk";"40946";"<5";"0";0;"40";77,05;"0";0;"0";0;"0";0
"20221001";"20230601";"10YQ";"00";"Dalton Kindcentrum Jonglaren";"9471JD";"ZUIDLAREN";"1730";"Tynaarlo";"Drenthe";"Bo";"Protestants-Christelijk";"32073";"0";"0";0;"9";83,5555555555556;"0";0;"0";0;"0";0
"20221001";"20230601";"10YR";"00";"St Henricus-School";"7891KN";"KLAZIENAVEEN";"114";"Emmen";"Drenthe";"Bo";"Rooms-Katholiek";"45000";"<5";"0";0;"24";79,6666666666667;"0";0;"0";0;"0";0
"20221001";"20230601";"10YS";"00";"Cbs de Frissel";"9269SN";"FEANWALDEN";"1891";"Dantumadiel";"Friesland";"Bo";"Protestants-Christelijk";"41039";"0";"0";0;"10";77,5;"0";0;"0";0;"0";0
"20221001";"20230601";"10YW";"00";"cbs de Parel";"4533DW";"TERNEUZEN";"715";"Terneuzen";"Zeeland";"Bo";"Protestants-Christelijk";"40803";"0";"0";0;"23";80,9565217391304;"0";0;"0";0;"0";0
"20221001";"20230601";"10YZ";"00";"RK Basisschool St Jozef";"3421XL";"OUDEWATER";"589";"Oudewater";"Utrecht";"Bo";"Rooms-Katholiek";"40765";"0";"29";538,137931034483;"0";0;"0";0;"0";0;"0";0
"20221001";"20230601";"10ZF";"00";"RK Bs de Verburchhof";"2685RS";"POELDIJK";"1783";"Westland";"Zuid-Holland";"Bo";"Rooms-Katholiek";"20671";"0";"0";0;"0";0;"0";0;"50";364,46;"0";0
"20221001";"20230601";"10ZK";"00";"RK Basissch de Regenboog";"5921AZ";"VENLO";"983";"Venlo";"Limburg";"Bo";"Rooms-Katholiek";"75597";"<5";"0";0;"0";0;"0";0;"33";354,090909090909;"0";0
"20221001";"20230601";"10ZM";"00";"Kbs Kievitsloop";"4823JJ";"BREDA";"758";"Breda";"Noord-Brabant";"Bo";"Rooms-Katholiek";"41407";"0";"30";533,666666666667;"0";0;"0";0;"0";0;"0";0
