"PEILDATUM";"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM_VESTIGING";"POSTCODE_VESTIGING";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM";"PROVINCIE";"SOORT_PO";"DENOMINATIE_VESTIGING";"BEVOEGD_GEZAG_NUMMER";"REKENEN_LAGER1F";"REKENEN_1F";"REKENEN_1S";"REKENEN_2F";"LV_LAGER1F";"LV_1F";"LV_2F";"TV_LAGER1F";"TV_1F";"TV_2F"
"20241001";"00DZ";"00";"Agnietenschool";"8081NB";"ELBURG";"0230";"Elburg";"Gelderland";"Bo";"Rooms-Katholiek";"40950";"0";"12";"16";"0";"0";"<5";"25";"0";"9";"19"
"20241001";"00EB";"00";"Bs Het Telraam";"5441AK";"OEFFELT";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Rooms-Katholiek";"48348";"5";"15";"6";"0";"0";"<5";"22";"0";"16";"10"
"20241001";"00EI";"00";"Reform Basisschool";"3286BC";"KLAASWAAL";"1963";"Hoeksche Waard";"Zuid-Holland";"Bo";"Reformatorisch";"30133";"0";"10";"7";"0";"0";"<5";"13";"<5";"7";"9"
"20241001";"00FE";"00";"De Halm";"4286BV";"ALMKERK";"1959";"Altena";"Noord-Brabant";"Bo";"Gereformeerd vrijgemaakt";"41646";"<5";"10";"<5";"0";"0";"<5";"11";"<5";"9";"<5"
"20241001";"00FG";"00";"BS De Reflector";"7557KJ";"HENGELO OV";"0164";"Hengelo";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41624";"<5";"6";"5";"0";"0";"6";"9";"<5";"7";"6"
"20241001";"00FI";"00";"Samenw Basisschool Pork";"9561CB";"TER APEL";"1950";"Westerwolde";"Groningen";"Bo";"Algemeen bijzonder";"45000";"<5";"14";"<5";"0";"0";"14";"5";"<5";"14";"<5"
"20241001";"00FQ";"00";"Montessori BS De Kraal";"4691HT";"THOLEN";"0716";"Tholen";"Zeeland";"Bo";"Algemeen bijzonder";"77533";"<5";"<5";"<5";"0";"0";"<5";"<5";"0";"6";"<5"
"20241001";"00GQ";"00";"Rehoboth Basisschool";"2404GM";"ALPHEN AAN DEN RIJN";"0484";"Alphen aan den Rijn";"Zuid-Holland";"Bo";"Reformatorisch";"20183";"5";"<5";"7";"0";"0";"<5";"12";"<5";"9";"<5"
"20241001";"00GR";"00";"Kristal";"8181VZ";"HEERDE";"0246";"Heerde";"Gelderland";"Bo";"Gereformeerd vrijgemaakt";"41632";"0";"6";"<5";"0";"0";"<5";"7";"0";"6";"<5"
"20241001";"00GV";"00";"Basisschool Maria-School";"7661RA";"VASSE";"0183";"Tubbergen";"Overijssel";"Bo";"Rooms-Katholiek";"50949";"0";"6";"7";"0";"0";"<5";"10";"0";"6";"7"
"20241001";"00GX";"00";"RK BS St Jacobus";"6675BB";"VALBURG";"1734";"Overbetuwe";"Gelderland";"Bo";"Rooms-Katholiek";"41530";"0";"<5";"8";"0";"0";"<5";"10";"0";"<5";"9"
"20241001";"00HA";"00";"Ref Basissch Augustinus";"3851BH";"ERMELO";"0233";"Ermelo";"Gelderland";"Bo";"Reformatorisch";"30128";"<5";"10";"10";"0";"0";"7";"16";"0";"14";"9"
"20241001";"00HH";"00";"OBS De Vliete";"4491GB";"WISSENKERKE";"1695";"Noord-Beveland";"Zeeland";"Bo";"Openbaar";"41582";"0";"8";"8";"0";"0";"6";"10";"<5";"7";"8"
"20241001";"00HZ";"00";"Klavertje 4";"3421XL";"OUDEWATER";"0589";"Oudewater";"Utrecht";"Bo";"Algemeen bijzonder";"20252";"<5";"14";"9";"0";"0";"6";"18";"0";"11";"13"
"20241001";"00IF";"00";"RK BS Heilig Hart";"7666LH";"FLERINGEN";"0183";"Tubbergen";"Overijssel";"Bo";"Rooms-Katholiek";"50949";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"00IJ";"00";"PC BS De Schaapskooi";"7443HC";"NIJVERDAL";"0163";"Hellendoorn";"Overijssel";"Bo";"Protestants-Christelijk";"85600";"0";"9";"10";"0";"0";"7";"12";"0";"9";"10"
"20241001";"00IM";"00";"Joos v Larensch";"4341ER";"ARNEMUIDEN";"0687";"Middelburg";"Zeeland";"Bo";"Reformatorisch";"30145";"<5";"9";"<5";"0";"0";"5";"7";"0";"8";"<5"
"20241001";"01VE";"00";"GBS De Bron";"3771CS";"BARNEVELD";"0203";"Barneveld";"Gelderland";"Bo";"Gereformeerd vrijgemaakt";"40945";"<5";"11";"6";"0";"0";"6";"13";"0";"8";"11"
"20241001";"01VG";"00";"Jenaplansch T Vlot";"9602KZ";"HOOGEZAND";"1952";"Midden-Groningen";"Groningen";"Bo";"Algemeen bijzonder";"40865";"<5";"10";"10";"0";"0";"5";"16";"0";"5";"16"
"20241001";"01VG";"01";"Peter Petersenschool";"9751SL";"HAREN GN";"0014";"Groningen";"Groningen";"Bo";"Algemeen bijzonder";"40865";"<5";"17";"6";"0";"0";"7";"20";"0";"16";"11"
"20241001";"01VI";"00";"De Parkschool";"3813LW";"AMERSFOORT";"0307";"Amersfoort";"Utrecht";"Bo";"Protestants-Christelijk";"30010";"<5";"13";"6";"0";"0";"9";"11";"<5";"12";"6"
"20241001";"01VQ";"00";"Rk Bs Beekvliet";"1991ET";"VELSERBROEK";"0453";"Velsen";"Noord-Holland";"Bo";"Algemeen bijzonder";"40257";"<5";"28";"24";"0";"0";"13";"42";"<5";"34";"19"
"20241001";"01VR";"00";"Montessorischool";"2912CR";"NIEUWERKERK AD IJSSEL";"1892";"Zuidplas";"Zuid-Holland";"Bo";"Algemeen bijzonder";"41226";"<5";"13";"15";"0";"0";"5";"24";"0";"14";"15"
"20241001";"01VY";"00";"Basissch De Lingewaard";"4241CA";"ARKEL";"1978";"Molenlanden";"Zuid-Holland";"Bo";"Openbaar";"41638";"<5";"20";"7";"0";"<5";"11";"17";"<5";"14";"14"
"20241001";"01WQ";"00";"De Rank - school met de Bijbel";"9301KE";"RODEN";"1699";"Noordenveld";"Drenthe";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"6";"9";"0";"0";"<5";"13";"0";"5";"10"
"20241001";"01WU";"00";"Vrije Sch De Regenboog";"5643CJ";"EINDHOVEN";"0772";"Eindhoven";"Noord-Brabant";"Bo";"Antroposofisch";"30027";"<5";"26";"28";"0";"0";"11";"46";"<5";"21";"33"
"20241001";"01XH";"00";"Basisschool De Ammers";"2964CC";"GROOT-AMMERS";"1978";"Molenlanden";"Zuid-Holland";"Bo";"Openbaar";"41638";"0";"5";"<5";"0";"<5";"<5";"<5";"0";"<5";"<5"
"20241001";"01XU";"00";"Hildegaertschool";"3055TE";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40774";"<5";"18";"19";"0";"0";"7";"32";"<5";"14";"24"
"20241001";"02ZF";"00";"obs De Vlindertuin";"4233HG";"AMEIDE";"1961";"Vijfheerenlanden";"Utrecht";"Bo";"Openbaar";"41638";"<5";"<5";"6";"0";"0";"<5";"10";"<5";"5";"7"
"20241001";"02ZW";"00";"GBS 't Schrijvertje";"7322CL";"APELDOORN";"0200";"Apeldoorn";"Gelderland";"Bo";"Gereformeerd vrijgemaakt";"40945";"<5";"13";"15";"0";"0";"5";"25";"0";"13";"17"
"20241001";"02ZY";"00";"De Wingerd";"4464JA";"GOES";"0664";"Goes";"Zeeland";"Bo";"Gereformeerd vrijgemaakt";"41646";"<5";"8";"19";"0";"0";"<5";"26";"0";"9";"19"
"20241001";"03AG";"00";"PC Basissch De Hoeksteen";"1991ET";"VELSERBROEK";"0453";"Velsen";"Noord-Holland";"Bo";"Protestants-Christelijk";"26158";"0";"10";"9";"0";"0";"<5";"17";"0";"8";"11"
"20241001";"03AH";"00";"Venlose Montessorischool";"5914SH";"VENLO";"0983";"Venlo";"Limburg";"Bo";"Algemeen bijzonder";"41167";"<5";"9";"6";"0";"0";"7";"11";"<5";"12";"<5"
"20241001";"03AI";"00";"De Kleine Prins";"7007BK";"DOETINCHEM";"0222";"Doetinchem";"Gelderland";"Bo";"Antroposofisch";"77456";"<5";"8";"<5";"0";"0";"<5";"10";"<5";"6";"5"
"20241001";"03AN";"00";"Basisschool Azelo";"7495TW";"AMBT DELDEN";"1735";"Hof van Twente";"Overijssel";"Bo";"Openbaar";"41785";"0";"5";"<5";"0";"0";"<5";"7";"0";"5";"<5"
"20241001";"03AP";"00";"Basisschool De Belhamel";"5551EG";"VALKENSWAARD";"0858";"Valkenswaard";"Noord-Brabant";"Bo";"Openbaar";"41662";"<5";"5";"8";"0";"0";"<5";"12";"0";"<5";"10"
"20241001";"03AZ";"00";"De Rank";"1817HJ";"ALKMAAR";"0361";"Alkmaar";"Noord-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"<5";"<5";"7";"0";"0";"<5";"11";"<5";"6";"6"
"20241001";"03BA";"00";"Jan V Rijckenborghschool";"1222SX";"HILVERSUM";"0402";"Hilversum";"Noord-Holland";"Bo";"Algemeen bijzonder";"41493";"0";"<5";"<5";"0";"0";"0";"5";"<5";"<5";"<5"
"20241001";"03BR";"00";"Basisschool De Kring";"6191PD";"BEEK LB";"0888";"Beek";"Limburg";"Bo";"Openbaar";"83280";"0";"8";"<5";"0";"0";"<5";"10";"0";"6";"6"
"20241001";"03BS";"00";"OBS Dr M L Kingschool";"7591XJ";"DENEKAMP";"1774";"Dinkelland";"Overijssel";"Bo";"Openbaar";"41565";"<5";"13";"11";"0";"0";"8";"17";"0";"12";"13"
"20241001";"03BT";"00";"OBS Prinses Irene";"7783BM";"GRAMSBERGEN";"0160";"Hardenberg";"Overijssel";"Bo";"Openbaar";"41630";"0";"<5";"5";"0";"0";"0";"7";"0";"<5";"6"
"20241001";"03BV";"00";"De Trumakkers";"5591NG";"HEEZE";"1658";"Heeze-Leende";"Noord-Brabant";"Bo";"Openbaar";"41662";"<5";"8";"12";"0";"0";"<5";"17";"<5";"10";"10"
"20241001";"03BX";"00";"OBS De Hobbitstee";"3417WD";"MONTFOORT";"0335";"Montfoort";"Utrecht";"Bo";"Openbaar";"41401";"0";"8";"6";"0";"0";"<5";"13";"0";"7";"7"
"20241001";"03BY";"00";"OBS De Wijzer";"6658ZZ";"BENEDEN-LEEUWEN";"0668";"West Maas en Waal";"Gelderland";"Bo";"Openbaar";"41340";"<5";"23";"13";"0";"<5";"9";"27";"<5";"22";"14"
"20241001";"03CJ";"00";"Montessorischool";"4462EK";"GOES";"0664";"Goes";"Zeeland";"Bo";"Algemeen bijzonder";"77533";"<5";"10";"5";"0";"0";"<5";"15";"<5";"11";"<5"
"20241001";"03CL";"00";"Lubertischool";"1796AH";"DE KOOG";"0448";"Texel";"Noord-Holland";"Bo";"Algemeen bijzonder";"79874";"<5";"<5";"<5";"0";"0";"<5";"<5";"0";"6";"<5"
"20241001";"03CO";"00";"GBS De Wegwijzer";"8331MZ";"STEENWIJK";"1708";"Steenwijkerland";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41632";"<5";"6";"<5";"0";"<5";"<5";"8";"<5";"<5";"6"
"20241001";"03CT";"00";"De Golfslag";"4357EN";"DOMBURG";"0717";"Veere";"Zeeland";"Bo";"Openbaar";"42610";"0";"6";"10";"0";"0";"<5";"13";"0";"<5";"13"
"20241001";"03CV";"00";"De Zwerm";"1744KJ";"SINT MAARTEN";"0441";"Schagen";"Noord-Holland";"Bo";"Openbaar";"41438";"0";"<5";"<5";"0";"0";"<5";"<5";"0";"<5";"<5"
"20241001";"03DF";"00";"OBS Kromme Akkers";"9893PD";"GARNWERD";"1969";"Westerkwartier";"Groningen";"Bo";"Openbaar";"41261";"<5";"5";"<5";"0";"0";"<5";"5";"<5";"6";"0"
"20241001";"03DG";"00";"OBS Klinkenborg";"9995PN";"KANTENS";"1966";"Het Hogeland";"Groningen";"Bo";"Openbaar";"41261";"0";"<5";"<5";"0";"0";"<5";"5";"0";"<5";"5"
"20241001";"03DH";"00";"OJBS De Omnibus";"5991PX";"BAARLO LB";"1894";"Peel en Maas";"Limburg";"Bo";"Openbaar";"41398";"0";"8";"12";"0";"0";"0";"20";"0";"<5";"19"
"20241001";"03DJ";"00";"Basisschool De Jutter";"8899BD";"VLIELAND";"0096";"Vlieland";"Friesland";"Bo";"Openbaar";"13603";"0";"<5";"<5";"0";"0";"<5";"<5";"0";"<5";"<5"
"20241001";"03DK";"00";"obs De Dorpsschool";"7251BC";"VORDEN";"1876";"Bronckhorst";"Gelderland";"Bo";"Openbaar";"41371";"<5";"<5";"8";"0";"0";"<5";"10";"0";"<5";"9"
"20241001";"03DV";"00";"OBS Prins Claus";"3461GH";"LINSCHOTEN";"0335";"Montfoort";"Utrecht";"Bo";"Openbaar";"41401";"0";"9";"11";"0";"0";"<5";"16";"<5";"8";"10"
"20241001";"03DW";"00";"Obs Houwingaham";"9693BG";"BAD NIEUWESCHANS";"1895";"Oldambt";"Groningen";"Bo";"Openbaar";"41613";"<5";"5";"<5";"0";"0";"<5";"6";"<5";"7";"<5"
"20241001";"03DX";"00";"Jan Prins";"3011GM";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Openbaar";"41775";"0";"20";"18";"0";"0";"12";"26";"0";"16";"22"
"20241001";"03EE";"00";"De Wereldboom";"4561KZ";"HULST";"0677";"Hulst";"Zeeland";"Bo";"Openbaar";"40803";"<5";"10";"7";"0";"0";"7";"13";"<5";"8";"11"
"20241001";"03EH";"00";"De Wereldweide";"8091VK";"WEZEP";"0269";"Oldebroek";"Gelderland";"Bo";"Openbaar";"41345";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"03EI";"00";"OBS De Noordster";"9988SC";"USQUERT";"1966";"Het Hogeland";"Groningen";"Bo";"Openbaar";"41261";"0";"<5";"<5";"0";"0";"0";"5";"0";"<5";"<5"
"20241001";"03EJ";"00";"De Smeltkroes";"7854TW";"AALDEN";"0109";"Coevorden";"Drenthe";"Bo";"Openbaar";"41630";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"03ES";"00";"SWS MeerWaarde";"2396XD";"KOUDEKERK AAN DEN RIJN";"0484";"Alphen aan den Rijn";"Zuid-Holland";"Bo";"Samenwerking Opb., PC";"28601";"6";"21";"14";"0";"<5";"10";"29";"<5";"24";"16"
"20241001";"03EU";"00";"basisschool Omnia";"2631PT";"NOOTDORP";"1926";"Pijnacker-Nootdorp";"Zuid-Holland";"Bo";"Openbaar";"41488";"0";"14";"13";"0";"0";"6";"21";"0";"7";"20"
"20241001";"03EV";"00";"OBS De Klimop";"5541GH";"REUSEL";"1667";"Reusel-De Mierden";"Noord-Brabant";"Bo";"Openbaar";"41662";"<5";"14";"12";"0";"0";"8";"21";"<5";"12";"15"
"20241001";"03FH";"00";"De Schutse";"3155BM";"MAASLAND";"1842";"Midden-Delfland";"Zuid-Holland";"Bo";"Openbaar";"41455";"0";"8";"5";"0";"0";"<5";"12";"<5";"<5";"8"
"20241001";"03FJ";"00";"Openbare Bs De Sterrenboom";"2821SB";"STOLWIJK";"1931";"Krimpenerwaard";"Zuid-Holland";"Bo";"Openbaar";"41401";"<5";"7";"10";"0";"<5";"<5";"15";"<5";"8";"9"
"20241001";"03FS";"00";"Basisschool Hartenaas";"5361HT";"GRAVE";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Openbaar";"41443";"<5";"9";"7";"0";"0";"7";"11";"0";"11";"7"
"20241001";"03FT";"00";"Openbare Basisschool De Borgh";"9801AM";"ZUIDHORN";"1969";"Westerkwartier";"Groningen";"Bo";"Openbaar";"41571";"0";"23";"22";"0";"<5";"7";"37";"<5";"21";"21"
"20241001";"03FU";"00";"Arembergschool";"8064CD";"ZWARTSLUIS";"1896";"Zwartewaterland";"Overijssel";"Bo";"Openbaar";"41816";"<5";"13";"<5";"0";"<5";"7";"12";"0";"13";"7"
"20241001";"03GD";"00";"De Lelie";"3465KE";"DRIEBRUGGEN";"1901";"Bodegraven-Reeuwijk";"Zuid-Holland";"Bo";"Reformatorisch";"41534";"<5";"13";"14";"0";"0";"<5";"24";"0";"8";"20"
"20241001";"03GE";"00";"Prinses Margriet School";"3028HW";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41071";"10";"20";"10";"0";"<5";"17";"22";"<5";"21";"15"
"20241001";"03GJ";"00";"De Poeljeugd";"4472AT";"'S-HEER HENDRIKSKINDEREN";"0664";"Goes";"Zeeland";"Bo";"Protestants-Christelijk";"41582";"<5";"5";"<5";"0";"0";"<5";"6";"0";"5";"<5"
"20241001";"03GL";"00";"De Groene Wereld";"5363RA";"VELP NB";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Protestants-Christelijk";"48348";"<5";"9";"0";"0";"0";"7";"<5";"<5";"10";"0"
"20241001";"03GP";"00";"Christelijke Basisschool Delph";"4631NM";"HOOGERHEIDE";"0873";"Woensdrecht";"Noord-Brabant";"Bo";"Protestants-Christelijk";"40517";"<5";"<5";"<5";"0";"0";"<5";"<5";"<5";"<5";"<5"
"20241001";"03GR";"00";"Het Mozaiek";"7913RE";"HOLLANDSCHEVELD";"0118";"Hoogeveen";"Drenthe";"Bo";"Protestants-Christelijk";"40655";"<5";"22";"5";"0";"0";"10";"20";"<5";"14";"13"
"20241001";"03GR";"01";"Het Mozaiek";"7913TR";"HOLLANDSCHEVELD";"0118";"Hoogeveen";"Drenthe";"Bo";"Protestants-Christelijk";"40655";"0";"<5";"<5";"0";"0";"0";"5";"0";"<5";"<5"
"20241001";"03GT";"00";"Chr Basissch De Foareker";"8734GL";"EASTEREIN";"1900";"Súdwest-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"42545";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"03GW";"00";"KC de Loft";"6133WZ";"SITTARD";"1883";"Sittard-Geleen";"Limburg";"Bo";"Protestants-Christelijk";"83280";"<5";"<5";"<5";"0";"0";"<5";"<5";"0";"<5";"<5"
"20241001";"03HA";"00";"RK Basisschool Emmaus";"5384BV";"HEESCH";"1721";"Bernheze";"Noord-Brabant";"Bo";"Rooms-Katholiek";"41228";"<5";"30";"35";"0";"0";"12";"57";"0";"16";"53"
"20241001";"03HB";"00";"Koelmanschool";"4461RH";"GOES";"0664";"Goes";"Zeeland";"Bo";"Reformatorisch";"42724";"0";"15";"8";"0";"0";"0";"23";"0";"8";"15"
"20241001";"03HC";"00";"Christelijke Basisschool";"5313AP";"NIEUWAAL";"0297";"Zaltbommel";"Gelderland";"Bo";"Protestants-Christelijk";"76715";"<5";"<5";"5";"0";"0";"<5";"6";"0";"<5";"5"
"20241001";"03HD";"00";"Basisschool De Lisbloem";"2163AJ";"LISSE";"0553";"Lisse";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40967";"<5";"18";"7";"0";"0";"12";"16";"<5";"13";"14"
"20241001";"03HE";"00";"Basisschool De Akker";"2161HB";"LISSE";"0553";"Lisse";"Zuid-Holland";"Bo";"Reformatorisch";"22765";"<5";"16";"14";"0";"0";"5";"27";"<5";"11";"19"
"20241001";"03HF";"00";"Bs De Draaiende Wieken";"6061EL";"POSTERHOLT";"1669";"Roerdalen";"Limburg";"Bo";"Rooms-Katholiek";"41506";"0";"16";"7";"0";"0";"9";"14";"<5";"11";"11"
"20241001";"03HG";"00";"Basisschool De Bongerd";"6031TZ";"NEDERWEERT";"0946";"Nederweert";"Limburg";"Bo";"Rooms-Katholiek";"50819";"0";"11";"<5";"0";"0";"9";"5";"0";"7";"7"
"20241001";"03HH";"00";"De Parel";"2651CP";"BERKEL EN RODENRIJS";"1621";"Lansingerland";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"<5";"5";"10";"0";"0";"5";"11";"<5";"<5";"11"
"20241001";"03HI";"00";"Het Christal";"3135PS";"VLAARDINGEN";"0622";"Vlaardingen";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"<5";"8";"<5";"0";"<5";"<5";"7";"<5";"6";"<5"
"20241001";"03HK";"00";"Basissch Guido De Bres";"7731ZL";"OMMEN";"0175";"Ommen";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41624";"<5";"19";"11";"0";"0";"9";"23";"<5";"13";"17"
"20241001";"03HL";"00";"BS De Zjwiek";"6088EH";"ROGGEL";"1640";"Leudal";"Limburg";"Bo";"Rooms-Katholiek";"23961";"0";"9";"19";"0";"0";"<5";"24";"0";"<5";"24"
"20241001";"03HM";"00";"De Vuursteen";"7721BN";"DALFSEN";"0148";"Dalfsen";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41632";"0";"6";"8";"0";"0";"<5";"11";"<5";"8";"<5"
"20241001";"03HO";"00";"Klim-op - school met de Bijbel";"9991BN";"MIDDELSTUM";"1979";"Eemsdelta";"Groningen";"Bo";"Gereformeerd vrijgemaakt";"42607";"<5";"6";"<5";"0";"0";"6";"5";"<5";"5";"<5"
"20241001";"03HP";"00";"Rehoboth";"8281ZC";"GENEMUIDEN";"1896";"Zwartewaterland";"Overijssel";"Bo";"Reformatorisch";"24195";"0";"18";"8";"0";"0";"6";"20";"0";"12";"14"
"20241001";"03HQ";"00";"GBS de Levensboom";"7954GC";"ROUVEEN";"0180";"Staphorst";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41632";"0";"7";"<5";"0";"0";"<5";"8";"0";"7";"<5"
"20241001";"03HR";"00";"De Cirkel - sch. met de Bijbel";"9402AR";"ASSEN";"0106";"Assen";"Drenthe";"Bo";"Gereformeerd vrijgemaakt";"42607";"<5";"12";"13";"0";"0";"5";"24";"<5";"13";"15"
"20241001";"03HS";"00";"Basisschool Oranje Nassau";"9288BA";"KOOTSTERTILLE";"0059";"Achtkarspelen";"Friesland";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"<5";"<5";"0";"0";"<5";"6";"0";"<5";"6"
"20241001";"03HU";"00";"Rehobothschool";"3774DA";"KOOTWIJKERBROEK";"0203";"Barneveld";"Gelderland";"Bo";"Reformatorisch";"24481";"14";"48";"16";"0";"<5";"24";"51";"7";"51";"20"
"20241001";"03HV";"00";"De Triangel Capelle";"2906VK";"CAPELLE AAN DEN IJSSEL";"0502";"Capelle aan den IJssel";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"<5";"8";"6";"0";"0";"5";"10";"0";"7";"8"
"20241001";"03HV";"01";"De Triangel (Het Mozaïek)";"2925BX";"KRIMPEN AAN DEN IJSSEL";"0542";"Krimpen aan den IJssel";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"<5";"13";"7";"0";"0";"<5";"19";"0";"14";"9"
"20241001";"03HY";"00";"Chr Basissch Eben Haezer";"4043MA";"OPHEUSDEN";"1740";"Neder-Betuwe";"Gelderland";"Bo";"Reformatorisch";"24715";"<5";"30";"18";"0";"0";"17";"34";"<5";"26";"22"
