"PEILDATUM";"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM_VESTIGING";"POSTCODE_VESTIGING";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM";"PROVINCIE";"SOORT_PO";"DENOMINATIE_VESTIGING";"BEVOEGD_GEZAG_NUMMER";"REKENEN_LAGER1F";"REKENEN_1F";"REKENEN_1S";"REKENEN_2F";"LV_LAGER1F";"LV_1F";"LV_2F";"TV_LAGER1F";"TV_1F";"TV_2F"
"20241001";"07HN";"00";"JHR Willem Versluijssch";"4363NE";"AAGTEKERKE";"0717";"Veere";"Zeeland";"Bo";"Reformatorisch";"46697";"0";"9";"11";"0";"0";"<5";"17";"0";"9";"11"
"20241001";"07HO";"00";"Basisschool Op de Hoogte";"9851AJ";"BURUM";"1970";"Noardeast-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"40788";"<5";"9";"<5";"0";"0";"<5";"8";"0";"5";"7"
"20241001";"07HP";"00";"PC Bs De Earste Trimen";"8771RT";"NIJLAND";"1900";"Súdwest-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"42545";"<5";"<5";"6";"0";"0";"<5";"9";"0";"5";"6"
"20241001";"07HQ";"00";"Oec. Basisschool Schreuder";"1071CW";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Bo";"Protestants-Christelijk";"81316";"<5";"10";"13";"0";"<5";"<5";"20";"0";"12";"13"
"20241001";"07HV";"00";"De Grienden";"4926AX";"LAGE ZWALUWE";"1719";"Drimmelen";"Noord-Brabant";"Bo";"Protestants-Christelijk";"41782";"5";"20";"<5";"0";"<5";"13";"13";"<5";"16";"9"
"20241001";"07HX";"00";"Basisschool De Bonkelder";"8748DW";"WITMARSUM";"1900";"Súdwest-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"42545";"<5";"9";"<5";"0";"<5";"5";"7";"<5";"10";"<5"
"20241001";"07IA";"00";"School Met De Bijbel";"4697CL";"SINT-ANNALAND";"0716";"Tholen";"Zeeland";"Bo";"Reformatorisch";"42724";"<5";"6";"10";"0";"0";"<5";"16";"0";"6";"11"
"20241001";"07IH";"00";"Pr Julianasch";"3314KT";"DORDRECHT";"0505";"Dordrecht";"Zuid-Holland";"Bo";"Protestants-Christelijk";"30582";"<5";"14";"9";"0";"0";"6";"18";"0";"13";"11"
"20241001";"07IJ";"00";"Basisschool Op 'e Hichte";"8629RA";"SCHARNEGOUTUM";"1900";"Súdwest-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"42545";"0";"9";"6";"0";"0";"7";"8";"0";"<5";"13"
"20241001";"07IK";"00";"St Martinus Basisschool";"5911BM";"VENLO";"0983";"Venlo";"Limburg";"Bo";"Rooms-Katholiek";"24207";"<5";"11";"8";"0";"0";"<5";"19";"0";"10";"13"
"20241001";"07IL";"00";"IKC Staetlânsskoalle";"8804NH";"TZUM";"1949";"Waadhoeke";"Friesland";"Bo";"Protestants-Christelijk";"42656";"0";"9";"<5";"0";"0";"7";"6";"<5";"9";"<5"
"20241001";"07IM";"00";"SWS De Adeborg";"9831PL";"ADUARD";"1969";"Westerkwartier";"Groningen";"Bo";"Protestants-Christelijk";"41571";"0";"5";"<5";"0";"0";"<5";"6";"0";"<5";"7"
"20241001";"07IP";"00";"Basisschool It Harspit";"9145SK";"TERNAARD";"1970";"Noardeast-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"40788";"0";"8";"9";"0";"0";"6";"11";"0";"<5";"15"
"20241001";"07IV";"00";"GBS Het Zwaluwnest";"3825BN";"AMERSFOORT";"0307";"Amersfoort";"Utrecht";"Bo";"Gereformeerd vrijgemaakt";"40945";"<5";"21";"36";"0";"<5";"<5";"54";"<5";"24";"34"
"20241001";"07IX";"00";"Roelof Venemaschool";"1181ER";"AMSTELVEEN";"0362";"Amstelveen";"Noord-Holland";"Bo";"Protestants-Christelijk";"40020";"<5";"28";"54";"0";"0";"7";"76";"0";"17";"66"
"20241001";"07IY";"00";"De Rank";"7242KH";"LOCHEM";"0262";"Lochem";"Gelderland";"Bo";"Protestants-Christelijk";"42616";"<5";"14";"8";"0";"0";"<5";"19";"0";"6";"17"
"20241001";"07IZ";"00";"Basissch Kon Wilhelmina";"9161BX";"HOLLUM";"0060";"Ameland";"Friesland";"Bo";"Protestants-Christelijk";"27340";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"07JC";"00";"BS de Uylenborch";"4286BN";"ALMKERK";"1959";"Altena";"Noord-Brabant";"Bo";"Protestants-Christelijk";"41239";"<5";"10";"10";"0";"0";"<5";"18";"0";"<5";"17"
"20241001";"07JE";"00";"De Boustien";"9271VN";"DE WESTEREEN";"1891";"Dantumadiel";"Friesland";"Bo";"Protestants-Christelijk";"41039";"<5";"18";"12";"0";"0";"9";"23";"0";"17";"15"
"20241001";"07JG";"00";"Het Octaaf";"2925BH";"KRIMPEN AAN DEN IJSSEL";"0542";"Krimpen aan den IJssel";"Zuid-Holland";"Bo";"Rooms-Katholiek";"24597";"<5";"28";"25";"0";"0";"12";"45";"0";"18";"39"
"20241001";"07JH";"00";"Admiraal De Ruyterschool";"1056HP";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Bo";"Protestants-Christelijk";"41023";"<5";"10";"13";"0";"0";"<5";"20";"0";"8";"16"
"20241001";"07JK";"00";"Eerste Openluchtschool";"1077KJ";"AMSTERDAM";"0363";"Amsterdam";"Noord-Holland";"Bo";"Algemeen bijzonder";"28614";"0";"<5";"28";"0";"0";"0";"30";"0";"<5";"28"
"20241001";"07JM";"00";"SmdB De Kandelaar";"4233HG";"AMEIDE";"1961";"Vijfheerenlanden";"Utrecht";"Bo";"Protestants-Christelijk";"41439";"<5";"13";"12";"0";"0";"8";"18";"0";"12";"14"
"20241001";"07JN";"00";"Julianabasisschool";"4413AH";"KRABBENDIJKE";"0703";"Reimerswaal";"Zeeland";"Bo";"Reformatorisch";"29823";"<5";"19";"11";"0";"0";"<5";"28";"0";"21";"11"
"20241001";"07JQ";"00";"c.b.s. Wrâldwizer";"9137RW";"EASTERNIJTSJERK";"1970";"Noardeast-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"40788";"<5";"9";"<5";"0";"<5";"5";"8";"0";"<5";"11"
"20241001";"07JR";"00";"Basissch De Welle";"4416AT";"KRUININGEN";"0703";"Reimerswaal";"Zeeland";"Bo";"Protestants-Christelijk";"41582";"<5";"11";"<5";"0";"<5";"5";"8";"0";"7";"7"
"20241001";"07JU";"00";"CNS De Nieuwe Weg";"3233BK";"OOSTVOORNE";"1992";"Voorne aan Zee";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41570";"0";"17";"13";"0";"0";"6";"24";"0";"12";"18"
"20241001";"07JV";"00";"CBS Lingelaar";"4153BE";"BEESD";"1960";"West Betuwe";"Gelderland";"Bo";"Protestants-Christelijk";"41424";"<5";"10";"<5";"0";"0";"<5";"10";"0";"6";"7"
"20241001";"07JX";"00";"SWS De Leister Igge";"9218RH";"OPEINDE";"0090";"Smallingerland";"Friesland";"Bo";"Protestants-Christelijk";"40342";"<5";"13";"<5";"0";"<5";"<5";"14";"<5";"8";"8"
"20241001";"07KA";"00";"Chr. KC Ichthus";"8281EA";"GENEMUIDEN";"1896";"Zwartewaterland";"Overijssel";"Bo";"Protestants-Christelijk";"41270";"0";"<5";"23";"0";"0";"<5";"24";"0";"<5";"22"
"20241001";"07KB";"00";"Ds G H Kerstenschool";"4454BX";"BORSSELE";"0654";"Borsele";"Zeeland";"Bo";"Reformatorisch";"31890";"<5";"11";"7";"0";"0";"<5";"15";"0";"7";"12"
"20241001";"07KC";"00";"School Met De Bijbel";"4171BA";"HERWIJNEN";"1960";"West Betuwe";"Gelderland";"Bo";"Protestants-Christelijk";"41396";"<5";"10";"8";"0";"0";"5";"14";"<5";"6";"11"
"20241001";"07KD";"00";"Chr Basisschool Rehoboth";"2751ES";"MOERKAPELLE";"1892";"Zuidplas";"Zuid-Holland";"Bo";"Reformatorisch";"32072";"<5";"40";"22";"0";"0";"14";"52";"<5";"33";"30"
"20241001";"07KE";"00";"Stg J.O.B.";"5831CA";"BOXMEER";"1982";"Land van Cuijk";"Noord-Brabant";"Bo";"Algemeen bijzonder";"30235";"7";"24";"7";"0";"<5";"18";"19";"<5";"27";"8"
"20241001";"07KF";"00";"CBS De Regenboog";"3411XJ";"LOPIK";"0331";"Lopik";"Utrecht";"Bo";"Protestants-Christelijk";"41439";"0";"<5";"10";"0";"0";"<5";"10";"0";"<5";"11"
"20241001";"07KG";"00";"De Wegwijzer";"7468AD";"ENTER";"0189";"Wierden";"Overijssel";"Bo";"Protestants-Christelijk";"92951";"<5";"15";"10";"0";"0";"8";"18";"<5";"12";"13"
"20241001";"07KH";"00";"De Nieuwe Wiel";"3411XB";"LOPIK";"0331";"Lopik";"Utrecht";"Bo";"Protestants-Christelijk";"41286";"<5";"6";"13";"0";"0";"8";"13";"0";"6";"15"
"20241001";"07KI";"00";"Basisschool Eben Haezer";"2975BK";"OTTOLAND";"1978";"Molenlanden";"Zuid-Holland";"Bo";"Protestants-Christelijk";"32631";"0";"<5";"7";"0";"0";"<5";"8";"0";"<5";"8"
"20241001";"07KJ";"00";"De Fontein";"2181TA";"HILLEGOM";"0534";"Hillegom";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40967";"<5";"14";"5";"0";"0";"7";"13";"0";"14";"6"
"20241001";"07KK";"00";"Basisschool De Handpalm";"9965RA";"LEENS";"1966";"Het Hogeland";"Groningen";"Bo";"Gereformeerd vrijgemaakt";"42607";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"07KL";"00";"Basissch md Bijbel Het Kompas";"3417EN";"MONTFOORT";"0335";"Montfoort";"Utrecht";"Bo";"Reformatorisch";"32813";"0";"9";"8";"0";"<5";"<5";"12";"0";"10";"7"
"20241001";"07KN";"00";"Basissch Agatha Snellen";"3512XG";"UTRECHT";"0344";"Utrecht";"Utrecht";"Bo";"Algemeen bijzonder";"33268";"0";"11";"15";"0";"0";"<5";"22";"<5";"<5";"21"
"20241001";"07KQ";"00";"ICB Wereldwijzer";"7422NR";"DEVENTER";"0150";"Deventer";"Overijssel";"Bo";"Samenwerking PC, RK";"23128";"<5";"12";"8";"0";"0";"5";"17";"0";"14";"8"
"20241001";"07KQ";"01";"ICB Wereldwijzer";"7435PJ";"OKKENBROEK";"0150";"Deventer";"Overijssel";"Bo";"Samenwerking PC, RK";"23128";"0";"<5";"<5";"0";"<5";"<5";"<5";"0";"<5";"<5"
"20241001";"07KR";"00";"School Met De Bijbel";"6721NP";"BENNEKOM";"0228";"Ede";"Gelderland";"Bo";"Protestants-Christelijk";"33645";"<5";"15";"10";"0";"0";"<5";"23";"0";"13";"14"
"20241001";"07KS";"00";"WG vd Hulstsch";"8162XC";"EPE";"0232";"Epe";"Gelderland";"Bo";"Protestants-Christelijk";"41736";"<5";"15";"<5";"0";"<5";"6";"13";"<5";"14";"5"
"20241001";"07KT";"00";"CNS Windesheim";"7693PR";"SIBCULO";"0160";"Hardenberg";"Overijssel";"Bo";"Protestants-Christelijk";"33853";"0";"7";"10";"0";"0";"<5";"13";"0";"6";"11"
"20241001";"07KU";"00";"Casper Diemerschool";"7691AW";"BERGENTHEIM";"0160";"Hardenberg";"Overijssel";"Bo";"Gereformeerd vrijgemaakt";"41624";"<5";"8";"<5";"0";"0";"<5";"8";"0";"7";"<5"
"20241001";"07KV";"00";"Calvijnschool";"6744WS";"EDERVEEN";"0228";"Ede";"Gelderland";"Bo";"Reformatorisch";"34139";"8";"36";"16";"0";"<5";"18";"41";"6";"34";"20"
"20241001";"07KX";"00";"Basisschool Pr Beatrix";"5571EJ";"BERGEIJK";"1724";"Bergeijk";"Noord-Brabant";"Bo";"Protestants-Christelijk";"31384";"<5";"18";"10";"0";"<5";"<5";"25";"0";"6";"23"
"20241001";"07KY";"00";"Eben Haezerschool";"8075BN";"ELSPEET";"0302";"Nunspeet";"Gelderland";"Bo";"Reformatorisch";"42827";"<5";"11";"17";"0";"0";"8";"21";"0";"11";"18"
"20241001";"07KZ";"00";"De Ontdekking";"4126RT";"HEI- EN BOEICOP";"1961";"Vijfheerenlanden";"Utrecht";"Bo";"Protestants-Christelijk";"41439";"0";"<5";"5";"0";"0";"0";"9";"0";"<5";"6"
"20241001";"07LA";"00";"Prins Johan Frisoschool";"2652ER";"BERKEL EN RODENRIJS";"1621";"Lansingerland";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41487";"6";"30";"20";"0";"<5";"10";"45";"<5";"22";"33"
"20241001";"07LB";"00";"Basisschool Roosjen";"7981AC";"DIEVER";"1701";"Westerveld";"Drenthe";"Bo";"Protestants-Christelijk";"41196";"<5";"<5";"<5";"0";"0";"<5";"5";"0";"<5";"<5"
"20241001";"07LC";"00";"De Bargeweide";"7211DC";"EEFDE";"0262";"Lochem";"Gelderland";"Bo";"Protestants-Christelijk";"41011";"0";"<5";"14";"0";"0";"<5";"14";"0";"5";"12"
"20241001";"07LD";"00";"Leeuwarder Schoolver";"8917EN";"LEEUWARDEN";"0080";"Leeuwarden";"Friesland";"Bo";"Algemeen bijzonder";"35504";"0";"8";"15";"0";"0";"<5";"22";"0";"<5";"20"
"20241001";"07LF";"00";"Basisschool De Gearing";"9131LE";"IE";"1970";"Noardeast-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"40788";"<5";"<5";"<5";"0";"0";"<5";"5";"0";"<5";"5"
"20241001";"07LH";"00";"Basisschool De Farel";"2225HK";"KATWIJK ZH";"0537";"Katwijk";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40508";"<5";"22";"<5";"0";"<5";"7";"20";"<5";"21";"5"
"20241001";"07LI";"00";"Basisschool St Jozef";"3645EX";"VINKEVEEN";"0736";"De Ronde Venen";"Utrecht";"Bo";"Rooms-Katholiek";"41138";"<5";"7";"8";"0";"0";"<5";"13";"<5";"5";"10"
"20241001";"07LK";"00";"Geref Basissch Benjamin";"6446TM";"BRUNSSUM";"0899";"Brunssum";"Limburg";"Bo";"Protestants-Christelijk";"36336";"8";"9";"<5";"0";"0";"9";"11";"6";"13";"<5"
"20241001";"07LM";"00";"Basisschool Comenius";"1782TC";"DEN HELDER";"0400";"Den Helder";"Noord-Holland";"Bo";"Algemeen bijzonder";"36440";"<5";"19";"<5";"0";"0";"10";"14";"<5";"12";"10"
"20241001";"07LN";"00";"Basisschool Livingstone";"2803EL";"GOUDA";"0513";"Gouda";"Zuid-Holland";"Bo";"Protestants-Christelijk";"36479";"<5";"20";"20";"0";"0";"12";"31";"<5";"10";"32"
"20241001";"07LO";"00";"De Rietlanden";"1156AP";"MARKEN";"0852";"Waterland";"Noord-Holland";"Bo";"Protestants-Christelijk";"41012";"<5";"<5";"6";"0";"0";"5";"6";"0";"<5";"8"
"20241001";"07LP";"00";"De Lichtlijn";"1784VJ";"DEN HELDER";"0400";"Den Helder";"Noord-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"<5";"7";"<5";"0";"0";"<5";"5";"0";"<5";"5"
"20241001";"07LR";"00";"School Met De Bijbel";"3267AK";"GOUDSWAARD";"1963";"Hoeksche Waard";"Zuid-Holland";"Bo";"Reformatorisch";"30133";"0";"<5";"8";"0";"0";"<5";"7";"0";"<5";"8"
"20241001";"07LS";"00";"Koningin Julianaschool";"4431DT";"'S-GRAVENPOLDER";"0654";"Borsele";"Zeeland";"Bo";"Reformatorisch";"42724";"5";"16";"19";"0";"0";"9";"31";"<5";"18";"21"
"20241001";"07LT";"00";"Chr Opleidingsschool";"2225SW";"KATWIJK ZH";"0537";"Katwijk";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40508";"<5";"19";"19";"0";"<5";"11";"28";"<5";"18";"21"
"20241001";"07LV";"00";"IKC De Swirrel";"9055MV";"BRITSUM";"0080";"Leeuwarden";"Friesland";"Bo";"Protestants-Christelijk";"42656";"<5";"7";"<5";"0";"<5";"<5";"6";"<5";"6";"<5"
"20241001";"07LW";"00";"Basisschool De Rank";"5702PM";"HELMOND";"0794";"Helmond";"Noord-Brabant";"Bo";"Protestants-Christelijk";"37428";"5";"18";"11";"0";"<5";"19";"14";"5";"18";"11"
"20241001";"07LX";"00";"Timotheusschool";"8096BV";"OLDEBROEK";"0269";"Oldebroek";"Gelderland";"Bo";"Protestants-Christelijk";"42759";"<5";"12";"6";"0";"0";"9";"13";"<5";"13";"8"
"20241001";"07LY";"00";"KC Trampoline";"2261ZB";"LEIDSCHENDAM";"1916";"Leidschendam-Voorburg";"Zuid-Holland";"Bo";"Samenwerking PC, RK";"20281";"<5";"18";"9";"0";"0";"7";"21";"<5";"12";"15"
"20241001";"07LZ";"00";"Basisschool De Hoeksteen";"2675XT";"HONSELERSDIJK";"1783";"Westland";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41454";"<5";"16";"8";"0";"0";"<5";"21";"0";"7";"18"
"20241001";"07MB";"00";"De Fontein";"3481VR";"HARMELEN";"0632";"Woerden";"Utrecht";"Bo";"Protestants-Christelijk";"41286";"<5";"7";"12";"0";"<5";"<5";"18";"0";"8";"14"
"20241001";"07MC";"00";"CBS De Rank";"9591BJ";"ONSTWEDDE";"0037";"Stadskanaal";"Groningen";"Bo";"Protestants-Christelijk";"41358";"0";"16";"11";"0";"0";"12";"15";"0";"16";"11"
"20241001";"07MD";"00";"Heike";"5508PA";"VELDHOVEN";"0861";"Veldhoven";"Noord-Brabant";"Bo";"Algemeen bijzonder";"77338";"0";"<5";"6";"0";"0";"<5";"5";"0";"<5";"5"
"20241001";"07ME";"00";"Chr BS Op Streek";"9172NJ";"FERWERT";"1970";"Noardeast-Fryslân";"Friesland";"Bo";"Protestants-Christelijk";"41039";"0";"7";"<5";"0";"0";"5";"<5";"0";"<5";"7"
"20241001";"07MF";"00";"Sch md Bijbel De Zaaier";"6732BJ";"HARSKAMP";"0228";"Ede";"Gelderland";"Bo";"Reformatorisch";"38650";"<5";"17";"11";"0";"<5";"9";"19";"<5";"22";"5"
"20241001";"07MG";"00";"IKC Sin en Wille";"9036ME";"MENAAM";"1949";"Waadhoeke";"Friesland";"Bo";"Protestants-Christelijk";"42656";"<5";"22";"7";"0";"<5";"12";"20";"<5";"20";"11"
"20241001";"07MH";"00";"De Akker";"2287TK";"RIJSWIJK ZH";"0603";"Rijswijk";"Zuid-Holland";"Bo";"Gereformeerd vrijgemaakt";"41646";"0";"9";"8";"0";"0";"<5";"13";"0";"6";"11"
"20241001";"07MJ";"00";"De Morgenster";"4191DN";"GELDERMALSEN";"1960";"West Betuwe";"Gelderland";"Bo";"Protestants-Christelijk";"41424";"<5";"8";"14";"0";"0";"6";"17";"<5";"12";"10"
"20241001";"07MK";"00";"De Repelaer";"3312LN";"DORDRECHT";"0505";"Dordrecht";"Zuid-Holland";"Bo";"Protestants-Christelijk";"30582";"<5";"19";"11";"0";"<5";"10";"21";"<5";"18";"13"
"20241001";"07MN";"00";"Dalton bs. Jacobus";"5521VA";"EERSEL";"0770";"Eersel";"Noord-Brabant";"Bo";"Rooms-Katholiek";"44201";"<5";"16";"19";"0";"0";"9";"28";"<5";"18";"18"
"20241001";"07MQ";"00";"Basisschool De Burcht";"2235BK";"VALKENBURG ZH";"0537";"Katwijk";"Zuid-Holland";"Bo";"Protestants-Christelijk";"40301";"<5";"25";"22";"0";"0";"11";"39";"<5";"23";"26"
"20241001";"07MR";"00";"J W v d Doelschool";"4301XB";"ZIERIKZEE";"1676";"Schouwen-Duiveland";"Zeeland";"Bo";"Protestants-Christelijk";"41583";"0";"8";"<5";"0";"0";"<5";"7";"<5";"5";"<5"
"20241001";"07MV";"00";"RK BS De Lage Weijkens";"5175CP";"LOON OP ZAND";"0809";"Loon op Zand";"Noord-Brabant";"Bo";"Rooms-Katholiek";"71008";"<5";"9";"12";"0";"0";"<5";"19";"0";"7";"15"
"20241001";"07MX";"00";"RK BS Maria Regina";"4652GB";"STEENBERGEN NB";"0851";"Steenbergen";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40517";"<5";"28";"11";"0";"<5";"9";"30";"<5";"16";"23"
"20241001";"07MY";"00";"KBS De Balkespringer";"9283TJ";"SURHUIZUM";"0059";"Achtkarspelen";"Friesland";"Bo";"Protestants-Christelijk";"42852";"0";"<5";"6";"0";"0";"0";"8";"0";"0";"8"
"20241001";"07NA";"00";"KC Baeks Kompas";"6191LC";"BEEK LB";"0888";"Beek";"Limburg";"Bo";"Rooms-Katholiek";"83280";"<5";"25";"15";"0";"0";"13";"28";"0";"23";"18"
"20241001";"07NB";"00";"St Bernardusschool";"2382EA";"ZOETERWOUDE";"0638";"Zoeterwoude";"Zuid-Holland";"Bo";"Rooms-Katholiek";"57266";"5";"17";"5";"0";"0";"13";"14";"<5";"20";"6"
"20241001";"07ND";"00";"Basissch Armhoefse Akker";"5018GH";"TILBURG";"0855";"Tilburg";"Noord-Brabant";"Bo";"Rooms-Katholiek";"48101";"0";"17";"17";"0";"0";"9";"25";"0";"13";"21"
"20241001";"07NE";"00";"Ds. D. L. Aangeenbrugsch";"4536CA";"TERNEUZEN";"0715";"Terneuzen";"Zeeland";"Bo";"Reformatorisch";"43005";"<5";"16";"9";"0";"0";"9";"17";"<5";"8";"17"
"20241001";"07NF";"00";"Sport IKC Het Startblok";"6931CH";"WESTERVOORT";"0293";"Westervoort";"Gelderland";"Bo";"Protestants-Christelijk";"42148";"0";"10";"9";"0";"0";"<5";"18";"0";"9";"10"
"20241001";"07NG";"00";"De Lichtstraal";"4361CP";"WESTKAPELLE";"0717";"Veere";"Zeeland";"Bo";"Protestants-Christelijk";"40959";"0";"10";"<5";"0";"0";"5";"7";"0";"8";"<5"
"20241001";"07NH";"00";"Patiosch De Kleine Prins";"3731AL";"DE BILT";"0310";"De Bilt";"Utrecht";"Bo";"Rooms-Katholiek";"41794";"<5";"7";"12";"0";"0";"0";"20";"0";"8";"12"
"20241001";"07NI";"00";"Basisschool De Weerklank";"3273AB";"WESTMAAS";"1963";"Hoeksche Waard";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41127";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"20241001";"07NJ";"00";"Kindcentrum de Vlinder";"1966VD";"HEEMSKERK";"0396";"Heemskerk";"Noord-Holland";"Bo";"Rooms-Katholiek";"40712";"<5";"10";"7";"0";"0";"7";"11";"<5";"8";"8"
"20241001";"07NK";"00";"Basisschool Den Duin";"4921VC";"MADE";"1719";"Drimmelen";"Noord-Brabant";"Bo";"Rooms-Katholiek";"43967";"0";"17";"11";"0";"<5";"10";"17";"<5";"15";"12"
"20241001";"07NM";"00";"Albert Schweitzerschool";"3243BA";"STAD AAN 'T HARINGVLIET";"1924";"Goeree-Overflakkee";"Zuid-Holland";"Bo";"Protestants-Christelijk";"42632";"0";"9";"<5";"0";"0";"<5";"7";"<5";"8";"<5"
"20241001";"07NN";"00";"Kindcentrum De Holtenhoek";"9481CN";"VRIES";"1730";"Tynaarlo";"Drenthe";"Bo";"Protestants-Christelijk";"32073";"0";"17";"10";"0";"0";"5";"22";"<5";"8";"17"
"20241001";"07NP";"00";"RK BS De Toermalijn";"5531SR";"BLADEL";"1728";"Bladel";"Noord-Brabant";"Bo";"Rooms-Katholiek";"44201";"<5";"14";"24";"0";"0";"11";"28";"0";"17";"22"
"20241001";"07NQ";"00";"Ichthusschool";"8271EM";"IJSSELMUIDEN";"0166";"Kampen";"Overijssel";"Bo";"Protestants-Christelijk";"44318";"5";"29";"7";"0";"0";"11";"30";"<5";"21";"17"
"20241001";"07NR";"00";"BS De Tovervogel";"5061LA";"OISTERWIJK";"0824";"Oisterwijk";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40941";"0";"16";"9";"0";"<5";"6";"18";"0";"12";"13"
"20241001";"07NS";"00";"St Bernardusschool";"7731EL";"OMMEN";"0175";"Ommen";"Overijssel";"Bo";"Rooms-Katholiek";"40888";"0";"16";"11";"0";"<5";"5";"21";"<5";"8";"18"
"20241001";"07NT";"00";"De Werf";"1544CA";"ZAANDIJK";"0479";"Zaanstad";"Noord-Holland";"Bo";"Algemeen bijzonder";"45059";"<5";"14";"10";"0";"0";"8";"20";"<5";"11";"15"
"20241001";"07NU";"00";"Kindcentrum Breinplein";"5735CG";"AARLE-RIXTEL";"1659";"Laarbeek";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40557";"<5";"16";"<5";"0";"<5";"8";"12";"<5";"12";"7"
"20241001";"07NW";"00";"Het Kompas";"8331EG";"STEENWIJK";"1708";"Steenwijkerland";"Overijssel";"Bo";"Protestants-Christelijk";"41270";"<5";"<5";"0";"0";"0";"5";"<5";"0";"6";"<5"
"20241001";"07NY";"00";"Groen v Prinstererschool";"7815VH";"EMMEN";"0114";"Emmen";"Drenthe";"Bo";"Protestants-Christelijk";"41551";"<5";"7";"<5";"0";"<5";"<5";"5";"<5";"7";"<5"
"20241001";"07NZ";"00";"CNS Basissch Zomerland";"3251XP";"STELLENDAM";"1924";"Goeree-Overflakkee";"Zuid-Holland";"Bo";"Algemeen bijzonder";"42632";"0";"6";"<5";"0";"0";"<5";"<5";"0";"0";"8"
"20241001";"07OA";"00";"pcbs De Singel";"4797BJ";"WILLEMSTAD";"1709";"Moerdijk";"Noord-Brabant";"Bo";"Protestants-Christelijk";"41782";"<5";"7";"7";"0";"0";"<5";"13";"0";"7";"8"
"20241001";"07OB";"00";"Bs Anne De Vriesschool";"3363AH";"SLIEDRECHT";"0610";"Sliedrecht";"Zuid-Holland";"Bo";"Protestants-Christelijk";"43928";"<5";"20";"23";"0";"0";"21";"24";"<5";"23";"20"
"20241001";"07OC";"00";"De Wingerd";"7391KA";"TWELLO";"0285";"Voorst";"Gelderland";"Bo";"Protestants-Christelijk";"45969";"<5";"7";"18";"0";"0";"<5";"25";"0";"9";"17"
"20241001";"07OD";"00";"Jenaplanschool met de Bijbel";"4693BG";"POORTVLIET";"0716";"Tholen";"Zeeland";"Bo";"Protestants-Christelijk";"41583";"0";"5";"10";"0";"0";"<5";"11";"<5";"8";"6"
"20241001";"07OE";"00";"Eben Haezerschool";"4181BC";"WAARDENBURG";"1960";"West Betuwe";"Gelderland";"Bo";"Reformatorisch";"46021";"<5";"7";"12";"0";"<5";"8";"13";"0";"15";"7"
"20241001";"07OH";"00";"Prins Willem-Alexander";"3466LP";"WAARDER";"1901";"Bodegraven-Reeuwijk";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41194";"0";"6";"5";"0";"<5";"<5";"7";"<5";"5";"5"
"20241001";"07OJ";"00";"Basisschool De Parel";"5258CJ";"BERLICUM";"0845";"Sint-Michielsgestel";"Noord-Brabant";"Bo";"Rooms-Katholiek";"40848";"<5";"11";"9";"0";"<5";"<5";"16";"<5";"9";"11"
"20241001";"07OK";"00";"Boazschool";"4365AC";"MELISKERKE";"0717";"Veere";"Zeeland";"Bo";"Reformatorisch";"46697";"0";"12";"5";"0";"<5";"<5";"12";"<5";"10";"6"
"20241001";"07OL";"00";"Rotterdamse Schoolver 11";"3076RK";"ROTTERDAM";"0599";"Rotterdam";"Zuid-Holland";"Bo";"Algemeen bijzonder";"46723";"<5";"5";"13";"0";"0";"<5";"16";"0";"<5";"18"
"20241001";"07OM";"00";"CBS De Bataaf";"7101XB";"WINTERSWIJK";"0294";"Winterswijk";"Gelderland";"Bo";"Protestants-Christelijk";"41787";"0";"10";"<5";"0";"0";"<5";"8";"0";"8";"<5"
"20241001";"07OQ";"00";"IKC Kethel";"3121JM";"SCHIEDAM";"0606";"Schiedam";"Zuid-Holland";"Bo";"Protestants-Christelijk";"41338";"<5";"19";"19";"0";"<5";"9";"30";"0";"15";"25"
